,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,55.6586,55.5459,55.5368,55.4278,55.2867,54.1784,54.6023,54.9025,51.2646,54.679,52.3093,54.2403,51.0832,52.4469,48.6887,52.7246,49.7204,52.932,53.2713,52.9424,53.0717,50.2721,52.8907,51.4639,52.241,25.849,42.2251,30.042,48.8477,52.1927,48.3841,42.8387,52.115,50.1249,51.9975,50.4302
FUE 2,61.0914,60.9945,60.9866,60.8925,60.7703,59.7924,60.1699,60.4346,57.107,60.2376,58.0855,59.8477,56.9357,58.2132,54.6424,58.4701,55.6369,58.6611,58.9719,58.6706,58.7893,56.165,58.6231,57.2948,58.022,31.9432,48.2878,36.1351,54.7961,57.9771,54.3472,48.8965,57.9047,56.0243,57.795,56.3157
FUE 3,57.2607,57.1787,57.1721,57.0921,56.9879,56.1398,56.4702,56.6997,53.7019,56.5291,54.6058,56.1885,53.5421,54.7227,51.3681,54.9566,52.318,55.1298,55.4101,55.1384,55.2457,52.8182,55.0954,53.8766,54.5477,28.8453,45.1492,33.0356,51.5155,54.5065,51.0843,45.7516,54.44,52.6854,54.3391,52.9604
FUE 4,55.0961,55.0231,55.0172,54.9458,54.8526,54.0857,54.3861,54.5936,51.8141,54.4395,52.6662,54.1301,51.6624,52.7756,49.5749,52.994,50.4921,53.1553,53.4151,53.1633,53.2628,50.9721,53.1232,51.9796,52.6117,27.188,43.4596,31.377,49.7177,52.5731,49.2996,44.0571,52.5107,50.8448,52.4159,51.1081
FUE 5,61.768,61.6481,61.6384,61.5225,61.3728,60.2063,60.6507,60.9666,57.1962,60.7312,58.2681,60.271,57.0108,58.4098,54.5761,58.6962,55.6223,58.9105,59.2618,58.9212,59.055,56.1835,58.8678,57.4002,58.1978,31.6825,48.0705,35.876,54.737,58.1481,54.2677,48.6859,58.0683,56.0336,57.9475,56.3444
FUE 6,71.4693,71.3744,71.3667,71.2744,71.1546,70.1935,70.5649,70.8251,67.5391,70.6316,68.5084,70.248,67.3692,68.6348,65.0902,68.8888,66.0794,69.0776,69.3846,69.087,69.2043,66.6041,69.04,67.7253,68.4456,42.4116,58.7515,46.6033,65.2432,68.4011,64.7963,59.3594,68.3295,66.4644,68.2209,66.7538
FUE 7,58.3141,58.1855,58.1751,58.0511,57.8913,56.6574,57.1252,57.4594,53.54,57.2103,54.6416,56.7253,53.3502,54.7879,50.8722,55.0839,51.934,55.3059,55.6706,55.317,55.4558,52.5053,55.2616,53.7491,54.5692,27.9219,44.3223,32.1159,51.0353,54.518,50.5599,44.9396,54.4357,52.3526,54.3113,52.6694
FUE 8,58.0999,57.9906,57.9817,57.8758,57.7387,56.6574,57.0718,57.3646,53.7892,57.1466,54.8208,56.7179,53.6097,54.9565,51.2348,55.23,52.2593,55.4342,55.7677,55.4444,55.5716,52.8065,55.3935,53.9862,54.7535,28.4216,44.7919,32.6145,51.3927,54.7058,50.932,45.4045,54.6292,52.6605,54.5132,52.9631
FUE 9,59.6312,59.535,59.5272,59.4337,59.3123,58.3403,58.7156,58.9788,55.6656,58.783,56.6409,58.3953,55.4948,56.7682,53.2064,57.0241,54.1991,57.2143,57.5238,57.2238,57.342,54.726,57.1764,55.8529,56.5777,30.5143,46.8573,34.7061,53.3599,56.5329,52.9117,47.4657,56.4608,54.5857,56.3515,54.8764
FUE 10,63.8457,63.7644,63.7578,63.6786,63.5752,62.7334,63.0615,63.2892,60.308,63.12,61.2081,62.7817,60.1488,61.3244,57.9811,61.5571,58.9287,61.7295,62.0082,61.738,61.8447,59.4274,61.6952,60.482,61.1502,35.4681,51.7697,39.6583,58.1282,61.1092,57.6979,52.3717,61.043,59.295,60.9426,59.5691
FUE 11,54.7372,54.6526,54.6457,54.5633,54.4559,53.5845,53.9234,54.1592,51.1006,53.9839,52.0186,53.6344,50.9386,52.1375,48.7415,52.3757,49.7001,52.5522,52.8381,52.561,52.6704,50.2057,52.5171,51.2778,51.9594,26.1838,42.4959,30.3744,48.8902,51.9175,48.4555,43.0995,51.85,50.0714,51.7474,50.3496
FUE 12,59.2556,59.1313,59.1213,59.0014,58.8466,57.6463,58.1024,58.4275,54.5818,58.1853,55.6688,57.7126,54.3941,55.8128,51.9372,56.1041,52.9915,56.3223,56.6804,56.3332,56.4696,53.5578,56.2788,54.7884,55.5974,29.0144,45.4089,33.2082,52.0993,55.547,51.6269,46.0253,55.4659,53.4065,55.3432,53.7204
FUE 13,87.9646,87.8654,87.8574,87.7611,87.6362,86.6393,87.0236,87.2935,83.9195,87.0927,84.9081,86.6956,83.7466,85.0374,81.4375,85.2973,82.4378,85.4909,85.806,85.5005,85.6208,82.9696,85.4523,84.1091,84.8439,58.7158,75.0655,62.9079,81.592,84.7984,81.1408,75.675,84.7253,82.8279,84.6144,83.1215
FUE 14,86.8949,86.785,86.8133,86.7737,86.6972,86.3176,86.4411,85.8227,85.4044,86.2331,85.7861,85.913,85.3512,85.3023,84.6064,79.5884,84.6939,84.8617,83.1853,81.6248,83.6889,70.8778,84.0767,84.3602,84.2328,76.1755,82.3846,80.0515,66.2789,82.1948,64.9583,82.2172,83.054,73.9811,82.8998,83.5173
FUE 15,62.8163,62.7204,62.7451,62.7105,62.6435,62.309,62.4182,61.8678,61.4909,62.234,61.8349,61.9487,61.4427,61.3983,60.7623,55.9889,60.8428,60.9967,59.4392,57.9567,59.9115,47.3797,60.2727,60.5353,60.4174,52.6395,58.6818,56.4391,42.7912,58.5012,41.472,58.5226,59.3156,50.4664,59.1701,59.7509
FUE 16,56.2389,56.0829,56.1229,56.067,55.9597,55.4373,55.6053,54.7797,54.2417,55.3232,54.732,54.8978,54.1743,54.1125,53.252,47.6393,53.3584,53.5639,51.5787,49.8313,52.1608,38.7132,52.6167,52.9547,52.8023,44.0896,50.6728,48.1313,34.093,50.461,32.7694,50.486,51.4287,41.8508,51.2532,51.9613
FUE 17,59.0846,58.9969,59.0195,58.9878,58.9266,58.6192,58.7197,58.2109,57.8599,58.55,58.1804,58.286,57.8148,57.7733,57.1757,52.5681,57.2515,57.3965,55.9171,54.4877,56.3684,44.0323,56.7121,56.961,56.8494,49.2643,55.1891,53.009,39.4515,55.0147,38.1334,55.0354,55.7986,47.1068,55.6589,56.2152
