,FBS,Bid
FUE 1,1,0.10097
FUE 2,1,0.35514
FUE 3,1,0.59328
FUE 4,1,0.20061
FUE 5,1,0.59133
FUE 6,1,0.85894
FUE 7,1,0.93952
FUE 8,1,0.17608
FUE 9,1,0.1923
FUE 10,1,0.13537
FUE 11,1,0.51728
FUE 12,1,0.21324
FUE 13,1,0.93207
FUE 14,1,0.0087293
FUE 15,2,0.078075
FUE 16,2,0.38109
FUE 17,2,0.26612
FUE 18,2,0.19338
FUE 19,2,0.88955
FUE 20,2,0.61431
FUE 21,2,0.20845
FUE 22,2,0.79012
FUE 23,2,0.89861
FUE 24,2,0.30536
FUE 25,2,0.63732
FUE 26,2,0.25169
FUE 27,2,0.42205
FUE 28,2,0.63512
FUE 29,3,0.50191
FUE 30,3,0.72101
FUE 31,3,0.56395
FUE 32,3,0.85981
FUE 33,3,0.81527
FUE 34,3,0.34066
FUE 35,3,0.81665
FUE 36,3,0.42013
FUE 37,3,0.39169
FUE 38,3,0.33043
FUE 39,3,0.71757
FUE 40,3,0.93289
FUE 41,3,0.42837
FUE 42,3,0.68118
FUE 43,4,0.82892
FUE 44,4,0.99683
FUE 45,4,0.11501
FUE 46,4,0.35093
FUE 47,4,0.84755
FUE 48,4,0.39015
FUE 49,4,0.58158
FUE 50,4,0.14863
FUE 51,4,0.19788
FUE 52,4,0.067992
FUE 53,4,0.21282
FUE 54,4,0.24711
FUE 55,4,0.91207
FUE 56,4,0.31911
FUE 57,5,0.12077
FUE 58,5,0.4449
FUE 59,5,0.69451
FUE 60,5,0.30939
FUE 61,5,0.74664
FUE 62,5,0.0048493
FUE 63,5,0.46404
FUE 64,5,0.34179
FUE 65,5,0.24342
FUE 66,5,0.61899
FUE 67,5,0.9393
FUE 68,5,0.43057
FUE 69,5,0.66536
FUE 70,5,0.63701
FUE 71,6,0.20266
FUE 72,6,0.91496
FUE 73,6,0.69204
FUE 74,6,0.93888
FUE 75,6,0.8402
FUE 76,6,0.54806
FUE 77,6,0.59851
FUE 78,6,0.8844
FUE 79,6,0.16617
FUE 80,6,0.57528
FUE 81,6,0.25192
FUE 82,6,0.14824
FUE 83,6,0.53028
FUE 84,6,0.98127
