,FBS,Bid
FUE 1,1,0.13574
FUE 2,1,0.24583
FUE 3,1,0.36578
FUE 4,1,0.34371
FUE 5,1,0.85515
FUE 6,1,0.70423
FUE 7,1,0.66568
FUE 8,1,0.52417
FUE 9,1,0.84643
FUE 10,1,0.14217
FUE 11,2,0.43245
FUE 12,2,0.13391
FUE 13,2,0.10737
FUE 14,2,0.40344
FUE 15,2,0.37044
FUE 16,2,0.35197
FUE 17,2,0.73531
FUE 18,2,0.3069
FUE 19,2,0.31466
FUE 20,2,0.04575
FUE 21,3,0.19079
FUE 22,3,0.81467
FUE 23,3,0.97972
FUE 24,3,0.38549
FUE 25,3,0.73291
FUE 26,3,0.8819
FUE 27,3,0.013484
FUE 28,3,0.72783
FUE 29,3,0.68452
FUE 30,3,0.56444
FUE 31,4,0.61727
FUE 32,4,0.88214
FUE 33,4,0.7928
FUE 34,4,0.75277
FUE 35,4,0.057838
FUE 36,4,0.99534
FUE 37,4,0.21453
FUE 38,4,0.76726
FUE 39,4,0.98415
FUE 40,4,0.15404
FUE 41,5,0.15437
FUE 42,5,0.31182
FUE 43,5,0.14828
FUE 44,5,0.80438
FUE 45,5,0.51737
FUE 46,5,0.35605
FUE 47,5,0.27096
FUE 48,5,0.59354
FUE 49,5,0.59522
FUE 50,5,0.18235
FUE 51,6,0.82046
FUE 52,6,0.28321
FUE 53,6,0.33254
FUE 54,6,0.10672
FUE 55,6,0.25053
FUE 56,6,0.12847
FUE 57,6,0.74058
FUE 58,6,0.52453
FUE 59,6,0.094593
FUE 60,6,0.57318
