,FBS,Bid
FUE 1,1,0.15957
FUE 2,1,0.4358
FUE 3,1,0.19609
FUE 4,1,0.86033
FUE 5,1,0.27774
FUE 6,1,0.69398
FUE 7,1,0.33733
FUE 8,1,0.65409
FUE 9,1,0.44302
FUE 10,2,0.7343
FUE 11,2,0.50956
FUE 12,2,0.71056
FUE 13,2,0.46719
FUE 14,2,0.44763
FUE 15,2,0.54336
FUE 16,2,0.095875
FUE 17,2,0.015227
FUE 18,2,0.59324
FUE 19,3,0.75577
FUE 20,3,0.16883
FUE 21,3,0.20752
FUE 22,3,0.89605
FUE 23,3,0.54654
FUE 24,3,0.8069
FUE 25,3,0.46742
FUE 26,3,0.045918
FUE 27,3,0.55306
FUE 28,4,0.62908
FUE 29,4,0.58836
FUE 30,4,0.29302
FUE 31,4,0.23911
FUE 32,4,0.4671
FUE 33,4,0.40262
FUE 34,4,0.92028
FUE 35,4,0.030085
FUE 36,4,0.74049
FUE 37,5,0.65806
FUE 38,5,0.69236
FUE 39,5,0.044068
FUE 40,5,0.23779
FUE 41,5,0.87993
FUE 42,5,0.24268
FUE 43,5,0.82858
FUE 44,5,0.39745
FUE 45,5,0.37848
FUE 46,6,0.16351
FUE 47,6,0.50396
FUE 48,6,0.14531
FUE 49,6,0.35008
FUE 50,6,0.0030291
FUE 51,6,0.25512
FUE 52,6,0.46235
FUE 53,6,0.63491
FUE 54,6,0.43095
