,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,67.9466,67.9434,67.9334,67.9123,67.8344,67.825,67.5516,67.3261,67.3713,64.4769,67.1256,65.5998,65.7043,66.6959,65.0095,66.4034,55.4481,49.3071,65.9931,64.6592,50.9127,62.2271,65.5201,61.6161,65.8434,54.2501,54.3758,65.1616,65.27,63.0143,63.4811,50.2326,64.546,64.557,56.1301,39.6999
FUE 2,112.3814,112.3783,112.3683,112.3473,112.2698,112.2604,111.9881,111.7635,111.8085,108.9221,111.5638,110.0425,110.1467,111.1355,109.4536,110.8439,99.9008,93.7606,110.4348,109.1041,95.366,106.6758,109.963,106.0654,110.2855,98.7029,98.8286,109.6054,109.7136,107.4619,107.9281,94.6859,108.9911,109.0021,100.5826,84.1535
FUE 3,78.5273,78.524,78.5134,78.4912,78.4092,78.3993,78.112,77.8756,77.9229,74.9299,77.666,76.0833,76.191,77.2181,75.476,76.9143,65.812,59.6615,76.4893,75.1167,61.2685,72.6387,76.0012,72.0198,76.3347,64.6109,64.7369,75.6323,75.7437,73.438,73.9131,60.5877,75.0007,75.012,66.4962,50.0515
FUE 4,63.0011,62.9979,62.9877,62.9662,62.8869,62.8774,62.5993,62.3702,62.4161,59.4884,62.1667,60.6216,60.7272,61.7308,60.0256,61.4346,50.4292,44.2849,61.0193,59.6723,45.8909,57.2245,60.5412,56.6108,60.8679,49.23,49.3558,60.1792,60.2886,58.0158,58.4855,45.2106,59.5581,59.5692,51.1119,34.6766
FUE 5,54.6857,54.6816,54.6682,54.6403,54.5376,54.5252,54.1694,53.8807,53.9382,50.4995,53.6275,51.7847,51.9069,53.0944,51.1031,52.7385,41.0222,34.8353,52.2474,50.705,36.4475,48.0367,51.6919,47.3856,52.0704,39.8094,39.9365,51.2775,51.4022,48.8851,49.3944,35.7643,50.5773,50.5897,41.7145,25.215
FUE 6,78.003,77.9997,77.9891,77.9667,77.8843,77.8743,77.5855,77.3481,77.3956,74.3925,77.1375,75.5489,75.657,76.6877,74.9399,76.3828,65.2657,59.1142,75.9563,74.5797,60.7213,72.0971,75.4666,71.4773,75.8011,64.0642,64.1903,75.0966,75.2084,72.8976,73.3735,60.0404,74.4634,74.4747,65.95,49.5039
FUE 7,65.2395,65.2362,65.2255,65.2031,65.1205,65.1105,64.8211,64.5832,64.6307,61.6233,64.3722,62.7811,62.8893,63.9216,62.1713,63.6161,52.4927,46.3408,63.189,61.8107,47.9479,59.3262,62.6986,58.706,63.0336,51.2911,51.4171,62.3282,62.4401,60.1271,60.6034,47.2671,61.6943,61.7056,53.1771,36.7304
FUE 8,67.4716,67.4685,67.4588,67.4383,67.3626,67.3535,67.0877,66.8681,66.912,64.0723,66.6726,65.1781,65.2807,66.2528,64.5973,65.9666,55.0946,48.9591,65.5643,64.2521,50.5639,61.846,65.0998,61.2396,65.4174,53.8983,54.0238,64.7471,64.8538,62.6263,63.0884,49.8842,64.1405,64.1513,55.7753,39.3534
FUE 9,62.7516,62.7486,62.7391,62.7191,62.6451,62.6362,62.376,62.1607,62.2039,59.4055,61.969,60.4982,60.5995,61.5567,59.9248,61.2752,50.4674,44.3363,60.8791,59.5835,45.9404,57.1974,60.421,56.5945,60.7343,49.2724,49.3979,60.0728,60.1782,57.9723,58.4308,45.261,59.473,59.4837,51.1471,34.7318
FUE 10,77.1652,77.162,77.1518,77.1303,77.0508,77.0412,76.7625,76.5329,76.5788,73.6465,76.3289,74.7811,74.8869,75.8922,74.1843,75.5954,64.5829,58.4382,75.1794,73.8305,60.0443,71.3806,74.7005,70.7665,75.0278,63.3837,63.5095,74.338,74.4476,72.1724,72.6425,59.3639,73.7162,73.7274,65.2658,48.8298
FUE 11,56.5184,56.5161,56.5085,56.4925,56.4333,56.4261,56.2163,56.0409,56.0762,53.6725,55.8833,54.6365,54.7243,55.5404,54.1341,55.3032,45.1521,39.0698,54.9654,53.8313,40.6669,51.6502,54.5693,51.0846,54.8408,43.9726,44.0966,54.2646,54.3571,52.3695,52.7905,39.9908,53.7328,53.7424,45.821,29.4795
FUE 12,68.791,68.7876,68.7769,68.7543,68.6709,68.6609,68.3691,68.1293,68.1772,65.1533,67.9168,66.3161,66.4249,67.4631,65.7035,67.1557,56.0081,49.8547,66.7261,65.3414,51.4621,62.8493,66.2332,62.2279,66.5699,54.8061,54.9322,65.8611,65.9735,63.6523,64.1299,50.7811,65.2245,65.2359,56.6929,40.2439
FUE 13,64.9533,64.9504,64.9377,64.9251,64.7886,64.8097,64.6854,63.5954,63.8671,61.1792,64.2426,58.7876,58.6572,62.7705,55.8865,61.9437,57.1193,59.0487,62.9536,55.2973,60.1452,62.6065,59.7583,43.7207,62.451,60.8434,60.6424,59.8141,62.1318,50.1424,62.1931,47.7551,58.4704,61.8175,33.7877,56.9849
FUE 14,56.2433,56.2393,56.2211,56.2032,56.0109,56.0405,55.867,54.4185,54.7688,51.516,55.264,48.8701,48.7299,53.3899,45.8083,52.4011,47.0959,49.1522,53.6141,45.1981,50.3529,53.1907,49.9259,33.4892,53.0034,51.1344,50.9079,49.9872,52.6229,39.944,52.6955,37.5385,48.5293,52.2532,23.5475,46.9547
FUE 15,54.947,54.9435,54.9276,54.9119,54.7429,54.769,54.6159,53.3121,53.6313,50.5947,54.0784,48.0404,47.9037,52.3626,45.0349,51.4351,46.3035,48.3151,52.571,44.4319,49.4785,52.1768,49.0659,32.7681,52.0016,50.2298,50.0126,49.1253,51.6443,39.2117,51.7126,36.8123,47.708,51.2953,22.8293,46.1646
FUE 16,57.9377,57.9342,57.9185,57.9031,57.7367,57.7624,57.6116,56.3242,56.6398,53.6287,57.0814,51.0857,50.9494,55.3839,48.0872,54.4637,49.3534,51.3595,55.5905,47.4851,52.5182,55.1997,52.1075,35.827,55.026,53.2659,53.0498,52.1666,54.6714,42.2692,54.7392,39.8707,50.7543,54.3249,25.8886,49.2148
FUE 17,58.7434,58.7402,58.7258,58.7116,58.5583,58.582,58.4428,57.2407,57.5375,54.662,57.9507,52.1805,52.0466,56.3492,49.2209,55.4679,50.4738,52.4492,56.5459,48.624,53.5828,56.1734,53.1817,36.9979,56.0073,54.3103,54.1003,53.2394,55.6675,43.4321,55.7326,41.0379,51.8548,55.3343,27.0617,50.3369
FUE 18,84.7969,84.794,84.7807,84.7677,84.6263,84.6482,84.5195,83.3962,83.6754,80.9307,84.0621,78.5112,78.3797,82.5512,75.5918,81.7079,76.8309,78.7747,82.7384,75.0001,79.8826,82.3836,79.4914,63.4078,82.225,80.5899,80.3862,79.5478,81.8995,69.8335,81.9619,67.444,78.1913,81.5794,53.4738,76.6957
FUE 19,57.8102,57.8071,57.7935,57.7801,57.6347,57.6571,57.5249,56.3747,56.6599,53.87,57.0557,51.4288,51.2965,55.5138,48.4952,54.6573,49.7392,51.6941,55.7042,47.9017,52.8111,55.3433,52.4164,36.2974,55.1821,53.5255,53.3195,52.4733,54.8516,42.7261,54.9149,40.335,51.1069,54.527,26.3626,49.6034
FUE 20,61.5568,61.553,61.5361,61.5194,61.3398,61.3674,61.2051,59.8345,60.1681,57.0298,60.6374,54.4316,54.2932,58.8479,51.3989,57.8915,52.6767,54.7099,59.0637,50.7924,55.8912,58.6558,55.4717,39.1066,58.4749,56.657,56.4353,55.532,58.1066,45.5557,58.1769,43.1534,54.0952,57.7478,29.1664,52.5367
FUE 21,56.1179,56.1149,56.1012,56.0877,55.9415,55.964,55.8311,54.6757,54.9621,52.1634,55.3596,49.718,49.5855,53.8116,46.7817,52.9525,48.0266,49.9836,54.0027,46.1878,51.1023,53.6406,50.707,34.5812,53.4789,51.8181,51.6117,50.7639,53.1474,41.0105,53.2109,38.619,49.3957,52.8219,24.6462,47.8907
FUE 22,56.3015,56.299,56.288,56.2772,56.1592,56.1775,56.0697,55.1078,55.3502,52.8906,55.6823,50.6164,50.4908,54.3625,47.795,53.6028,49.0001,50.8675,54.5291,47.2166,51.9149,54.2127,51.5467,35.7094,54.0703,52.5752,52.3857,51.5999,53.7766,42.1134,53.8331,39.7358,50.3106,53.4858,25.7812,48.8691
FUE 23,68.7808,68.7777,68.7633,68.7491,68.596,68.6196,68.4806,67.2794,67.5759,64.7019,67.9888,62.2211,62.0873,66.3884,59.262,65.5076,60.5147,62.4898,66.585,58.6651,63.623,66.2127,63.2221,47.0394,66.0467,64.3503,64.1405,63.2798,65.707,53.4735,65.772,51.0794,61.8955,65.374,37.1032,60.3779
FUE 24,63.5856,63.582,63.5662,63.5506,63.3822,63.4082,63.2557,61.9561,62.2743,59.2441,62.72,56.6926,56.556,61.0088,53.6888,60.0831,54.9568,56.9671,61.2168,53.0861,58.1293,60.8234,57.7172,41.4237,60.6486,58.8797,58.6628,57.7765,60.2919,47.8669,60.3601,45.4678,56.3604,59.9436,31.485,54.818
FUE 25,117.9212,117.9175,117.9043,117.8992,117.6533,117.6583,117.7564,116.0926,115.2084,116.4658,116.6208,113.903,112.9437,110.8343,109.0398,107.8597,115.2641,115.4904,113.5424,101.3552,115.6251,115.8916,99.3106,109.3805,111.6961,115.5815,115.3094,100.3207,111.8599,99.472,114.4779,112.1742,95.2945,112.2033,109.5943,113.9037
FUE 26,60.3447,60.3402,60.3241,60.3179,60.0197,60.0257,60.1443,58.198,57.2071,58.6241,58.8026,55.7823,54.757,52.5467,50.6986,49.4938,57.2689,57.5206,55.3951,42.9284,57.6711,57.9706,40.8772,51.0478,53.4436,57.6224,57.3192,41.8902,53.615,41.039,56.4051,53.9447,36.8546,53.9752,51.2672,55.7831
FUE 27,68.9564,68.9524,68.9379,68.9323,68.6638,68.6692,68.7762,66.9878,66.0554,67.3847,67.5502,64.6952,63.7054,61.5486,59.7288,58.537,66.1139,66.3517,64.3223,52.0034,66.4936,66.775,49.9556,60.0735,62.4269,66.4477,66.1615,50.9671,62.5944,50.1172,65.2922,62.9158,45.9363,62.9456,60.29,64.696
FUE 28,73.0841,73.0806,73.0684,73.0637,72.8357,72.8404,72.9315,71.3693,70.5259,71.7228,71.8691,69.2679,68.3356,66.2686,64.4972,63.3279,70.5793,70.7958,68.9182,56.8504,70.9244,71.1784,54.8087,64.8342,67.1154,70.8828,70.6227,55.8175,67.2761,54.9698,69.8236,67.584,50.7955,67.6124,65.0455,69.2686
FUE 29,59.0354,59.0306,59.0135,59.007,58.6916,58.698,58.8232,56.788,55.7655,57.2302,57.416,54.3064,53.2627,51.0249,49.1625,47.9512,55.829,56.0882,53.9117,41.37,56.2434,56.5527,39.3171,49.5139,51.9313,56.1931,55.8808,40.3308,52.1047,39.479,54.9428,52.4385,35.2928,52.4695,49.7349,54.3072
FUE 30,55.8589,55.8536,55.8349,55.8277,55.4825,55.4894,55.6263,53.4411,52.3672,53.9098,54.1076,50.8535,49.7808,47.5005,45.6162,44.395,52.4335,52.7047,50.447,37.7899,52.8675,53.1928,35.7346,45.9711,48.4215,52.8148,52.4876,36.7493,48.5981,35.8966,51.5113,48.9384,31.7077,48.9699,46.1944,50.8543
FUE 31,59.8634,59.8589,59.8426,59.8363,59.5345,59.5406,59.6606,57.6957,56.6982,58.1252,58.3052,55.2661,54.2369,52.0206,50.1694,48.9632,56.7603,57.0136,54.8773,42.3944,57.1651,57.4667,40.3429,50.5192,52.9196,57.116,56.8109,41.356,53.0914,40.5047,55.8917,53.422,36.3199,53.4526,50.7389,55.2669
FUE 32,67.673,67.6689,67.6542,67.6486,67.3764,67.3819,67.4903,65.6822,64.7423,66.0828,66.2499,63.3738,62.3793,60.2155,58.392,57.1984,64.8012,65.0408,62.9991,50.6605,65.1838,65.4675,48.6123,58.7373,61.0963,65.1376,64.8492,49.624,61.2643,48.7739,63.9741,61.5868,44.5926,61.6167,58.9541,63.3746
FUE 33,76.444,76.4401,76.426,76.4205,76.1582,76.1635,76.2681,74.5137,73.5942,74.9042,75.0668,72.2486,71.2669,69.1226,67.3094,66.1206,73.6519,73.8867,71.879,59.5946,74.0266,74.304,57.5476,67.6531,69.9966,73.9814,73.6989,58.5587,70.163,57.7091,72.8398,70.4826,53.5292,70.5122,67.8688,72.2494
FUE 34,65.3213,65.3169,65.3015,65.2955,65.0094,65.0152,65.129,63.2461,62.2784,63.6606,63.8339,60.8789,59.8674,57.6778,55.8406,54.6407,62.3388,62.5851,60.4973,48.0875,62.7322,63.0245,46.0377,56.1881,58.5676,62.6846,62.3881,47.05,58.7374,46.1993,61.4916,59.0639,42.0163,59.0941,56.4064,60.8797
FUE 35,85.0991,85.0954,85.0823,85.0772,84.8331,84.8381,84.9355,83.2817,82.4014,83.653,83.8071,81.1006,80.144,78.0385,76.2462,75.0672,82.4569,82.6823,80.7411,68.5652,82.8164,83.0817,66.5208,76.5866,78.8989,82.773,82.5021,67.5308,79.0625,66.6821,81.6737,79.3761,62.505,79.4051,76.8001,81.1013
FUE 36,62.5627,62.5593,62.547,62.5423,62.3134,62.3181,62.4095,60.8421,59.9964,61.1966,61.3433,58.7358,57.8022,55.7328,53.9601,52.7902,60.0499,60.267,58.3855,46.3112,60.3959,60.6505,44.2693,54.2974,56.5804,60.3542,60.0934,45.2782,56.7413,44.4305,59.2926,57.0495,40.256,57.078,54.5088,58.7366
FUE 37,62.4746,62.4696,62.4603,62.4548,62.2375,62.0888,62.3356,61.5938,60.3993,61.6711,58.6905,60.9499,60.6695,54.0272,59.5128,53.8821,60.8139,60.5366,47.5415,57.36,60.3492,59.1316,52.2714,59.2154,40.6559,59.9257,59.4988,47.1134,41.0017,56.6461,54.8716,59.1155,47.9946,45.5229,58.362,58.9093
