,FBS,Bid
FUE 1,1,0.23261
FUE 2,1,0.9838
FUE 3,1,0.69609
FUE 4,1,0.054154
FUE 5,1,0.66861
FUE 6,1,0.4219
FUE 7,1,0.71356
FUE 8,1,0.88333
FUE 9,1,0.89959
FUE 10,1,0.92986
FUE 11,1,0.15371
FUE 12,1,0.11321
FUE 13,2,0.72687
FUE 14,2,0.99831
FUE 15,2,0.074629
FUE 16,2,0.97611
FUE 17,2,0.85017
FUE 18,2,0.21263
FUE 19,2,0.025939
FUE 20,2,0.14341
FUE 21,2,0.77142
FUE 22,2,0.58733
FUE 23,2,0.01437
FUE 24,2,0.38336
FUE 25,3,0.53959
FUE 26,3,0.50677
FUE 27,3,0.057459
FUE 28,3,0.051639
FUE 29,3,0.69573
FUE 30,3,0.23768
FUE 31,3,0.60023
FUE 32,3,0.34938
FUE 33,3,0.84878
FUE 34,3,0.78204
FUE 35,3,0.84449
FUE 36,3,0.46272
FUE 37,4,0.93109
FUE 38,4,0.35657
FUE 39,4,0.37024
FUE 40,4,0.64035
FUE 41,4,0.54022
FUE 42,4,0.0059129
FUE 43,4,0.45361
FUE 44,4,0.21815
FUE 45,4,0.58885
FUE 46,4,0.33563
FUE 47,4,0.66123
FUE 48,4,0.26142
FUE 49,5,0.91169
FUE 50,5,0.83955
FUE 51,5,0.3736
FUE 52,5,0.88607
FUE 53,5,0.97325
FUE 54,5,0.73927
FUE 55,5,0.54688
FUE 56,5,0.79508
FUE 57,5,0.22474
FUE 58,5,0.9033
FUE 59,5,0.64256
FUE 60,5,0.4947
FUE 61,6,0.01144
FUE 62,6,0.86151
FUE 63,6,0.42543
FUE 64,6,0.91981
FUE 65,6,0.46155
FUE 66,6,0.097358
FUE 67,6,0.35185
FUE 68,6,0.66551
FUE 69,6,0.41055
FUE 70,6,0.71977
FUE 71,6,0.29159
FUE 72,6,0.44325
