,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,65.1293,65.1289,65.1283,65.024,65.0218,65.0051,64.7133,64.916,64.7278,64.4529,64.7571,64.7193,63.5032,64.7049,63.3478,64.5855,63.459,62.3537,61.9807,59.7034,59.5046,56.9481,63.8477,59.6198,63.3804,63.0221,63.3122,63.2175,58.7649,47.188,57.0211,49.3085,50.249,62.6136,60.4005,42.4565
FUE 2,57.9504,57.95,57.9493,57.8466,57.8446,57.8281,57.5405,57.7403,57.5549,57.2838,57.5837,57.5465,56.3455,57.5322,56.1917,57.4145,56.3018,55.2068,54.8368,52.573,52.3751,49.8269,56.6861,52.4898,56.224,55.8693,56.1565,56.0628,51.6383,40.0762,49.8998,42.196,43.1361,55.4645,53.2667,35.3455
FUE 3,63.0831,63.0826,63.0819,62.9704,62.9681,62.9502,62.6392,62.8551,62.6547,62.3628,62.6858,62.6456,61.3626,62.6303,61.1999,62.5034,61.3164,60.1655,59.7797,57.4446,57.242,54.6503,61.724,57.3594,61.234,60.86,61.1627,61.0639,56.4899,44.8512,54.724,46.9746,47.9169,60.4351,58.1563,40.1167
FUE 4,67.852,67.8515,67.8507,67.7327,67.7303,67.7114,67.3833,67.6109,67.3995,67.0927,67.4323,67.39,66.0485,67.3738,65.8796,67.2404,66.0004,64.8109,64.4142,62.0311,61.8255,59.2051,66.4246,61.9445,65.915,65.5274,65.841,65.7385,61.0632,49.3748,59.2794,51.5004,52.4442,65.0885,62.7547,44.6378
FUE 5,60.6336,60.6332,60.6325,60.5348,60.5329,60.5172,60.2429,60.4336,60.2566,59.9974,60.2842,60.2486,59.095,60.235,58.9464,60.1225,59.0528,57.991,57.6305,55.4103,55.2152,52.6943,59.4234,55.3283,58.9776,58.6344,58.9124,58.8218,54.488,42.9744,52.7666,45.0919,46.0305,58.2416,56.0929,38.246
FUE 6,68.9486,68.9482,68.9475,68.8452,68.8431,68.8266,68.54,68.7392,68.5543,68.284,68.5831,68.546,67.3482,68.5318,67.1948,68.4144,67.3046,66.212,65.8426,63.5817,63.384,60.8377,67.688,63.4986,67.227,66.8731,67.1597,67.0662,62.6479,51.089,60.9105,53.2087,54.1486,66.4692,64.2747,46.3584
FUE 7,58.4371,58.4368,58.4362,58.3433,58.3414,58.3265,58.0653,58.2469,58.0783,57.8308,58.1046,58.0707,56.9641,58.0577,56.8208,57.9504,56.9234,55.8952,55.5443,53.3692,53.1771,50.6849,57.2803,53.2884,56.8509,56.5191,56.7879,56.7004,52.4599,40.9978,50.7565,43.1128,44.0498,56.1385,54.0403,36.272
FUE 8,59.9748,59.9745,59.9739,59.8869,59.8852,59.8712,59.6258,59.7965,59.6381,59.4047,59.6628,59.6309,58.5823,59.6187,58.4455,59.5175,58.5435,57.5574,57.2189,55.102,54.9138,52.4595,58.8833,55.0229,58.4742,58.1569,58.414,58.3304,54.2098,42.8164,52.5303,44.9281,45.8631,57.7916,55.7581,38.0942
FUE 9,56.098,56.0974,56.0964,55.9447,55.9416,55.9174,55.5022,55.7894,55.5226,55.1412,55.5638,55.5107,53.886,55.4904,53.6884,55.324,53.8297,52.4646,52.0206,49.4341,49.216,46.4801,54.3312,49.3422,53.7297,53.2802,53.6434,53.5242,48.4123,36.5282,46.5568,38.6627,39.6119,52.7785,50.2073,31.7821
FUE 10,83.7726,83.7722,83.7715,83.6663,83.6642,83.6473,83.3531,83.5575,83.3677,83.0908,83.3972,83.3592,82.1348,83.3446,81.9785,83.2243,82.0904,80.9793,80.6047,78.3201,78.1208,75.5598,82.4814,78.2363,82.0113,81.651,81.9427,81.8475,77.3795,65.7947,75.6329,67.9156,68.8563,81.2405,79.0191,61.0629
FUE 11,57.5856,57.5852,57.5847,57.52,57.4826,57.4325,57.3826,57.2914,57.051,56.997,57.3848,56.8957,57.0215,56.9486,56.9883,57.1706,57.0108,56.7442,56.6433,56.0802,52.0272,55.0047,55.5644,55.8808,56.3333,53.2185,54.6918,55.1412,37.3236,47.0404,54.8732,53.4062,53.5132,54.3162,44.9323,51.3907
FUE 12,57.5137,57.5131,57.5123,57.4034,57.3411,57.2581,57.1759,57.0276,56.6451,56.561,57.1796,56.4046,56.5991,56.486,56.5474,56.8339,56.5825,56.1741,56.023,55.2087,50.1996,53.7628,54.4999,54.9309,55.5689,51.5701,53.3629,53.9398,34.9893,44.8487,53.5937,51.7916,51.9187,52.8928,42.6786,49.4879
FUE 13,55.0595,55.0591,55.0586,54.9818,54.9376,54.8784,54.8196,54.7125,54.4318,54.3693,54.8222,54.252,54.3976,54.3131,54.3591,54.5712,54.3853,54.0774,53.9617,53.3225,48.951,52.1291,52.7462,53.0987,53.6084,50.2057,51.7875,52.2788,34.0593,43.8305,51.9853,50.4051,50.519,51.3804,41.6989,48.2875
FUE 14,71.6247,71.6242,71.6235,71.5301,71.4765,71.4049,71.3339,71.2053,70.871,70.797,71.3371,70.6588,70.8305,70.7308,70.785,71.0365,70.8159,70.4544,70.3196,69.5852,64.8524,68.2515,68.9357,69.3317,69.9117,66.1744,67.8769,68.4165,49.7715,59.5956,68.0934,66.3866,66.508,67.4341,57.441,64.1606
FUE 15,58.0111,58.0107,58.0102,57.9415,57.902,57.8489,57.796,57.6996,57.446,57.3892,57.7984,57.2826,57.4149,57.3382,57.3799,57.5721,57.4037,57.1234,57.0176,56.4289,52.2658,55.3133,55.8926,56.2212,56.6931,53.4794,54.9905,55.4543,37.4946,47.2311,55.1775,53.6712,53.7806,54.6039,45.1145,51.6197
FUE 16,58.0152,58.0149,58.0144,57.9472,57.9084,57.8564,57.8047,57.7102,57.4614,57.4057,57.807,57.3011,57.431,57.3557,57.3966,57.5852,57.42,57.1447,57.0407,56.4615,52.3386,55.3606,55.9327,56.2568,56.7216,53.5441,55.0414,55.4999,37.5918,47.3212,55.2263,53.7344,53.8429,54.6588,45.2077,51.6959
FUE 17,69.7079,69.7074,69.7068,69.6227,69.5745,69.5098,69.4456,69.329,69.0246,68.9569,69.4485,68.8303,68.9875,68.8963,68.9459,69.1756,68.9742,68.6423,68.5181,67.8358,63.2961,66.578,67.226,67.5984,68.1401,64.5826,66.2211,66.7348,48.3133,58.1102,66.4275,64.7881,64.9056,65.7973,55.9674,62.6191
FUE 18,57.1833,57.1827,57.1819,57.067,57.0013,56.9139,56.8275,56.6716,56.2711,56.1833,56.8314,56.02,56.223,56.1049,56.169,56.4687,56.2057,55.78,55.6229,54.7798,49.6764,53.2946,54.0501,54.4934,55.1521,51.063,52.886,53.4757,34.4247,44.2952,53.1218,51.2876,51.4164,52.4068,42.1202,48.9582
FUE 19,83.0131,83.0127,83.0121,82.9306,82.8838,82.8211,82.7587,82.6455,82.3493,82.2834,82.7615,82.1601,82.3133,82.2244,82.2727,82.4963,82.3003,81.9768,81.8555,81.1881,76.7058,79.9524,80.5898,80.9554,81.4861,77.9815,79.6008,80.1068,61.7534,71.5417,79.8042,78.1849,78.3012,79.1826,69.4027,76.0333
FUE 20,58.0035,58.0031,58.0027,57.9375,57.8999,57.8495,57.7993,57.7076,57.4658,57.4116,57.8015,57.3097,57.4361,57.3629,57.4027,57.5861,57.4254,57.1574,57.0561,56.4903,52.4259,55.4107,55.9724,56.29,56.7445,53.6196,55.0967,55.5476,37.7152,47.4341,55.2787,53.8077,53.9149,54.72,45.3251,51.7884
FUE 21,66.1724,66.172,66.1715,66.1213,65.9798,65.8919,66.0324,65.5911,65.7451,65.8306,65.9184,64.8913,65.8086,64.549,65.7795,65.3687,65.6931,65.6008,65.5789,65.3078,64.2474,65.0144,58.9153,64.8257,63.7738,50.4025,55.4808,58.301,58.6107,62.6914,64.0057,63.8066,63.7607,56.054,44.4837,62.827
FUE 22,62.4788,62.4783,62.4777,62.4189,62.2536,62.1515,62.315,61.8043,61.9816,62.0805,62.1823,61.0098,62.0549,60.6271,62.0213,61.5499,61.9216,61.8154,61.7903,61.4806,60.2927,61.1483,54.6506,60.9362,59.7723,46.0326,51.1489,54.02,54.3375,58.6019,60.0264,59.8082,59.758,51.7299,40.1012,58.7472
FUE 23,54.8466,54.846,54.8451,54.7647,54.5406,54.4035,54.6234,53.9456,54.178,54.3089,54.4447,52.9368,54.275,52.4671,54.2304,53.6171,54.0991,53.9601,53.9274,53.5285,52.064,53.1091,45.8427,52.8457,51.4485,37.0528,42.2299,45.1847,45.5156,50.1068,51.7473,51.4905,51.4318,42.8236,31.1014,50.2707
FUE 24,55.7261,55.7256,55.725,55.6667,55.5026,55.4012,55.5635,55.0565,55.2325,55.3307,55.4318,54.2669,55.3054,53.8862,55.272,54.8038,55.173,55.0675,55.0426,54.7349,53.5535,54.4046,47.9264,54.1937,53.0355,39.3134,44.4279,47.2966,47.6138,51.8694,53.2884,53.0712,53.0212,45.0086,33.3825,52.0142
FUE 25,57.7666,57.7662,57.7656,57.7146,57.5705,57.4811,57.624,57.1753,57.3318,57.4187,57.508,56.4652,57.3963,56.1184,57.3668,56.9495,57.279,57.1851,57.1629,56.8876,55.8132,56.5899,50.4453,56.3987,55.3343,41.9199,47.0028,49.8291,50.1397,54.2419,55.5687,55.3674,55.3211,47.5769,35.9996,54.3786
