,FBS,Bid
FUE 1,1,0.49057
FUE 2,1,0.61728
FUE 3,1,0.60051
FUE 4,1,0.32253
FUE 5,1,0.40682
FUE 6,1,0.63585
FUE 7,1,0.60829
FUE 8,1,0.72574
FUE 9,1,0.64059
FUE 10,1,0.213
FUE 11,1,0.66075
FUE 12,1,0.5618
FUE 13,2,0.883
FUE 14,2,0.91867
FUE 15,2,0.87559
FUE 16,2,0.30822
FUE 17,2,0.42231
FUE 18,2,0.43813
FUE 19,2,0.083223
FUE 20,2,0.45409
FUE 21,2,0.915
FUE 22,2,0.17494
FUE 23,2,0.36364
FUE 24,2,0.43841
FUE 25,3,0.66537
FUE 26,3,0.19459
FUE 27,3,0.1344
FUE 28,3,0.93914
FUE 29,3,0.74365
FUE 30,3,0.47863
FUE 31,3,0.4877
FUE 32,3,0.94424
FUE 33,3,0.77983
FUE 34,3,0.28294
FUE 35,3,0.064457
FUE 36,3,0.44531
FUE 37,4,0.24638
FUE 38,4,0.01383
FUE 39,4,0.27073
FUE 40,4,0.33658
FUE 41,4,0.72212
FUE 42,4,0.20923
FUE 43,4,0.55957
FUE 44,4,0.86678
FUE 45,4,0.69901
FUE 46,4,0.095283
FUE 47,4,0.10055
FUE 48,4,0.83672
FUE 49,5,0.65477
FUE 50,5,0.70174
FUE 51,5,0.79558
FUE 52,5,0.73836
FUE 53,5,0.32745
FUE 54,5,0.87025
FUE 55,5,0.4323
FUE 56,5,0.60235
FUE 57,5,0.43169
FUE 58,5,0.28259
FUE 59,5,0.089049
FUE 60,5,0.66789
FUE 61,6,0.9574
FUE 62,6,0.38965
FUE 63,6,0.53842
FUE 64,6,0.27922
FUE 65,6,0.98067
FUE 66,6,0.60946
FUE 67,6,0.52797
FUE 68,6,0.03128
FUE 69,6,0.043375
FUE 70,6,0.39998
FUE 71,6,0.71028
FUE 72,6,0.61356
