,FBS,Bid
FUE 1,1,0.25843
FUE 2,1,0.32663
FUE 3,1,0.54224
FUE 4,1,0.33233
FUE 5,1,0.87584
FUE 6,1,0.58528
FUE 7,1,0.30712
FUE 8,1,0.34685
FUE 9,1,0.38144
FUE 10,1,0.98181
FUE 11,2,0.34042
FUE 12,2,0.69546
FUE 13,2,0.96187
FUE 14,2,0.28501
FUE 15,2,0.5249
FUE 16,2,0.2466
FUE 17,2,0.27683
FUE 18,2,0.61596
FUE 19,2,0.60043
FUE 20,2,0.12462
FUE 21,3,0.68608
FUE 22,3,0.50679
FUE 23,3,0.34545
FUE 24,3,0.7581
FUE 25,3,0.1903
FUE 26,3,0.81336
FUE 27,3,0.95399
FUE 28,3,0.17358
FUE 29,3,0.14515
FUE 30,3,0.35531
FUE 31,4,0.59709
FUE 32,4,0.41464
FUE 33,4,0.53799
FUE 34,4,0.49533
FUE 35,4,0.4278
FUE 36,4,0.215
FUE 37,4,0.3791
FUE 38,4,0.85292
FUE 39,4,0.023528
FUE 40,4,0.52766
FUE 41,5,0.52465
FUE 42,5,0.40044
FUE 43,5,0.0090926
FUE 44,5,0.88222
FUE 45,5,0.94666
FUE 46,5,0.96572
FUE 47,5,0.28168
FUE 48,5,0.2803
FUE 49,5,0.068362
FUE 50,5,0.14698
FUE 51,6,0.72755
FUE 52,6,0.76407
FUE 53,6,0.96717
FUE 54,6,0.68109
FUE 55,6,0.37748
FUE 56,6,0.43527
FUE 57,6,0.36388
FUE 58,6,0.35125
FUE 59,6,0.18132
FUE 60,6,0.82927
