,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,98.4191,98.4053,98.4024,98.39,98.3466,98.3223,98.2252,98.3249,98.2932,98.2662,96.5366,97.8119,96.761,97.3063,95.7689,97.3552,97.4388,90.0527,95.8575,88.338,97.1666,94.2198,90.9362,97.0827,85.0189,84.3817,94.5696,85.2209,95.3351,94.4275,78.2546,95.5512,82.5243,95.2881,92.0308,95.0949
FUE 2,67.669,67.6568,67.6542,67.6432,67.6048,67.5832,67.4969,67.5855,67.5574,67.5334,65.9653,67.1273,66.1719,66.6702,65.2525,66.7147,66.7905,59.7504,65.3352,58.062,66.5431,63.7898,60.6157,66.4666,54.7721,54.1384,64.1225,54.9728,64.8459,63.9876,48.028,65.0488,52.2887,64.8017,61.6823,64.6197
FUE 3,85.6956,85.6821,85.6792,85.6671,85.6247,85.6008,85.5058,85.6035,85.5724,85.546,83.8466,85.1008,84.0676,84.6042,83.0889,84.6524,84.7345,77.4109,83.1764,75.7008,84.4668,81.5553,78.2911,84.3844,72.3867,71.7501,81.9021,72.5884,82.66,81.7613,65.6259,82.8737,69.8941,82.6136,79.3808,82.4223
FUE 4,55.3959,55.3802,55.3769,55.3628,55.3134,55.2857,55.1755,55.2887,55.2527,55.2221,53.3046,54.7101,53.5489,54.1478,52.4764,54.2019,54.2945,46.5387,52.5714,44.7982,53.9936,50.8351,47.44,53.9014,41.4508,40.8104,51.2028,41.654,52.0132,51.0533,34.6673,52.2436,38.9456,51.9632,48.5627,51.758
FUE 5,54.7507,54.735,54.7317,54.7177,54.6685,54.6408,54.5309,54.6438,54.6079,54.5773,52.6639,54.0667,52.9078,53.5055,51.837,53.5595,53.6519,45.9037,51.9318,44.1638,53.3517,50.1975,46.8047,53.2596,40.8169,40.1765,50.5648,41.0201,51.3744,50.4155,34.0338,51.6045,38.3119,51.3245,47.9268,51.1194
FUE 6,64.5639,64.5479,64.5446,64.5303,64.4803,64.4522,64.3406,64.4553,64.4188,64.3877,62.4503,63.8695,62.6966,63.3011,61.6158,63.3558,63.4493,55.656,61.7114,53.913,63.1454,59.9651,56.5591,63.0523,50.5629,49.9222,60.3346,50.7662,61.1496,60.1844,43.7775,61.3814,48.0567,61.0993,57.6844,60.8928
FUE 7,54.8701,54.8556,54.8525,54.8395,54.7939,54.7682,54.6662,54.771,54.7377,54.7093,52.9074,54.233,53.1395,53.7055,52.116,53.7565,53.8435,46.3112,52.207,44.5861,53.5602,50.5303,47.2019,53.4732,41.2554,40.6169,50.8872,41.4579,51.6706,50.7422,34.4832,51.8923,38.7565,51.6224,48.3079,51.4244
FUE 8,112.9515,112.9376,112.9347,112.9223,112.8788,112.8544,112.7571,112.8571,112.8253,112.7982,111.0655,112.343,111.2902,111.8364,110.2968,111.8855,111.9692,104.5767,110.3854,102.8615,111.6964,108.746,105.4604,111.6125,99.5418,98.9046,109.0961,99.7438,109.8625,108.9539,92.7772,110.0788,97.0471,109.8154,106.5555,109.6219
FUE 9,88.3614,88.3478,88.345,88.3328,88.2903,88.2664,88.171,88.269,88.2378,88.2113,86.508,87.765,86.7295,87.2672,85.7489,87.3154,87.3978,80.0659,85.8366,78.3552,87.1295,84.2133,80.9466,87.0469,75.0404,74.4038,84.5605,75.2422,85.3194,84.4196,68.2792,85.5335,72.5475,85.2729,82.0369,85.0814
FUE 10,55.9534,55.9371,55.9337,55.9191,55.868,55.8394,55.7255,55.8425,55.8052,55.7736,53.8042,55.2454,54.0539,54.6673,52.9599,54.7229,54.8179,46.9655,53.0566,45.2187,54.5092,51.2946,47.8713,54.4147,41.8644,41.2231,51.6668,42.0679,52.489,51.5154,35.0762,52.7231,39.3566,52.4382,49.0009,52.2298
