,FBS,Bid
FUE 1,1,0.66124
FUE 2,1,0.83436
FUE 3,1,0.78141
FUE 4,1,0.208
FUE 5,1,0.18525
FUE 6,1,0.28289
FUE 7,1,0.46372
FUE 8,1,0.14675
FUE 9,1,0.68106
FUE 10,1,0.55898
FUE 11,1,0.72126
FUE 12,1,0.60441
FUE 13,1,0.41566
FUE 14,2,0.031786
FUE 15,2,0.30864
FUE 16,2,0.26431
FUE 17,2,0.05772
FUE 18,2,0.17953
FUE 19,2,0.61455
FUE 20,2,0.95755
FUE 21,2,0.63319
FUE 22,2,0.59516
FUE 23,2,0.76356
FUE 24,2,0.79248
FUE 25,2,0.26132
FUE 26,2,0.11503
FUE 27,3,0.62213
FUE 28,3,0.88949
FUE 29,3,0.067701
FUE 30,3,0.3048
FUE 31,3,0.61453
FUE 32,3,0.32604
FUE 33,3,0.42222
FUE 34,3,0.6154
FUE 35,3,0.45128
FUE 36,3,0.16843
FUE 37,3,0.51532
FUE 38,3,0.51593
FUE 39,3,0.92457
FUE 40,4,0.044317
FUE 41,4,0.17751
FUE 42,4,0.95892
FUE 43,4,0.66608
FUE 44,4,0.43492
FUE 45,4,0.081074
FUE 46,4,0.95521
FUE 47,4,0.36502
FUE 48,4,0.17215
FUE 49,4,0.14879
FUE 50,4,0.017143
FUE 51,4,0.67965
FUE 52,4,0.6007
FUE 53,5,0.16062
FUE 54,5,0.70157
FUE 55,5,0.024608
FUE 56,5,0.10079
FUE 57,5,0.99672
FUE 58,5,0.82478
FUE 59,5,0.11711
FUE 60,5,0.7047
FUE 61,5,0.44536
FUE 62,5,0.91156
FUE 63,5,0.61455
FUE 64,5,0.33326
FUE 65,5,0.83443
FUE 66,6,0.50153
FUE 67,6,0.12991
FUE 68,6,0.060866
FUE 69,6,0.44882
FUE 70,6,0.65525
FUE 71,6,0.27301
FUE 72,6,0.50378
FUE 73,6,0.70892
FUE 74,6,0.53144
FUE 75,6,0.52913
FUE 76,6,0.20659
FUE 77,6,0.16947
FUE 78,6,0.81183
