,FBS,Bid
FUE 1,1,0.3498
FUE 2,1,0.25713
FUE 3,1,0.16883
FUE 4,1,0.59923
FUE 5,1,0.81099
FUE 6,1,0.84892
FUE 7,1,0.84477
FUE 8,1,0.235
FUE 9,2,0.50829
FUE 10,2,0.66935
FUE 11,2,0.090741
FUE 12,2,0.543
FUE 13,2,0.29799
FUE 14,2,0.38184
FUE 15,2,0.53389
FUE 16,2,0.42653
FUE 17,3,0.23204
FUE 18,3,0.028419
FUE 19,3,0.026028
FUE 20,3,0.2743
FUE 21,3,0.69448
FUE 22,3,0.33
FUE 23,3,0.75049
FUE 24,3,0.79565
FUE 25,4,0.053742
FUE 26,4,0.0092239
FUE 27,4,0.72812
FUE 28,4,0.66439
FUE 29,4,0.58533
FUE 30,4,0.91904
FUE 31,4,0.16734
FUE 32,4,0.97196
FUE 33,5,0.21961
FUE 34,5,0.038249
FUE 35,5,0.22896
FUE 36,5,0.70777
FUE 37,5,0.35262
FUE 38,5,0.70949
FUE 39,5,0.58869
FUE 40,5,0.10876
FUE 41,6,0.64682
FUE 42,6,0.73111
FUE 43,6,0.86338
FUE 44,6,0.022648
FUE 45,6,0.1512
FUE 46,6,0.52519
FUE 47,6,0.22656
FUE 48,6,0.84166
