,FBS,Bid
FUE 1,1,0.54098
FUE 2,1,0.88592
FUE 3,1,0.78905
FUE 4,1,0.45613
FUE 5,1,0.50172
FUE 6,1,0.094217
FUE 7,1,0.30847
FUE 8,1,0.34498
FUE 9,1,0.17161
FUE 10,1,0.74762
FUE 11,1,0.43393
FUE 12,2,0.20771
FUE 13,2,0.30125
FUE 14,2,0.54638
FUE 15,2,0.50887
FUE 16,2,0.87355
FUE 17,2,0.48268
FUE 18,2,0.54059
FUE 19,2,0.82777
FUE 20,2,0.077498
FUE 21,2,0.99383
FUE 22,2,0.97187
FUE 23,3,0.21602
FUE 24,3,0.97927
FUE 25,3,0.81038
FUE 26,3,0.011479
FUE 27,3,0.012947
FUE 28,3,0.20462
FUE 29,3,0.14618
FUE 30,3,0.67811
FUE 31,3,0.26354
FUE 32,3,0.81062
FUE 33,3,0.84233
FUE 34,4,0.2823
FUE 35,4,0.4101
FUE 36,4,0.017821
FUE 37,4,0.66778
FUE 38,4,0.68526
FUE 39,4,0.34738
FUE 40,4,0.22467
FUE 41,4,0.85409
FUE 42,4,0.84053
FUE 43,4,0.93586
FUE 44,4,0.30889
FUE 45,5,0.89534
FUE 46,5,0.97508
FUE 47,5,0.29685
FUE 48,5,0.24319
FUE 49,5,0.32842
FUE 50,5,0.7249
FUE 51,5,0.42368
FUE 52,5,0.086761
FUE 53,5,0.11785
FUE 54,5,0.93513
FUE 55,5,0.89521
FUE 56,6,0.28953
FUE 57,6,0.48534
FUE 58,6,0.3119
FUE 59,6,0.6031
FUE 60,6,0.80042
FUE 61,6,0.82388
FUE 62,6,0.71418
FUE 63,6,0.078396
FUE 64,6,0.24786
FUE 65,6,0.27557
FUE 66,6,0.045966
