,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,62.4193,62.4192,62.4112,62.3949,62.3291,62.2508,62.2172,61.5608,61.3317,61.8365,62.0507,61.6221,61.2621,61.9872,61.6529,61.2194,60.4183,58.4367,59.4334,61.299,61.1917,60.7791,61.3135,59.2985,59.9267,60.5812,60.1662,60.1153,53.8585,60.0539,59.4999,59.5578,46.4184,39.3441,49.8089,57.6568
FUE 2,75.2775,75.2774,75.2683,75.25,75.1757,75.0876,75.0499,74.3193,74.0671,74.6247,74.8634,74.387,73.9907,74.7925,74.4211,73.944,73.0738,70.9699,72.0207,74.0312,73.9136,73.464,74.0472,71.8777,72.5461,73.2496,72.8027,72.748,66.258,72.6822,72.0913,72.1528,58.7605,51.6761,62.1658,70.1559
FUE 3,77.4466,77.4465,77.4378,77.4202,77.3488,77.2641,77.2279,76.5227,76.2784,76.8179,77.0482,76.5883,76.2043,76.9799,76.6212,76.159,75.3121,73.2489,74.2818,76.2436,76.1295,75.6924,76.2591,74.1415,74.7965,75.4835,75.0473,74.9939,68.5806,74.9296,74.351,74.4113,61.1016,54.0204,64.5022,72.4461
FUE 4,56.6423,56.6422,56.6297,56.6046,56.5035,56.3843,56.3336,55.3776,55.0584,55.7712,56.0848,55.4643,54.9627,55.9911,55.508,54.9043,53.8432,51.4275,52.6125,55.0134,54.8664,54.3132,55.0334,52.449,53.2202,54.0539,53.5214,53.4569,46.4073,53.3796,52.6935,52.7643,38.7867,31.6812,42.2234,50.5318
FUE 5,99.9702,99.9701,99.9609,99.9423,99.8671,99.7778,99.7396,99.0003,98.7455,99.3091,99.5507,99.0688,98.6683,99.479,99.1032,98.6211,97.743,95.6255,96.6823,98.7092,98.5904,98.1365,98.7253,96.5384,97.2112,97.9203,97.4697,97.4146,90.8992,97.3483,96.7534,96.8153,83.3957,76.3102,86.8026,94.8078
FUE 6,66.8818,66.8817,66.871,66.8493,66.762,66.6586,66.6145,65.7716,65.4855,66.1213,66.3972,65.8489,65.3993,66.315,65.8878,65.3466,64.3779,62.1087,63.2314,65.445,65.3124,64.8095,65.463,63.0775,63.8003,64.5719,64.0803,64.0205,57.2279,63.9486,63.3075,63.3739,49.6614,42.5651,53.0844,61.2505
FUE 7,71.5127,71.5125,71.5031,71.484,71.4069,71.3155,71.2764,70.5208,70.2611,70.8361,71.0831,70.5908,70.1825,71.0097,70.6259,70.1344,69.2417,67.0992,68.167,70.2241,70.1031,69.6414,70.2405,68.0214,68.7025,69.4217,68.9645,68.9086,62.3467,68.8414,68.2389,68.3015,54.8323,47.745,58.242,66.2747
FUE 8,58.7841,58.784,58.7721,58.7481,58.6513,58.5372,58.4886,57.568,57.259,57.9479,58.2496,57.6517,57.1662,58.1596,57.6939,57.1096,56.0767,53.705,54.8714,57.2154,57.0728,56.5351,57.2347,54.7108,55.4674,56.2823,55.7623,55.6992,48.7256,55.6235,54.951,55.0204,41.1206,34.0177,44.5534,52.8203
FUE 9,113.8852,113.8851,113.8758,113.8571,113.7814,113.6917,113.6533,112.9103,112.6544,113.2206,113.4634,112.9791,112.5769,113.3913,113.0137,112.5295,111.6481,109.5249,110.5842,112.618,112.4986,112.043,112.6341,110.4399,111.1146,111.826,111.3739,111.3186,104.7926,111.2521,110.6554,110.7175,97.2866,90.2007,100.6942,108.7056
FUE 10,149.8463,149.8462,149.8369,149.8181,149.7423,149.6523,149.6138,148.8693,148.6129,149.1802,149.4236,148.9383,148.5353,149.3513,148.9729,148.4878,147.605,145.4794,146.5398,148.5764,148.4569,148.0005,148.5926,146.3953,147.0708,147.7832,147.3305,147.2751,140.7447,147.2085,146.6111,146.6733,133.2376,126.1515,136.6454,144.6595
FUE 11,65.038,65.0379,65.0297,65.013,64.9456,64.8654,64.831,64.1602,63.9267,64.4418,64.6607,64.2229,63.8557,64.5958,64.2543,63.8123,62.9976,60.9913,61.999,63.8934,63.784,63.3641,63.9082,61.8625,62.4987,63.163,62.7417,62.6899,56.3857,62.6277,62.0663,62.1249,48.9336,41.8571,52.3272,60.2045
FUE 12,59.9071,59.9069,59.8989,59.8853,59.8341,59.5746,59.6344,59.0483,59.285,58.5774,59.0716,59.4831,59.3387,59.371,59.3908,59.262,59.0299,57.9316,58.7279,56.5244,59.0958,58.8468,58.6927,58.421,58.0999,57.7794,54.484,57.5287,31.1987,55.3791,57.2591,54.0789,54.5041,45.9513,33.8451,46.8736
FUE 13,84.0902,84.0901,84.082,84.0684,84.0171,83.757,83.8169,83.2295,83.4666,82.7577,83.2528,83.6652,83.5205,83.5529,83.5727,83.4437,83.211,82.1107,82.9084,80.7015,83.2771,83.0276,82.8732,82.601,82.2793,81.9583,78.6593,81.7072,55.3708,79.5551,81.4372,78.2539,78.6794,70.1237,58.0172,71.0462
FUE 14,61.6835,61.6834,61.6762,61.664,61.6179,61.3838,61.4378,60.9048,61.1208,60.472,60.9261,61.3008,61.1697,61.1991,61.2171,61.0999,60.8879,59.8725,60.6107,58.5467,60.9482,60.72,60.5783,60.3274,60.0294,59.7304,56.5875,59.4956,33.4403,57.4515,59.2421,56.1946,56.607,48.1738,36.0862,49.0915
FUE 15,89.069,89.0689,89.0604,89.0461,88.9924,88.7205,88.783,88.1712,88.4178,87.682,88.1954,88.6247,88.4739,88.5077,88.5283,88.3939,88.152,87.0142,87.8381,85.5695,88.2206,87.9616,87.8016,87.52,87.188,86.8574,83.4926,86.5993,60.1474,84.4016,86.3223,83.0821,83.513,74.908,62.794,75.8324
FUE 16,75.8943,75.8942,75.886,75.8723,75.8207,75.5591,75.6193,75.0289,75.2672,74.5549,75.0523,75.4668,75.3214,75.354,75.3739,75.2441,75.0103,73.9053,74.7063,72.4916,75.0767,74.826,74.6709,74.3975,74.0745,73.7523,70.4449,73.5003,47.1491,71.3424,73.2294,70.0389,70.4651,61.9031,49.7955,62.8258
FUE 17,171.348,171.3479,171.3395,171.3254,171.2723,171.0035,171.0654,170.4602,170.7042,169.9756,170.4841,170.9089,170.7597,170.7931,170.8135,170.6806,170.4412,169.3134,170.1303,167.8782,170.5091,170.2526,170.0941,169.8151,169.4858,169.1578,165.8105,168.9016,142.4801,166.716,168.6264,165.4013,165.8308,157.2388,145.1267,158.1626
FUE 18,76.923,76.9229,76.9149,76.9013,76.8501,76.5908,76.6505,76.0648,76.3013,75.5941,76.088,76.4993,76.355,76.3873,76.4071,76.2784,76.0463,74.9485,75.7445,73.5418,76.1123,75.8633,75.7093,75.4377,75.1168,74.7964,71.5018,74.5458,48.2173,72.3968,74.2763,71.0968,71.5219,62.9697,50.8636,63.892
