,FBS,Bid
FUE 1,1,0.36219
FUE 2,1,0.86706
FUE 3,1,0.27934
FUE 4,1,0.2397
FUE 5,1,0.073168
FUE 6,1,0.043696
FUE 7,1,0.00030764
FUE 8,1,0.30447
FUE 9,1,0.79694
FUE 10,1,0.62456
FUE 11,1,0.70325
FUE 12,1,0.1686
FUE 13,1,0.61538
FUE 14,1,0.85839
FUE 15,2,0.95067
FUE 16,2,0.87851
FUE 17,2,0.88145
FUE 18,2,0.60472
FUE 19,2,0.84171
FUE 20,2,0.98813
FUE 21,2,0.93345
FUE 22,2,0.42146
FUE 23,2,0.54575
FUE 24,2,0.87745
FUE 25,2,0.31422
FUE 26,2,0.31087
FUE 27,2,0.36446
FUE 28,2,0.91812
FUE 29,3,0.16037
FUE 30,3,0.51348
FUE 31,3,0.6784
FUE 32,3,0.39571
FUE 33,3,0.22781
FUE 34,3,0.21081
FUE 35,3,0.93889
FUE 36,3,0.24078
FUE 37,3,0.5244
FUE 38,3,0.5727
FUE 39,3,0.15345
FUE 40,3,0.32243
FUE 41,3,0.51075
FUE 42,3,0.69632
FUE 43,4,0.18934
FUE 44,4,0.33672
FUE 45,4,0.28471
FUE 46,4,0.15253
FUE 47,4,0.10559
FUE 48,4,0.35285
FUE 49,4,0.79939
FUE 50,4,0.26416
FUE 51,4,0.68955
FUE 52,4,0.38633
FUE 53,4,0.59664
FUE 54,4,0.52463
FUE 55,4,0.012697
FUE 56,4,0.69192
FUE 57,5,0.86586
FUE 58,5,0.84829
FUE 59,5,0.24092
FUE 60,5,0.78734
FUE 61,5,0.26066
FUE 62,5,0.52729
FUE 63,5,0.76105
FUE 64,5,0.77482
FUE 65,5,0.29867
FUE 66,5,0.69129
FUE 67,5,0.30865
FUE 68,5,0.77112
FUE 69,5,0.85472
FUE 70,5,0.66213
FUE 71,6,0.37784
FUE 72,6,0.31251
FUE 73,6,0.83649
FUE 74,6,0.88436
FUE 75,6,0.81571
FUE 76,6,0.9497
FUE 77,6,0.66518
FUE 78,6,0.99162
FUE 79,6,0.76967
FUE 80,6,0.83356
FUE 81,6,0.68151
FUE 82,6,0.11225
FUE 83,6,0.30681
FUE 84,6,0.7535
