,FBS,Bid
FUE 1,1,0.75851
FUE 2,1,0.56524
FUE 3,1,0.64864
FUE 4,1,0.79806
FUE 5,1,0.22045
FUE 6,1,0.85789
FUE 7,1,0.90473
FUE 8,1,0.29202
FUE 9,2,0.72587
FUE 10,2,0.33945
FUE 11,2,0.27268
FUE 12,2,0.17027
FUE 13,2,0.66402
FUE 14,2,0.53585
FUE 15,2,0.82911
FUE 16,2,0.26736
FUE 17,3,0.17616
FUE 18,3,0.43119
FUE 19,3,0.47566
FUE 20,3,0.78522
FUE 21,3,0.13065
FUE 22,3,0.051356
FUE 23,3,0.62751
FUE 24,3,0.029088
FUE 25,4,0.13619
FUE 26,4,0.69456
FUE 27,4,0.51568
FUE 28,4,0.54258
FUE 29,4,0.80848
FUE 30,4,0.79369
FUE 31,4,0.50187
FUE 32,4,0.27663
FUE 33,5,0.11966
FUE 34,5,0.8866
FUE 35,5,0.97029
FUE 36,5,0.94253
FUE 37,5,0.63813
FUE 38,5,0.09059
FUE 39,5,0.074708
FUE 40,5,0.18245
FUE 41,6,0.031688
FUE 42,6,0.72494
FUE 43,6,0.14416
FUE 44,6,0.63593
FUE 45,6,0.78985
FUE 46,6,0.56625
FUE 47,6,0.37741
FUE 48,6,0.82159
