,FBS,Bid
FUE 1,1,0.87006
FUE 2,1,0.44521
FUE 3,1,0.11319
FUE 4,1,0.047955
FUE 5,1,0.26946
FUE 6,1,0.24518
FUE 7,1,0.6609
FUE 8,1,0.20001
FUE 9,1,0.2855
FUE 10,1,0.69554
FUE 11,1,0.83793
FUE 12,1,0.49834
FUE 13,1,0.8454
FUE 14,1,0.61339
FUE 15,2,0.94504
FUE 16,2,0.93439
FUE 17,2,0.13906
FUE 18,2,0.70893
FUE 19,2,0.5012
FUE 20,2,0.6363
FUE 21,2,0.091641
FUE 22,2,0.38423
FUE 23,2,0.44516
FUE 24,2,0.28413
FUE 25,2,0.53344
FUE 26,2,0.50689
FUE 27,2,0.34956
FUE 28,2,0.66419
FUE 29,3,0.63295
FUE 30,3,0.82557
FUE 31,3,0.25833
FUE 32,3,0.67895
FUE 33,3,0.37821
FUE 34,3,0.61427
FUE 35,3,0.52318
FUE 36,3,0.1329
FUE 37,3,0.11086
FUE 38,3,0.65692
FUE 39,3,0.4645
FUE 40,3,0.67894
FUE 41,3,0.54884
FUE 42,3,0.13942
FUE 43,4,0.45098
FUE 44,4,0.15188
FUE 45,4,0.31616
FUE 46,4,0.6374
FUE 47,4,0.03676
FUE 48,4,0.62503
FUE 49,4,0.91192
FUE 50,4,0.52034
FUE 51,4,0.44569
FUE 52,4,0.58179
FUE 53,4,0.32164
FUE 54,4,0.49443
FUE 55,4,0.55573
FUE 56,4,0.31195
FUE 57,5,0.96692
FUE 58,5,0.60533
FUE 59,5,0.03437
FUE 60,5,0.34618
FUE 61,5,0.687
FUE 62,5,0.19322
FUE 63,5,0.53692
FUE 64,5,0.14072
FUE 65,5,0.010707
FUE 66,5,0.69963
FUE 67,5,0.55419
FUE 68,5,0.52858
FUE 69,5,0.02977
FUE 70,5,0.47906
FUE 71,6,0.4401
FUE 72,6,0.026907
FUE 73,6,0.55964
FUE 74,6,0.45425
FUE 75,6,0.06933
FUE 76,6,0.45009
FUE 77,6,0.10312
FUE 78,6,0.0058134
FUE 79,6,0.81268
FUE 80,6,0.29766
FUE 81,6,0.286
FUE 82,6,0.79954
FUE 83,6,0.59432
FUE 84,6,0.12815
