,FBS,Bid
FUE 1,1,0.20911
FUE 2,1,0.27247
FUE 3,1,0.77582
FUE 4,1,0.33141
FUE 5,1,0.60307
FUE 6,1,0.18401
FUE 7,1,0.087459
FUE 8,1,0.30892
FUE 9,2,0.23088
FUE 10,2,0.90919
FUE 11,2,0.93688
FUE 12,2,0.031879
FUE 13,2,0.59365
FUE 14,2,0.043818
FUE 15,2,0.4249
FUE 16,2,0.52158
FUE 17,3,0.84034
FUE 18,3,0.62503
FUE 19,3,0.2552
FUE 20,3,0.90469
FUE 21,3,0.7673
FUE 22,3,0.56267
FUE 23,3,0.89715
FUE 24,3,0.36808
FUE 25,4,0.33773
FUE 26,4,0.61886
FUE 27,4,0.086895
FUE 28,4,0.3755
FUE 29,4,0.18738
FUE 30,4,0.81053
FUE 31,4,0.72325
FUE 32,4,0.67467
FUE 33,5,0.91398
FUE 34,5,0.82096
FUE 35,5,0.54872
FUE 36,5,0.015542
FUE 37,5,0.094686
FUE 38,5,0.51476
FUE 39,5,0.95248
FUE 40,5,0.84306
FUE 41,6,0.93501
FUE 42,6,0.97341
FUE 43,6,0.37253
FUE 44,6,0.3209
FUE 45,6,0.78325
FUE 46,6,0.21222
FUE 47,6,0.95915
FUE 48,6,0.93023
