,FBS,Bid
FUE 1,1,0.8631
FUE 2,1,0.4819
FUE 3,1,0.049704
FUE 4,1,0.59019
FUE 5,1,0.49809
FUE 6,1,0.93831
FUE 7,1,0.0053368
FUE 8,1,0.96305
FUE 9,1,0.8281
FUE 10,2,0.75494
FUE 11,2,0.75178
FUE 12,2,0.17997
FUE 13,2,0.30812
FUE 14,2,0.93663
FUE 15,2,0.2756
FUE 16,2,0.85712
FUE 17,2,0.49042
FUE 18,2,0.1324
FUE 19,3,0.60883
FUE 20,3,0.72366
FUE 21,3,0.5807
FUE 22,3,0.66509
FUE 23,3,0.86566
FUE 24,3,0.49763
FUE 25,3,0.2902
FUE 26,3,0.99811
FUE 27,3,0.49468
FUE 28,4,0.83221
FUE 29,4,0.73825
FUE 30,4,0.50669
FUE 31,4,0.96896
FUE 32,4,0.055901
FUE 33,4,0.10637
FUE 34,4,0.74287
FUE 35,4,0.092436
FUE 36,4,0.63214
FUE 37,5,0.48096
FUE 38,5,0.48371
FUE 39,5,0.42257
FUE 40,5,0.58256
FUE 41,5,0.74969
FUE 42,5,0.10576
FUE 43,5,0.4729
FUE 44,5,0.10906
FUE 45,5,0.1335
FUE 46,6,0.33825
FUE 47,6,0.090852
FUE 48,6,0.91239
FUE 49,6,0.6606
FUE 50,6,0.58401
FUE 51,6,0.15444
FUE 52,6,0.58888
FUE 53,6,0.62931
FUE 54,6,0.28095
