,FBS,Bid
FUE 1,1,0.42839
FUE 2,1,0.20202
FUE 3,1,0.17087
FUE 4,1,0.78884
FUE 5,1,0.19789
FUE 6,1,0.47072
FUE 7,1,0.80693
FUE 8,1,0.71648
FUE 9,1,0.64944
FUE 10,1,0.61375
FUE 11,1,0.057283
FUE 12,1,0.45064
FUE 13,2,0.61959
FUE 14,2,0.837
FUE 15,2,0.15945
FUE 16,2,0.97008
FUE 17,2,0.56643
FUE 18,2,0.32928
FUE 19,2,0.78538
FUE 20,2,0.65408
FUE 21,2,0.54655
FUE 22,2,0.41567
FUE 23,2,0.96691
FUE 24,2,0.28897
FUE 25,3,0.028729
FUE 26,3,0.74518
FUE 27,3,0.093473
FUE 28,3,0.68905
FUE 29,3,0.28993
FUE 30,3,0.36236
FUE 31,3,0.10022
FUE 32,3,0.14294
FUE 33,3,0.59656
FUE 34,3,0.45404
FUE 35,3,0.033093
FUE 36,3,0.15222
FUE 37,4,0.96759
FUE 38,4,0.73198
FUE 39,4,0.81663
FUE 40,4,0.69402
FUE 41,4,0.097996
FUE 42,4,0.22302
FUE 43,4,0.9765
FUE 44,4,0.22029
FUE 45,4,0.50979
FUE 46,4,0.72761
FUE 47,4,0.68168
FUE 48,4,0.918
FUE 49,5,0.31944
FUE 50,5,0.51823
FUE 51,5,0.34382
FUE 52,5,0.72031
FUE 53,5,0.82344
FUE 54,5,0.957
FUE 55,5,0.78806
FUE 56,5,0.90251
FUE 57,5,0.63642
FUE 58,5,0.28685
FUE 59,5,0.036965
FUE 60,5,0.6014
FUE 61,6,0.77233
FUE 62,6,0.27798
FUE 63,6,0.41129
FUE 64,6,0.49073
FUE 65,6,0.13679
FUE 66,6,0.017902
FUE 67,6,0.30254
FUE 68,6,0.15172
FUE 69,6,0.0098208
FUE 70,6,0.020357
FUE 71,6,0.29306
FUE 72,6,0.67659
