,FBS,Bid
FUE 1,1,0.047097
FUE 2,1,0.41339
FUE 3,1,0.94458
FUE 4,1,0.331
FUE 5,1,0.56245
FUE 6,1,0.89636
FUE 7,1,0.50197
FUE 8,1,0.39262
FUE 9,1,0.57365
FUE 10,1,0.11973
FUE 11,2,0.048225
FUE 12,2,0.48545
FUE 13,2,0.61884
FUE 14,2,0.86079
FUE 15,2,0.59797
FUE 16,2,0.52719
FUE 17,2,0.73159
FUE 18,2,0.068941
FUE 19,2,0.022138
FUE 20,2,0.17891
FUE 21,3,0.48254
FUE 22,3,0.10961
FUE 23,3,0.65647
FUE 24,3,0.88847
FUE 25,3,0.18852
FUE 26,3,0.092442
FUE 27,3,0.43197
FUE 28,3,0.21914
FUE 29,3,0.70831
FUE 30,3,0.29517
FUE 31,4,0.72707
FUE 32,4,0.25643
FUE 33,4,0.9059
FUE 34,4,0.1399
FUE 35,4,0.68905
FUE 36,4,0.081573
FUE 37,4,0.9902
FUE 38,4,0.53997
FUE 39,4,0.057936
FUE 40,4,0.75563
FUE 41,5,0.033751
FUE 42,5,0.93515
FUE 43,5,0.90761
FUE 44,5,0.35415
FUE 45,5,0.29297
FUE 46,5,0.91727
FUE 47,5,0.085066
FUE 48,5,0.81706
FUE 49,5,0.41386
FUE 50,5,0.24465
FUE 51,6,0.07927
FUE 52,6,0.099473
FUE 53,6,0.095973
FUE 54,6,0.38532
FUE 55,6,0.035913
FUE 56,6,0.22209
FUE 57,6,0.85555
FUE 58,6,0.98426
FUE 59,6,0.42601
FUE 60,6,0.97871
