,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,67.8724,67.8681,67.8579,67.8526,67.4494,66.8909,67.5566,66.6901,67.1481,66.9308,63.508,66.98,58.8463,66.7917,63.7191,66.1461,64.4931,65.2494,65.42,66.094,65.4956,62.6142,65.8311,63.7393,48.5031,65.1378,64.0886,65.0364,64.745,61.831,61.7932,41.5626,64.9351,62.5628,62.106,63.7317
FUE 2,60.3079,60.3034,60.2926,60.287,59.8617,59.276,59.9746,59.0663,59.5453,59.3177,55.7876,59.3692,51.068,59.1724,56.0031,58.5002,56.7952,57.5728,57.7487,58.4461,57.8267,54.8773,58.1737,56.0236,40.6978,57.4579,56.3808,57.3534,57.0538,54.0823,54.044,33.7551,57.2491,54.8251,54.3612,56.0159
FUE 3,89.9271,89.9222,89.9106,89.9046,89.4489,88.8261,89.5695,88.6044,89.1118,88.8704,85.199,88.9249,80.4066,88.7165,85.4201,88.0087,86.2356,87.0408,87.2238,87.9521,87.305,84.2678,87.667,85.4412,70.0032,86.9215,85.8084,86.8131,86.5029,83.4579,83.4189,63.0578,86.7051,84.2145,83.7417,85.4333
FUE 4,57.2718,57.2677,57.2578,57.2527,56.8607,56.3162,56.965,56.1201,56.5672,56.3552,52.9891,56.4032,48.3587,56.2193,53.1978,55.5875,53.962,54.707,54.8748,55.5365,54.9491,52.104,55.2786,53.2177,38.0304,54.5973,53.5628,54.4974,54.2104,51.3273,51.2897,31.0911,54.3976,52.0531,51.6002,53.2102
FUE 5,71.2662,71.2617,71.2509,71.2453,70.8191,70.2323,70.9322,70.0223,70.5021,70.2742,66.7399,70.3257,62.0181,70.1286,66.9556,69.4553,67.7483,68.5267,68.7029,69.4012,68.781,65.829,69.1284,66.9761,51.647,68.4117,67.3336,68.3071,68.0072,65.0336,64.9952,44.7041,68.2028,65.7768,65.3126,66.9684
FUE 6,83.1588,83.1538,83.1419,83.1357,82.6673,82.0294,82.7912,81.8028,82.3218,82.0747,78.347,82.1304,73.5265,81.9173,78.5703,81.1952,79.395,80.2111,80.3969,81.1375,80.4794,77.4077,80.8473,78.5916,63.1105,80.09,78.9628,79.9801,79.6656,76.592,76.5527,56.1641,79.8706,77.354,76.8777,78.5836
FUE 7,54.2944,54.2902,54.2801,54.2749,53.8761,53.3231,53.9822,53.1241,53.5779,53.3626,49.9621,53.4114,45.3125,53.2248,50.1722,52.5846,50.9424,51.6943,51.8638,52.5329,51.9388,49.0716,52.2721,50.1923,34.9751,51.5834,50.54,51.4826,51.1929,48.291,48.2533,28.035,51.3819,49.0205,48.5651,50.1847
FUE 8,54.4351,54.4317,54.4235,54.4193,54.0928,53.6313,54.1802,53.463,53.8451,53.6647,50.654,53.7057,46.2361,53.5484,50.8471,53.0008,51.5482,52.2211,52.371,52.9561,52.4372,49.8277,52.7293,50.8655,36.0129,52.1227,51.1833,52.0329,51.7738,49.094,49.0583,29.0822,51.943,49.7798,49.3525,50.8586
FUE 9,57.6948,57.6886,57.6739,57.6663,57.0963,56.3395,57.2458,56.0754,56.6838,56.3925,52.2528,56.458,47.2427,56.2086,52.4914,55.3777,53.3805,54.2749,54.4808,55.3121,54.5725,51.2576,54.9843,52.5143,36.7445,54.1411,52.9129,54.02,53.6753,50.4028,50.3618,29.7916,53.8997,51.2011,50.7013,52.5057
FUE 10,64.4128,64.4086,64.3984,64.3932,63.991,63.4339,64.098,63.2336,63.6905,63.4737,60.0565,63.5228,55.3977,63.3349,60.2673,62.6906,61.0403,61.7955,61.9659,62.6387,62.0413,59.1635,62.3763,60.2874,45.056,61.6842,60.6364,61.5829,61.2919,58.3809,58.3431,38.1156,61.4817,59.1122,58.6557,60.2799
FUE 11,60.5282,60.5239,60.5146,60.5075,60.2993,59.1208,60.168,57.6656,60.006,59.7903,54.66,59.0971,55.7643,58.9613,59.0899,59.4655,49.579,59.2005,59.1638,56.6906,59.1217,58.6194,58.6692,46.7783,51.0474,58.6084,58.438,58.4293,52.9742,38.2751,38.0602,49.8756,58.1292,43.2343,40.8037,57.9145
FUE 12,60.2242,60.2192,60.2084,60.2002,59.9596,58.6275,59.8087,57.0367,59.6235,59.3785,53.8667,58.6011,55.018,58.4506,58.5932,59.0123,48.6756,58.7162,58.6753,55.9947,58.6285,58.0737,58.1284,45.8516,50.1637,58.0616,57.8749,57.8653,52.1291,37.3266,37.1115,48.9756,57.5382,42.2934,39.858,57.3054
FUE 13,54.1823,54.1786,54.1704,54.1641,53.9795,52.9172,53.8626,51.571,53.7179,53.5242,48.7061,52.8956,49.7691,52.7714,52.889,53.2308,43.7251,52.99,52.9565,50.6521,52.9181,52.4573,52.5031,40.946,45.1752,52.4471,52.2898,52.2817,47.0666,32.4635,32.2487,44.0184,52.0035,37.4154,34.9894,51.8036
FUE 14,60.8551,60.849,60.8355,60.8252,60.5273,58.9386,60.3424,57.1402,60.1174,59.8227,53.7389,58.9081,54.9543,58.7342,58.8989,59.3883,48.404,59.0418,58.9942,56.0014,58.9399,58.3026,58.3649,45.5508,49.9173,58.2888,58.0771,58.0663,51.9328,36.9986,36.7833,48.7085,57.6982,41.9749,39.5335,57.4382
FUE 15,90.2788,90.2736,90.262,90.2532,89.9966,88.5907,89.8361,86.938,89.6396,89.3803,83.6965,88.5632,84.8679,88.4058,88.5549,88.9945,78.4596,88.6837,88.6409,85.8664,88.5919,88.0127,88.0696,75.6262,79.9558,88,87.8059,87.796,81.9372,67.0924,66.8772,78.7611,87.4566,72.0623,69.6249,87.2156
FUE 16,54.525,54.518,54.5027,54.4911,54.1546,52.4038,53.9473,50.4848,53.6964,53.37,46.9595,52.3708,48.2083,52.1829,52.3608,52.893,41.5525,52.5156,52.464,49.293,52.4052,51.719,51.7857,38.6851,43.0781,51.7042,51.4779,51.4663,45.1185,30.1197,29.9042,41.8591,51.0748,35.1006,32.6563,50.7994
FUE 17,58.7643,58.7579,58.7439,58.7334,58.4254,56.794,58.2347,54.9629,58.0029,57.6998,51.5274,56.7628,52.7521,56.5851,56.7534,57.2542,46.1724,56.8994,56.8508,53.8096,56.7953,56.1448,56.2083,43.3151,47.6891,56.1308,55.9151,55.9041,49.7116,34.7592,34.5438,46.4774,55.5297,39.7368,37.2945,55.2655
FUE 18,58.7169,58.7122,58.7019,58.6941,58.4645,57.1838,58.3202,55.6375,58.1429,57.9077,52.5201,57.1583,53.6565,57.0127,57.1507,57.5553,47.3635,57.2696,57.2301,54.617,57.1848,56.6473,56.7004,44.5467,48.8454,56.6355,56.4542,56.4449,50.7988,36.0284,35.8134,47.6624,56.1267,40.9929,38.5589,55.8997
FUE 19,64.6691,64.6638,64.6523,64.6435,64.3868,62.9809,64.2264,61.3281,64.0299,63.7706,58.0866,62.9534,59.258,62.796,62.9451,63.3847,52.8497,63.0739,63.0311,60.2565,62.9821,62.4029,62.4598,50.0163,54.3459,62.3902,62.1961,62.1861,56.3273,41.4825,41.2673,53.1512,61.8468,46.4524,44.015,61.6057
FUE 20,70.8135,70.8084,70.7972,70.7887,70.5403,69.1719,70.3847,67.5504,70.194,69.9419,64.3447,69.145,65.5061,68.991,69.1368,69.5661,59.1305,69.2627,69.2209,66.4937,69.173,68.6061,68.6619,56.3018,60.6227,68.5937,68.4034,68.3936,62.5962,47.7724,47.5572,59.4313,68.0604,52.7407,50.3043,67.8235
FUE 21,58.7065,58.7008,58.6802,58.6642,58.373,57.6754,57.6233,55.6255,57.5929,56.9785,56.0361,53.0711,56.5127,52.7198,57.2101,56.7363,49.2091,56.6844,56.4424,43.6425,56.2419,56.659,53.9961,44.2916,54.6789,54.9353,55.4682,54.4534,24.9809,45.5542,45.6159,53.9392,53.5411,41.8539,43.4483,54.3869
FUE 22,70.8464,70.8411,70.8223,70.8076,70.54,69.8933,69.8446,67.9553,69.8163,69.2402,68.3473,65.4853,68.8001,65.1423,69.458,69.0116,61.6864,68.9626,68.7335,56.152,68.5431,68.9386,66.3851,56.7991,67.0457,67.2928,67.8047,66.8279,37.5027,58.0569,58.1182,66.3299,65.9431,54.3676,55.9583,66.7636
FUE 23,82.6589,82.6542,82.6377,82.6248,82.3888,81.8117,81.7679,80.0339,81.7424,81.22,80.3986,77.6917,80.8168,77.3615,81.4182,81.0111,73.9926,80.9661,80.7555,68.5105,80.5799,80.9441,78.5526,69.1543,79.1795,79.4126,79.8932,78.9734,49.8814,70.4041,70.4651,78.5,78.1307,66.7329,68.3177,78.9124
FUE 24,59.393,59.3889,59.3741,59.3626,59.1515,58.6304,58.5906,56.9879,58.5674,58.0895,57.3289,54.7604,57.7175,54.4421,58.2714,57.897,51.1555,57.8556,57.6607,45.7246,57.4976,57.8352,55.5858,46.3651,56.1823,56.403,56.8559,55.9866,27.1156,47.6072,47.6676,55.5356,55.1822,43.9539,45.5327,55.9287
FUE 25,55.6851,55.6805,55.6643,55.6517,55.4203,54.8535,54.8104,53.1001,54.7854,54.271,53.4606,50.7781,53.8735,50.45,54.4663,54.0651,47.0953,54.0208,53.813,41.6219,53.6396,53.9991,51.6328,42.2651,52.2543,52.4853,52.961,52.0501,22.9962,43.5136,43.5745,51.5806,51.2141,39.8455,41.4293,51.9896
FUE 26,57.4545,57.4487,57.4279,57.4118,57.1184,56.4163,56.3638,54.3564,56.3333,55.7155,54.7687,51.7947,55.2473,51.4427,55.9483,55.472,47.9273,55.4199,55.1767,42.358,54.9753,55.3944,52.7218,43.0072,53.4066,53.6637,54.1986,53.1804,23.6954,44.2703,44.332,52.6648,52.2657,40.569,42.1638,53.1138
FUE 27,64.3919,64.3867,64.3685,64.3543,64.095,63.4664,63.4191,61.5694,63.3915,62.8292,61.9545,59.1313,62.3985,58.7914,63.0419,62.6056,55.3568,62.5577,62.3333,49.8351,62.1466,62.5342,60.0214,50.4813,60.6737,60.9172,61.4213,60.4588,31.1905,51.7372,51.7985,59.9669,59.5845,48.0522,49.6416,60.3953
FUE 28,75.1466,75.1416,75.1242,75.1106,74.862,74.257,74.2113,72.4141,74.1847,73.6405,72.79,70.0189,73.2224,69.6833,73.8467,73.4236,66.2778,73.377,73.1589,60.7735,72.9772,73.3542,70.896,61.4186,71.5369,71.7758,72.2694,71.3259,42.1357,62.6718,62.733,70.8423,70.4658,58.9929,60.5803,71.2636
FUE 29,130.1996,130.1949,130.1779,130.1648,129.9235,129.3348,129.2902,127.5298,129.2643,128.7328,127.8992,125.1651,128.3233,124.8327,128.9343,128.5205,121.4482,128.4749,128.2611,115.9567,128.0829,128.4525,126.033,116.601,126.6658,126.9013,127.3874,126.4576,97.3238,117.8523,117.9133,125.9799,125.6075,114.1778,115.7637,126.3961
FUE 30,56.5942,56.5898,56.5743,56.5622,56.3404,55.7952,55.7537,54.0937,55.7295,55.2323,54.4451,51.8153,54.8467,51.4917,55.4213,55.0326,48.1681,54.9896,54.7879,42.714,54.6193,54.9686,52.6566,43.356,53.2665,53.4927,53.9578,53.0662,24.0958,44.6016,44.6623,52.6053,52.2448,40.9402,42.5217,53.007
FUE 31,66.3972,66.3928,66.3673,66.3528,65.9189,65.9313,64.5622,65.3007,63.887,62.0322,65.2368,59.4896,65.132,56.2084,64.4871,61.9844,63.4084,62.5926,61.7544,57.9089,61.0664,63.6461,52.5527,61.9552,64.0697,57.3438,60.1787,55.9382,57.3674,61.835,61.8446,63.5029,53.0685,60.9071,61.2246,57.7673
FUE 32,74.6163,74.612,74.5866,74.5721,74.1391,74.1515,72.7848,73.5221,72.1106,70.2577,73.4584,67.7167,73.3538,64.4367,72.7099,70.21,71.6325,70.8176,69.9802,66.1367,69.2926,71.87,60.7815,70.1809,72.293,65.5717,68.4055,64.1665,65.5953,70.0607,70.0703,71.727,61.2972,69.1335,69.4508,65.9951
FUE 33,60.6239,60.62,60.5967,60.5834,60.1847,60.1962,58.9195,59.6115,58.2807,56.5021,59.552,54.024,59.4541,50.7863,58.8487,56.456,57.8248,57.0427,56.2333,52.4682,55.5652,58.0515,47.1527,56.4277,58.454,51.9101,54.6991,50.5185,51.9334,56.3113,56.3206,57.9151,47.6664,55.4101,55.7191,52.3285
FUE 34,59.6524,59.6475,59.6185,59.6019,59.1112,59.1251,57.6128,58.4223,56.8832,54.918,58.3518,52.2857,58.2363,48.9458,57.5312,54.868,56.3711,55.5067,54.6276,50.6711,53.9116,56.6249,45.2608,54.8375,57.0797,50.0966,52.9941,48.6725,50.1206,54.7118,54.7218,56.472,45.7794,53.7465,54.0759,50.5271
FUE 35,55.7792,55.7763,55.7591,55.7493,55.4506,55.4593,54.46,55.0096,53.9374,52.4159,54.963,50.1715,54.8862,47.1011,54.4028,52.3753,53.5561,52.8876,52.1786,48.7108,51.5818,53.7465,43.5556,52.3504,54.0805,48.1796,50.7944,46.8424,48.2019,52.2477,52.2559,53.6321,44.0607,51.4418,51.7201,48.5781
FUE 36,65.8182,65.8147,65.7942,65.7825,65.4294,65.4396,64.2863,64.9155,63.6979,62.0281,64.8617,59.6457,64.7732,56.4747,64.2214,61.9843,63.274,62.54,61.7724,58.128,61.1337,63.4852,52.8755,61.9574,63.8582,57.5806,60.2997,56.2105,57.6035,61.8467,61.8556,63.3581,53.3859,60.9848,61.2812,57.9911
FUE 37,69.1621,69.1584,69.1369,69.1246,68.755,68.7657,67.5672,68.2195,66.9602,65.2496,68.1637,62.8308,68.0717,59.6341,67.5002,65.2049,66.5243,65.7723,64.989,61.2985,64.3391,66.7413,56.0216,65.1775,67.1253,60.7469,63.4929,59.3685,60.77,65.0647,65.0737,66.6108,56.5333,64.1878,64.4891,61.1605
FUE 38,54.7818,54.7781,54.756,54.7434,54.3653,54.3762,53.1544,53.8185,52.5378,50.8066,53.7616,48.3696,53.6679,45.1603,53.0862,50.7615,52.0959,51.3347,50.5435,46.8301,49.888,52.3158,41.5412,50.7338,52.7054,46.2765,49.0357,44.894,46.2997,50.6199,50.629,52.1835,42.0535,49.7356,50.0392,46.6916
FUE 39,61.2555,61.2523,61.2332,61.2223,60.8926,60.9022,59.8142,60.4098,59.2533,57.6447,60.3591,55.3181,60.2755,52.187,59.7526,57.6022,58.8471,58.1401,57.3965,53.8231,56.7747,59.0497,48.609,57.5761,59.4065,53.2821,55.9596,51.925,53.3048,57.4687,57.4772,58.9279,49.1173,56.6295,56.9186,53.6879
FUE 40,66.2081,66.2044,66.1819,66.1692,65.7853,65.7964,64.5593,65.2312,63.9365,62.1919,65.1736,59.7432,65.0787,56.5258,64.4904,62.1465,63.4907,62.7236,61.9272,58.1991,61.2681,63.7125,52.9026,62.1187,64.1057,57.6442,60.4119,56.2591,57.6674,62.0041,62.0132,63.579,53.4153,61.115,61.4201,58.0602
FUE 41,58.3,58.2968,58.277,58.2702,57.4804,57.9872,57.3649,57.7579,54.4349,52.3986,57.4432,56.2423,57.0252,55.1327,53.8992,47.4181,56.8706,47.1652,44.7008,55.8083,42.958,51.5765,44.6699,56.2549,55.9753,32.8143,37.6994,31.7199,55.1182,55.868,55.8658,55.3352,35.4863,55.6225,55.6572,24.4209
FUE 42,64.1287,64.1252,64.1036,64.0961,63.2391,63.7875,63.1149,63.5388,60.0285,57.9329,63.1992,61.9191,62.7509,60.7542,59.4743,52.8857,62.5859,52.6311,50.1541,61.4616,48.4059,57.0939,50.1231,61.9324,61.6374,38.2523,43.1397,37.1576,60.7391,61.5244,61.5221,60.9657,40.9252,61.2665,61.303,29.858
FUE 43,81.6792,81.6756,81.6536,81.646,80.7753,81.3321,80.6492,81.0795,77.5317,75.4247,80.7347,79.4387,80.2803,78.2629,76.974,70.365,80.1132,70.11,67.6306,78.9766,65.8814,74.5825,67.5996,79.4521,79.154,55.7259,60.6137,54.6313,78.2477,79.04,79.0376,78.4762,58.3991,78.7796,78.8165,47.3315
FUE 44,86.2971,86.2935,86.271,86.2633,85.3775,85.9436,85.2496,85.6866,82.0987,79.9796,85.3364,84.0231,84.8754,82.8357,81.5372,74.9065,84.7059,74.6511,72.1693,83.5561,70.419,79.1339,72.1383,84.0367,83.7354,60.2616,65.1499,59.1669,82.8204,83.6202,83.6178,83.0509,62.9349,83.3572,83.3944,51.867
FUE 45,56.8254,56.8227,56.8057,56.7999,56.1144,56.5562,56.0128,56.3572,53.3442,51.4139,56.0818,55.0097,55.7122,53.9936,52.8411,46.5576,55.5745,46.308,43.8676,54.6148,42.1352,50.6229,43.8369,55.0211,54.7672,32.0107,36.8916,30.9168,53.9802,54.6694,54.6674,54.1806,34.681,54.4447,54.4766,23.6191
FUE 46,56.3355,56.3318,56.3092,56.3014,55.4095,55.9794,55.2808,55.7206,52.1164,49.9924,55.3681,54.0479,54.9044,52.8557,51.5533,44.9139,54.7341,44.6584,42.1756,53.5788,40.4249,49.1453,42.1445,54.0616,53.7589,30.2667,35.1551,29.172,52.8403,53.6432,53.6408,53.0717,32.9401,53.3791,53.4165,21.872
FUE 47,55.0484,55.044,55.0166,55.0071,53.9489,54.6203,53.7992,54.3135,50.2908,48.0491,53.9006,52.3986,53.3658,51.0878,49.6904,42.8455,53.1714,42.5869,40.0813,51.8786,38.3209,47.1696,40.0501,52.4139,52.0775,28.145,33.0374,27.0499,51.0711,51.9496,51.9469,51.3227,30.82,51.6589,51.6999,19.7488
