,FBS,Bid
FUE 1,1,0.18385
FUE 2,1,0.09358
FUE 3,1,0.02282
FUE 4,1,0.42418
FUE 5,1,0.30136
FUE 6,1,0.86816
FUE 7,1,0.52309
FUE 8,1,0.4736
FUE 9,1,0.68555
FUE 10,1,0.87368
FUE 11,1,0.044236
FUE 12,2,0.48153
FUE 13,2,0.83566
FUE 14,2,0.66438
FUE 15,2,0.94515
FUE 16,2,0.67763
FUE 17,2,0.74802
FUE 18,2,0.65699
FUE 19,2,0.72534
FUE 20,2,0.35489
FUE 21,2,0.34114
FUE 22,2,0.31812
FUE 23,3,0.43559
FUE 24,3,0.97205
FUE 25,3,0.68158
FUE 26,3,0.7223
FUE 27,3,0.29324
FUE 28,3,0.69244
FUE 29,3,0.67515
FUE 30,3,0.14042
FUE 31,3,0.32938
FUE 32,3,0.63637
FUE 33,3,0.61816
FUE 34,4,0.8551
FUE 35,4,0.6451
FUE 36,4,0.194
FUE 37,4,0.71371
FUE 38,4,0.11742
FUE 39,4,0.1804
FUE 40,4,0.30335
FUE 41,4,0.20953
FUE 42,4,0.7129
FUE 43,4,0.23868
FUE 44,4,0.19935
FUE 45,5,0.23473
FUE 46,5,0.14621
FUE 47,5,0.72339
FUE 48,5,0.23114
FUE 49,5,0.73137
FUE 50,5,0.3106
FUE 51,5,0.097873
FUE 52,5,0.47316
FUE 53,5,0.13453
FUE 54,5,0.48562
FUE 55,5,0.75188
FUE 56,6,0.22386
FUE 57,6,0.12056
FUE 58,6,0.47634
FUE 59,6,0.82126
FUE 60,6,0.67058
FUE 61,6,0.72317
FUE 62,6,0.29095
FUE 63,6,0.57782
FUE 64,6,0.41957
FUE 65,6,0.00027413
FUE 66,6,0.73925
