,FBS,Bid
FUE 1,1,0.0013319
FUE 2,1,0.56391
FUE 3,1,0.44413
FUE 4,1,0.16136
FUE 5,1,0.70346
FUE 6,1,0.54403
FUE 7,1,0.25462
FUE 8,1,0.39311
FUE 9,2,0.24462
FUE 10,2,0.58269
FUE 11,2,0.052743
FUE 12,2,0.60229
FUE 13,2,0.039971
FUE 14,2,0.86241
FUE 15,2,0.34311
FUE 16,2,0.11223
FUE 17,3,0.59343
FUE 18,3,0.63008
FUE 19,3,0.78138
FUE 20,3,0.73651
FUE 21,3,0.7916
FUE 22,3,0.64871
FUE 23,3,0.91191
FUE 24,3,0.60608
FUE 25,4,0.73645
FUE 26,4,0.71325
FUE 27,4,0.68999
FUE 28,4,0.91987
FUE 29,4,0.96955
FUE 30,4,0.32893
FUE 31,4,0.094816
FUE 32,4,0.80653
FUE 33,5,0.68273
FUE 34,5,0.17325
FUE 35,5,0.48101
FUE 36,5,0.93934
FUE 37,5,0.13807
FUE 38,5,0.65965
FUE 39,5,0.19404
FUE 40,5,0.62648
FUE 41,6,0.62074
FUE 42,6,0.44098
FUE 43,6,0.65895
FUE 44,6,0.44715
FUE 45,6,0.8516
FUE 46,6,0.70733
FUE 47,6,0.42855
FUE 48,6,0.6202
