,FBS,Bid
FUE 1,1,0.63512
FUE 2,1,0.29169
FUE 3,1,0.88422
FUE 4,1,0.34733
FUE 5,1,0.73357
FUE 6,1,0.99882
FUE 7,1,0.095905
FUE 8,1,0.4481
FUE 9,1,0.27751
FUE 10,1,0.718
FUE 11,2,0.093562
FUE 12,2,0.057626
FUE 13,2,0.73237
FUE 14,2,0.23768
FUE 15,2,0.24454
FUE 16,2,0.70488
FUE 17,2,0.23357
FUE 18,2,0.60283
FUE 19,2,0.091966
FUE 20,2,0.90191
FUE 21,3,0.50808
FUE 22,3,0.62501
FUE 23,3,0.67226
FUE 24,3,0.28086
FUE 25,3,0.35517
FUE 26,3,0.13674
FUE 27,3,0.54211
FUE 28,3,0.23316
FUE 29,3,0.52868
FUE 30,3,0.96777
FUE 31,4,0.0081202
FUE 32,4,0.4584
FUE 33,4,0.73667
FUE 34,4,0.8893
FUE 35,4,0.89095
FUE 36,4,0.62817
FUE 37,4,0.66407
FUE 38,4,0.75863
FUE 39,4,0.64013
FUE 40,4,0.48308
FUE 41,5,0.16719
FUE 42,5,0.55802
FUE 43,5,0.65226
FUE 44,5,0.15335
FUE 45,5,0.82188
FUE 46,5,0.47453
FUE 47,5,0.052911
FUE 48,5,0.092784
FUE 49,5,0.25286
FUE 50,5,0.1635
FUE 51,6,0.43367
FUE 52,6,0.0085612
FUE 53,6,0.10077
FUE 54,6,0.81855
FUE 55,6,0.39235
FUE 56,6,0.10814
FUE 57,6,0.95485
FUE 58,6,0.010799
FUE 59,6,0.48942
FUE 60,6,0.17409
