,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,69.0584,69.0567,69.0421,69.0204,68.8505,68.8033,68.2838,68.2463,67.9317,67.8791,66.5154,66.7061,65.7426,68.329,68.1655,67.4878,62.6202,65.637,65.5445,65.1275,56.657,60.4777,54.9478,66.1042,50.8343,63.9413,63.3278,57.3635,64.3788,65.64,60.9073,65.4856,50.5862,64.6138,64.7948,60.1739
FUE 2,56.7584,56.757,56.7442,56.7252,56.5757,56.5341,56.0723,56.0387,55.756,55.7085,54.4596,54.6362,53.7386,56.1126,55.9663,55.3535,50.7553,53.6393,53.5524,53.1589,44.8937,48.6655,43.1959,54.077,39.0969,52.0289,51.4392,45.594,52.4474,53.6421,49.0865,53.4969,38.8493,52.6713,52.8434,48.3674
FUE 3,64.6023,64.6006,64.5855,64.563,64.3874,64.3388,63.8035,63.7649,63.4417,63.3877,61.9937,62.1881,61.2077,63.8499,63.6818,62.9867,58.0503,61.1003,61.0065,60.5835,52.0626,55.8951,50.3507,61.5752,46.2338,59.3832,58.7638,52.7705,59.8255,61.1034,56.3267,60.9467,45.9856,60.0632,60.2464,55.5899
FUE 4,57.6308,57.6289,57.6114,57.5854,57.3829,57.327,56.718,56.6745,56.312,56.2517,54.7224,54.933,53.8785,56.7704,56.581,55.8067,50.574,53.7641,53.6642,53.2158,44.4862,48.3661,42.7634,54.2717,38.6328,51.9558,51.3117,45.2,52.4181,53.7674,48.8063,53.6006,38.3841,52.6674,52.8601,48.0554
FUE 5,69.161,69.1594,69.1453,69.1243,68.9598,68.9141,68.4097,68.3732,68.0669,68.0156,66.6813,66.8684,65.9216,68.4536,68.2945,67.6336,62.8337,65.8175,65.7264,65.3153,56.8952,60.7041,55.1888,66.2773,51.0788,64.1431,63.5354,57.6002,64.5759,65.8205,61.1316,65.6684,50.8308,64.8081,64.9869,60.4017
FUE 6,57.6221,57.621,57.6107,57.5955,57.4755,57.442,57.0656,57.038,56.8037,56.764,55.6982,55.8516,55.0639,57.0988,56.9782,56.4658,52.3286,54.9757,54.8981,54.5453,46.6627,50.3386,44.9876,55.3632,40.9178,53.515,52.9686,47.3508,53.8993,54.9782,50.743,54.8486,40.6712,54.1036,54.2601,50.0513
FUE 7,62.9393,62.9381,62.9272,62.911,62.7837,62.7481,62.3503,62.3212,62.0745,62.0329,60.9195,61.079,60.2621,62.3853,62.2582,61.72,57.459,60.1709,60.0908,59.727,51.7375,55.4409,50.0559,60.5719,45.9776,58.6696,58.1112,52.4291,59.0632,60.1735,55.85,60.0397,45.7307,59.2729,59.4336,55.1505
FUE 8,80.7133,80.7118,80.6981,80.6777,80.5177,80.4733,79.9819,79.9463,79.6471,79.5969,78.2883,78.4723,77.5401,80.0247,79.8695,79.2231,74.4829,77.4375,77.3476,76.9417,68.5667,72.3649,66.8628,77.8907,62.7559,75.7819,75.1795,69.2703,76.2105,77.4404,72.7905,77.2903,62.508,76.4402,76.6171,72.0637
FUE 9,88.1606,88.1595,88.1492,88.1192,88.0143,87.9318,87.8189,87.8067,87.0817,87.6628,87.0525,87.2811,86.9439,86.9956,87.2021,87.2917,86.1773,86.773,78.3833,86.5307,81.0434,85.2197,83.9531,81.9436,83.0288,72.7699,70.2971,83.9477,76.5795,84.8417,84.3936,83.2325,82.0125,84.8427,80.2416,84.1036
FUE 10,56.2075,56.2063,56.1958,56.165,56.0574,55.9729,55.8573,55.8448,55.104,55.6976,55.0743,55.3075,54.9636,55.0163,55.2269,55.3184,54.1834,54.7894,46.3314,54.5428,49.0012,53.212,51.9313,49.9064,50.999,40.7097,38.2355,51.9258,44.5238,52.8293,52.3763,51.2043,49.9757,52.8304,48.1959,52.0833
FUE 11,59.1776,59.1762,59.1638,59.1275,59.0008,58.9017,58.7667,58.7521,57.9004,58.581,57.8667,58.1322,57.7413,57.8009,58.0402,58.1447,56.8688,57.5449,48.6451,57.2684,51.3747,55.8053,54.4328,52.3103,53.4496,42.973,40.4906,54.427,46.8138,55.3921,54.9064,53.6651,52.3822,55.3933,50.5472,54.5942
FUE 12,56.9201,56.9185,56.9048,56.8645,56.7244,56.6152,56.4666,56.4506,55.5239,56.2632,55.4875,55.7745,55.3524,55.4166,55.6749,55.7881,54.4202,55.1414,45.976,54.8456,48.739,53.2993,51.8713,49.6919,50.8583,40.2761,37.7893,51.8654,44.1315,52.8674,52.3621,51.0798,49.7654,52.8686,47.899,52.0384
FUE 13,57.0345,57.0336,57.0256,57.0022,56.92,56.8551,56.7658,56.7562,56.1713,56.6416,56.1475,56.334,56.0581,56.1007,56.2698,56.3427,55.417,55.9168,48.2108,55.7149,50.7662,54.5919,53.4655,51.6147,52.6226,42.6894,40.2319,53.4606,46.45,54.2595,53.8613,52.8097,51.6792,54.2605,50.0027,53.6012
FUE 14,65.6271,65.6261,65.6171,65.5905,65.4975,65.4242,65.3236,65.3128,64.6602,65.1841,64.6338,64.8408,64.5351,64.5821,64.7694,64.8504,63.8322,64.3793,56.3248,64.1575,58.9353,62.9409,61.7434,59.8108,60.8588,50.7545,48.2888,61.7383,54.5412,62.5855,62.1621,61.0544,59.8776,62.5866,58.1517,61.8867
FUE 15,74.1373,74.1362,74.1265,74.0982,73.999,73.921,73.8141,73.8025,73.1123,73.6659,73.0845,73.3026,72.9806,73.03,73.2273,73.3128,72.2443,72.8169,64.5838,72.5844,67.2212,71.318,70.0838,68.11,69.1779,58.9901,56.5206,70.0785,62.7893,70.9506,70.5141,69.3779,68.1779,70.9517,66.4277,70.2309
FUE 16,59.0399,59.0389,59.0304,59.0054,58.9178,58.8488,58.7539,58.7436,58.1251,58.6221,58.0999,58.2967,58.0059,58.0507,58.2289,58.3058,57.3337,57.8573,49.9729,57.6454,52.5569,56.475,55.3123,53.4194,54.448,44.4259,41.9641,55.3073,48.2001,56.131,55.7199,54.6394,53.4851,56.132,51.783,55.4519
FUE 17,61.6615,61.6603,61.6511,61.622,61.5612,61.262,61.4134,61.4005,61.107,61.2386,61.0938,61.1402,61.0022,58.3722,59.3697,60.5735,60.5005,60.3906,55.1353,60.1369,59.1483,59.5496,59.251,39.0528,59.0115,45.9024,46.9749,58.7019,32.8529,55.053,58.237,48.7835,57.994,56.6689,34.6319,58.0954
FUE 18,60.5437,60.5425,60.5335,60.5046,60.4445,60.1484,60.2982,60.2855,59.995,60.1252,59.9818,60.0278,59.8911,57.2796,58.2714,59.4662,59.3938,59.2849,54.0545,59.0332,58.0514,58.4501,58.1535,37.9824,57.9154,44.831,45.9031,57.6076,31.7827,53.9724,57.1451,47.7109,56.9033,55.5836,33.5617,57.0042
