,FBS,Bid
FUE 1,1,0.24011
FUE 2,1,0.14926
FUE 3,1,0.28241
FUE 4,1,0.0047355
FUE 5,1,0.46035
FUE 6,1,0.69224
FUE 7,1,0.98052
FUE 8,1,0.35066
FUE 9,1,0.00084661
FUE 10,1,0.023715
FUE 11,1,0.48979
FUE 12,1,0.63314
FUE 13,1,0.60885
FUE 14,2,0.87564
FUE 15,2,0.75159
FUE 16,2,0.11119
FUE 17,2,0.65977
FUE 18,2,0.062442
FUE 19,2,0.54477
FUE 20,2,0.47539
FUE 21,2,0.38766
FUE 22,2,0.13936
FUE 23,2,0.37421
FUE 24,2,0.15034
FUE 25,2,0.27636
FUE 26,2,0.64211
FUE 27,3,0.74578
FUE 28,3,0.34788
FUE 29,3,0.76935
FUE 30,3,0.14789
FUE 31,3,0.70877
FUE 32,3,0.58388
FUE 33,3,0.95062
FUE 34,3,0.13959
FUE 35,3,0.050072
FUE 36,3,0.86716
FUE 37,3,0.62087
FUE 38,3,0.91178
FUE 39,3,0.20877
FUE 40,4,0.41461
FUE 41,4,0.33054
FUE 42,4,0.51584
FUE 43,4,0.83289
FUE 44,4,0.99811
FUE 45,4,0.26972
FUE 46,4,0.37664
FUE 47,4,0.96899
FUE 48,4,0.48721
FUE 49,4,0.47591
FUE 50,4,0.59861
FUE 51,4,0.65745
FUE 52,4,0.58147
FUE 53,5,0.93621
FUE 54,5,0.10864
FUE 55,5,0.51371
FUE 56,5,0.35848
FUE 57,5,0.50071
FUE 58,5,0.078933
FUE 59,5,0.087439
FUE 60,5,0.43468
FUE 61,5,0.51466
FUE 62,5,0.2368
FUE 63,5,0.71234
FUE 64,5,0.86148
FUE 65,5,0.094481
FUE 66,6,0.33372
FUE 67,6,0.92717
FUE 68,6,0.6578
FUE 69,6,0.37867
FUE 70,6,0.94177
FUE 71,6,0.74422
FUE 72,6,0.20434
FUE 73,6,0.16858
FUE 74,6,0.86863
FUE 75,6,0.72944
FUE 76,6,0.31866
FUE 77,6,0.15895
FUE 78,6,0.90723
