,FBS,Bid
FUE 1,1,0.4804
FUE 2,1,0.27146
FUE 3,1,0.1819
FUE 4,1,0.024531
FUE 5,1,0.78611
FUE 6,1,0.98638
FUE 7,1,0.86429
FUE 8,1,0.89378
FUE 9,1,0.20728
FUE 10,1,0.45322
FUE 11,1,0.037251
FUE 12,1,0.51098
FUE 13,1,0.65655
FUE 14,1,0.29743
FUE 15,1,0.51155
FUE 16,2,0.64082
FUE 17,2,0.081214
FUE 18,2,0.13978
FUE 19,2,0.93598
FUE 20,2,0.13329
FUE 21,2,0.55453
FUE 22,2,0.81373
FUE 23,2,0.42831
FUE 24,2,0.40132
FUE 25,2,0.0019283
FUE 26,2,0.06956
FUE 27,2,0.89566
FUE 28,2,0.86921
FUE 29,2,0.14909
FUE 30,2,0.97538
FUE 31,3,0.59948
FUE 32,3,0.14568
FUE 33,3,0.47972
FUE 34,3,0.41211
FUE 35,3,0.79852
FUE 36,3,0.83242
FUE 37,3,0.57062
FUE 38,3,0.26115
FUE 39,3,0.895
FUE 40,3,0.68623
FUE 41,3,0.086291
FUE 42,3,0.14358
FUE 43,3,0.33126
FUE 44,3,0.77048
FUE 45,3,0.35886
FUE 46,4,0.00025831
FUE 47,4,0.44477
FUE 48,4,0.074538
FUE 49,4,0.74694
FUE 50,4,0.17797
FUE 51,4,0.86147
FUE 52,4,0.085265
FUE 53,4,0.014887
FUE 54,4,0.32022
FUE 55,4,0.62766
FUE 56,4,0.056534
FUE 57,4,0.91618
FUE 58,4,0.34448
FUE 59,4,0.88113
FUE 60,4,0.26054
FUE 61,5,0.61479
FUE 62,5,0.15461
FUE 63,5,0.3929
FUE 64,5,0.90663
FUE 65,5,0.62211
FUE 66,5,0.72574
FUE 67,5,0.49128
FUE 68,5,0.57088
FUE 69,5,0.94967
FUE 70,5,0.034782
FUE 71,5,0.49107
FUE 72,5,0.14067
FUE 73,5,0.49907
FUE 74,5,0.75622
FUE 75,5,0.33441
FUE 76,6,0.99412
FUE 77,6,0.72995
FUE 78,6,0.71732
FUE 79,6,0.78505
FUE 80,6,0.44527
FUE 81,6,0.93324
FUE 82,6,0.59774
FUE 83,6,0.4164
FUE 84,6,0.70915
FUE 85,6,0.44826
FUE 86,6,0.19535
FUE 87,6,0.49444
FUE 88,6,0.069564
FUE 89,6,0.99932
FUE 90,6,0.0070824
