,FBS,Bid
FUE 1,1,0.63337
FUE 2,1,0.92087
FUE 3,1,0.11396
FUE 4,1,0.96752
FUE 5,1,0.91439
FUE 6,1,0.66178
FUE 7,1,0.82083
FUE 8,1,0.35129
FUE 9,1,0.5544
FUE 10,1,0.9441
FUE 11,1,0.75615
FUE 12,1,0.59552
FUE 13,1,0.22198
FUE 14,1,0.18633
FUE 15,2,0.24859
FUE 16,2,0.13532
FUE 17,2,0.32814
FUE 18,2,0.46344
FUE 19,2,0.83854
FUE 20,2,0.53432
FUE 21,2,0.69784
FUE 22,2,0.59563
FUE 23,2,0.040018
FUE 24,2,0.81401
FUE 25,2,0.054651
FUE 26,2,0.50855
FUE 27,2,0.2861
FUE 28,2,0.52379
FUE 29,3,0.15688
FUE 30,3,0.11318
FUE 31,3,0.79231
FUE 32,3,0.91822
FUE 33,3,0.87146
FUE 34,3,0.35826
FUE 35,3,0.94006
FUE 36,3,0.63018
FUE 37,3,0.37043
FUE 38,3,0.99707
FUE 39,3,0.36483
FUE 40,3,0.28753
FUE 41,3,0.12955
FUE 42,3,0.10088
FUE 43,4,0.019279
FUE 44,4,0.4476
FUE 45,4,0.67719
FUE 46,4,0.25706
FUE 47,4,0.86433
FUE 48,4,0.60187
FUE 49,4,0.93836
FUE 50,4,0.34138
FUE 51,4,0.55803
FUE 52,4,0.29748
FUE 53,4,0.054408
FUE 54,4,0.68127
FUE 55,4,0.64868
FUE 56,4,0.44638
FUE 57,5,0.46336
FUE 58,5,0.44646
FUE 59,5,0.39735
FUE 60,5,0.12506
FUE 61,5,0.562
FUE 62,5,0.37851
FUE 63,5,0.98046
FUE 64,5,0.39284
FUE 65,5,0.64028
FUE 66,5,0.079594
FUE 67,5,0.71988
FUE 68,5,0.43826
FUE 69,5,0.18548
FUE 70,5,0.94746
FUE 71,6,0.15706
FUE 72,6,0.93578
FUE 73,6,0.1055
FUE 74,6,0.74121
FUE 75,6,0.34464
FUE 76,6,0.35303
FUE 77,6,0.33168
FUE 78,6,0.72718
FUE 79,6,0.17976
FUE 80,6,0.11493
FUE 81,6,0.95176
FUE 82,6,0.060873
FUE 83,6,0.60562
FUE 84,6,0.10365
