,FBS,Bid
FUE 1,1,0.32389
FUE 2,1,0.95015
FUE 3,1,0.38934
FUE 4,1,0.6335
FUE 5,1,0.22821
FUE 6,1,0.25798
FUE 7,1,0.67363
FUE 8,1,0.92103
FUE 9,1,0.57846
FUE 10,1,0.97195
FUE 11,1,0.42491
FUE 12,1,0.24583
FUE 13,1,0.14889
FUE 14,1,0.12572
FUE 15,2,0.16779
FUE 16,2,0.64423
FUE 17,2,0.84923
FUE 18,2,0.30269
FUE 19,2,0.25114
FUE 20,2,0.14863
FUE 21,2,0.75188
FUE 22,2,0.8506
FUE 23,2,0.048629
FUE 24,2,0.32939
FUE 25,2,0.53061
FUE 26,2,0.79465
FUE 27,2,0.027874
FUE 28,2,0.45685
FUE 29,3,0.7833
FUE 30,3,0.83776
FUE 31,3,0.21748
FUE 32,3,0.74076
FUE 33,3,0.46112
FUE 34,3,0.046432
FUE 35,3,0.34179
FUE 36,3,0.073062
FUE 37,3,0.77889
FUE 38,3,0.28041
FUE 39,3,0.75995
FUE 40,3,0.014641
FUE 41,3,0.15758
FUE 42,3,0.1503
FUE 43,4,0.59559
FUE 44,4,0.948
FUE 45,4,0.56941
FUE 46,4,0.4941
FUE 47,4,0.88191
FUE 48,4,0.067179
FUE 49,4,0.81724
FUE 50,4,0.74312
FUE 51,4,0.83623
FUE 52,4,0.64318
FUE 53,4,0.4386
FUE 54,4,0.79353
FUE 55,4,0.63928
FUE 56,4,0.51302
FUE 57,5,0.074797
FUE 58,5,0.16078
FUE 59,5,0.092918
FUE 60,5,0.6919
FUE 61,5,0.83794
FUE 62,5,0.82021
FUE 63,5,0.12247
FUE 64,5,0.83115
FUE 65,5,0.65679
FUE 66,5,0.26568
FUE 67,5,0.0093756
FUE 68,5,0.65548
FUE 69,5,0.034406
FUE 70,5,0.59322
FUE 71,6,0.92411
FUE 72,6,0.32885
FUE 73,6,0.1027
FUE 74,6,0.87926
FUE 75,6,0.93501
FUE 76,6,0.92234
FUE 77,6,0.025013
FUE 78,6,0.74112
FUE 79,6,0.95797
FUE 80,6,0.35676
FUE 81,6,0.25968
FUE 82,6,0.66054
FUE 83,6,0.468
FUE 84,6,0.37675
