,FBS,Bid
FUE 1,1,0.34614
FUE 2,1,0.96443
FUE 3,1,0.29731
FUE 4,1,0.50484
FUE 5,1,0.34281
FUE 6,1,0.46202
FUE 7,1,0.31153
FUE 8,1,0.57075
FUE 9,1,0.73891
FUE 10,1,0.73884
FUE 11,1,0.16686
FUE 12,1,0.9124
FUE 13,1,0.51965
FUE 14,1,0.40176
FUE 15,1,0.97038
FUE 16,2,0.5486
FUE 17,2,0.11321
FUE 18,2,0.44294
FUE 19,2,0.14544
FUE 20,2,0.91826
FUE 21,2,0.068229
FUE 22,2,0.24586
FUE 23,2,0.72559
FUE 24,2,0.50513
FUE 25,2,0.79136
FUE 26,2,0.47763
FUE 27,2,0.87709
FUE 28,2,0.30092
FUE 29,2,0.4648
FUE 30,2,0.20201
FUE 31,3,0.067108
FUE 32,3,0.66166
FUE 33,3,0.64161
FUE 34,3,0.95247
FUE 35,3,0.80638
FUE 36,3,0.44977
FUE 37,3,0.050395
FUE 38,3,0.55107
FUE 39,3,0.36637
FUE 40,3,0.91603
FUE 41,3,0.89946
FUE 42,3,0.47125
FUE 43,3,0.44648
FUE 44,3,0.16014
FUE 45,3,0.44217
FUE 46,4,0.38049
FUE 47,4,0.5119
FUE 48,4,0.59334
FUE 49,4,0.036017
FUE 50,4,0.88668
FUE 51,4,0.19964
FUE 52,4,0.25008
FUE 53,4,0.26582
FUE 54,4,0.64042
FUE 55,4,0.071183
FUE 56,4,0.468
FUE 57,4,0.89661
FUE 58,4,0.66913
FUE 59,4,0.063141
FUE 60,4,0.44824
FUE 61,5,0.86419
FUE 62,5,0.058825
FUE 63,5,0.055481
FUE 64,5,0.59477
FUE 65,5,0.11171
FUE 66,5,0.04943
FUE 67,5,0.85629
FUE 68,5,0.10852
FUE 69,5,0.63968
FUE 70,5,0.11273
FUE 71,5,0.79596
FUE 72,5,0.65721
FUE 73,5,0.91517
FUE 74,5,0.74637
FUE 75,5,0.095576
FUE 76,6,0.53946
FUE 77,6,0.21625
FUE 78,6,0.68349
FUE 79,6,0.65015
FUE 80,6,0.22125
FUE 81,6,0.41863
FUE 82,6,0.73455
FUE 83,6,0.065786
FUE 84,6,0.84243
FUE 85,6,0.93736
FUE 86,6,0.31388
FUE 87,6,0.51232
FUE 88,6,0.94721
FUE 89,6,0.59442
FUE 90,6,0.4573
