,FBS,Bid
FUE 1,1,0.083485
FUE 2,1,0.14838
FUE 3,1,0.33814
FUE 4,1,0.8134
FUE 5,1,0.75015
FUE 6,1,0.29859
FUE 7,1,0.63516
FUE 8,1,0.55557
FUE 9,1,0.51215
FUE 10,1,0.67172
FUE 11,2,0.98566
FUE 12,2,0.21946
FUE 13,2,0.20919
FUE 14,2,0.41439
FUE 15,2,0.73228
FUE 16,2,0.43726
FUE 17,2,0.082348
FUE 18,2,0.11507
FUE 19,2,0.50909
FUE 20,2,0.34965
FUE 21,3,0.1477
FUE 22,3,0.62772
FUE 23,3,0.74249
FUE 24,3,0.51986
FUE 25,3,0.07253
FUE 26,3,0.30606
FUE 27,3,0.19766
FUE 28,3,0.80954
FUE 29,3,0.33296
FUE 30,3,0.62863
FUE 31,4,0.8646
FUE 32,4,0.26906
FUE 33,4,0.36146
FUE 34,4,0.0055786
FUE 35,4,0.32917
FUE 36,4,0.73491
FUE 37,4,0.35378
FUE 38,4,0.894
FUE 39,4,0.52284
FUE 40,4,0.11043
FUE 41,5,0.61628
FUE 42,5,0.1146
FUE 43,5,0.81157
FUE 44,5,0.63738
FUE 45,5,0.93154
FUE 46,5,0.18341
FUE 47,5,0.84384
FUE 48,5,0.55585
FUE 49,5,0.42467
FUE 50,5,0.059969
FUE 51,6,0.066663
FUE 52,6,0.27301
FUE 53,6,0.8388
FUE 54,6,0.91724
FUE 55,6,0.5584
FUE 56,6,0.37723
FUE 57,6,0.6091
FUE 58,6,0.56101
FUE 59,6,0.53904
FUE 60,6,0.73422
