,FBS,Bid
FUE 1,1,0.0055847
FUE 2,1,0.64264
FUE 3,1,0.2532
FUE 4,1,0.92461
FUE 5,1,0.019282
FUE 6,1,0.69909
FUE 7,1,0.77049
FUE 8,1,0.22875
FUE 9,1,0.26552
FUE 10,1,0.82006
FUE 11,1,0.78745
FUE 12,1,0.61835
FUE 13,2,0.32758
FUE 14,2,0.13171
FUE 15,2,0.3689
FUE 16,2,0.5704
FUE 17,2,0.54837
FUE 18,2,0.41043
FUE 19,2,0.92862
FUE 20,2,0.051221
FUE 21,2,0.78339
FUE 22,2,0.095485
FUE 23,2,0.062497
FUE 24,2,0.11176
FUE 25,3,0.19766
FUE 26,3,0.2252
FUE 27,3,0.093821
FUE 28,3,0.85226
FUE 29,3,0.70423
FUE 30,3,0.024002
FUE 31,3,0.59036
FUE 32,3,0.88695
FUE 33,3,0.58432
FUE 34,3,0.32971
FUE 35,3,0.28053
FUE 36,3,0.18799
FUE 37,4,0.14413
FUE 38,4,0.73265
FUE 39,4,0.42064
FUE 40,4,0.79923
FUE 41,4,0.70662
FUE 42,4,0.95286
FUE 43,4,0.38721
FUE 44,4,0.88306
FUE 45,4,0.96784
FUE 46,4,0.38177
FUE 47,4,0.62273
FUE 48,4,0.90354
FUE 49,5,0.25874
FUE 50,5,0.25366
FUE 51,5,0.92023
FUE 52,5,0.2654
FUE 53,5,0.60365
FUE 54,5,0.052022
FUE 55,5,0.99626
FUE 56,5,0.41025
FUE 57,5,0.34396
FUE 58,5,0.10059
FUE 59,5,0.066256
FUE 60,5,0.36088
FUE 61,6,0.19652
FUE 62,6,0.52852
FUE 63,6,0.85901
FUE 64,6,0.14171
FUE 65,6,0.011483
FUE 66,6,0.76185
FUE 67,6,0.60555
FUE 68,6,0.41447
FUE 69,6,0.66489
FUE 70,6,0.65073
FUE 71,6,0.39293
FUE 72,6,0.089691
