,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,56.1947,56.1934,56.1901,56.1598,56.1297,55.9458,55.5369,55.7295,55.597,54.0708,55.2419,53.6526,55.0017,52.0739,55.0329,51.0528,53.0589,54.3362,48.2808,54.3832,51.095,51.739,54.0148,53.0664,52.4898,30.0009,53.0275,48.0423,36.2111,49.0694,52.1731,50.5575,50.3431,39.6529,51.34,52.0036
FUE 2,59.4964,59.4952,59.4921,59.4638,59.4356,59.2634,58.8789,59.0602,58.9355,57.4841,58.6001,57.0824,58.3724,55.5539,58.402,54.5569,56.5097,57.7382,51.8283,57.7832,54.5982,55.2275,57.4305,56.5169,55.9582,33.5967,56.4793,51.5923,39.8046,52.6072,55.6504,54.0714,53.861,43.2426,54.8378,55.4854
FUE 3,71.7732,71.7721,71.7694,71.7445,71.7198,71.5679,71.2262,71.3877,71.2767,69.9612,70.9764,69.5903,70.7713,68.1575,70.798,67.2079,69.0572,70.1944,64.5662,70.2356,67.2475,67.8478,69.9118,69.0639,68.5396,46.4346,69.0288,64.3355,52.6376,65.3254,68.2489,66.742,66.5394,56.0679,67.4765,68.0926
FUE 4,55.5444,55.5435,55.5412,55.5207,55.5002,55.3742,55.0882,55.2239,55.1307,53.9994,54.8768,53.6724,54.7018,52.3805,54.7246,51.5035,53.1966,54.2034,49.0004,54.2393,51.5403,52.0961,53.9561,53.2027,52.7289,31.0378,53.1711,48.7785,37.2323,49.7276,52.4641,51.0681,50.8779,40.6491,51.753,52.321
FUE 5,69.1807,69.1798,69.1776,69.1576,69.1376,69.0145,68.7346,68.8674,68.7763,67.6663,68.5276,67.3444,68.356,66.0697,68.3785,65.2017,66.8756,67.8668,62.7165,67.902,65.2382,65.7884,67.6236,66.8815,66.414,44.7765,66.8504,62.4957,50.9698,63.4395,66.1523,64.7702,64.5816,54.3848,65.4489,66.0109
FUE 6,59.3026,59.3014,59.2985,59.2718,59.2454,59.0831,58.7195,58.8912,58.7732,57.3876,58.4549,57.0007,58.2382,55.5177,58.2664,54.5431,56.4469,57.6317,51.8551,57.6748,54.5835,55.1992,57.336,56.4538,55.9115,33.6697,56.4174,51.6216,39.8754,52.6248,55.6118,54.0668,53.86,43.3098,54.8182,55.4509
FUE 7,56.8331,56.8319,56.8289,56.8022,56.7756,56.6125,56.2473,56.4197,56.3012,54.9103,55.9815,54.5223,55.7639,53.0355,55.7922,52.0591,53.9669,55.1552,49.3678,55.1985,52.0997,52.7164,54.8586,53.9739,53.4302,31.1786,53.9374,49.1341,37.3844,50.1383,53.1298,51.5821,51.375,40.8192,52.3347,52.9686
FUE 8,75.8375,75.8365,75.8339,75.8101,75.7864,75.6409,75.313,75.4682,75.3616,74.0907,75.0727,73.7303,74.8748,72.3304,74.9006,71.3975,73.2107,74.3169,68.7869,74.3568,71.4364,72.0265,74.0428,73.2172,72.7047,50.6924,73.1829,68.5582,56.8936,69.539,72.42,70.9385,70.7387,60.3209,71.6617,72.2668
FUE 9,55.4039,55.4029,55.4006,55.3717,55.3438,55.291,55.1506,55.1757,54.4873,54.1928,54.986,53.6585,53.1729,54.2012,53.3246,53.1222,54.4486,51.4551,53.2704,52.4498,53.7663,44.1859,52.6431,50.2643,47.8772,46.0732,52.5589,52.3831,49.6388,52.2621,49.7746,52.4158,42.8215,50.0238,47.0489,50.3776
FUE 10,60.7632,60.7621,60.7595,60.7274,60.6965,60.6379,60.4827,60.5104,59.7558,59.4363,60.3013,58.861,58.3426,59.4454,58.5042,58.2888,59.7137,56.5356,58.4465,57.5774,58.9767,49.1208,57.7813,55.3013,52.8566,51.0262,57.6924,57.5072,54.6575,57.3799,54.797,57.5416,47.7475,55.0534,52.0147,55.4182
FUE 11,59.7045,59.7035,59.7012,59.6729,59.6457,59.5938,59.4563,59.4809,58.8047,58.515,59.2947,57.9884,57.5091,58.5232,57.659,57.4591,58.7667,55.8088,57.6055,56.7943,58.0948,48.569,56.9855,54.6267,52.2512,50.4527,56.9022,56.7283,54.0049,56.6085,54.1399,56.7606,47.2065,54.3877,51.4257,54.7393
FUE 12,72.0842,72.083,72.0804,72.0478,72.0164,71.9568,71.7992,71.8274,71.0621,70.7387,71.6151,70.1569,69.6334,70.7478,69.7965,69.5791,71.0194,67.8126,69.7382,68.8617,70.2739,60.3762,69.0672,66.5718,64.1186,62.2843,68.9776,68.7909,65.9252,68.6627,66.0653,68.8256,59.0017,66.3228,63.2747,66.6893
FUE 13,66.666,66.665,66.6625,66.6326,66.6037,66.5489,66.4036,66.4295,65.7187,65.4157,66.2332,64.8673,64.3704,65.4243,64.5255,64.3187,65.6788,62.6216,64.4701,63.6327,64.9779,55.3008,63.8297,61.4155,59.008,57.1946,63.7439,63.5648,60.7835,63.4416,60.9206,63.5981,53.9333,61.1724,58.1749,61.5301
FUE 14,75.2443,75.2431,75.2404,75.2074,75.1756,75.1153,74.9557,74.9842,74.2102,73.8836,74.7693,73.2966,72.769,73.8928,72.9333,72.7143,74.1671,70.9372,72.8746,71.992,73.4146,63.4835,72.1988,69.6911,67.231,65.3936,72.1086,71.9208,69.0423,71.7918,69.1829,71.9557,62.1079,69.4412,66.3856,69.809
FUE 15,60.3206,60.3197,60.3176,60.292,60.2673,60.2204,60.0955,60.1179,59.4994,59.232,59.9484,58.7425,58.2936,59.2396,58.4342,58.2466,59.4643,56.6786,58.384,57.6185,58.8417,49.5873,57.7997,55.5396,53.2228,51.4519,57.7208,57.5559,54.9363,57.4421,55.0675,57.5865,48.2342,55.308,52.4113,55.6485
FUE 16,85.5989,85.5979,85.5953,85.564,85.5338,85.4765,85.3247,85.3518,84.6122,84.2984,85.1471,83.7323,83.2212,84.3073,83.3805,83.1681,84.5708,81.4338,83.3236,82.4653,83.8462,74.0504,82.6668,80.209,77.7767,75.9519,82.579,82.3958,79.5691,82.2699,79.7078,82.4298,72.679,79.9626,76.9377,80.3251
FUE 17,59.773,59.7719,59.77,59.7383,59.717,59.6679,59.563,59.5121,58.5286,59.233,59.3213,59.0409,56.7377,59.1226,55.6795,58.8637,59.0812,54.9254,58.6031,50.5806,58.488,52.6947,51.1864,41.522,35.3055,56.3876,53.5013,57.2818,56.6591,56.7116,42.6462,56.1882,32.8633,56.5051,27.5552,46.8518
FUE 18,60.4411,60.4396,60.437,60.3947,60.3663,60.3011,60.1625,60.0957,58.8465,59.7332,59.8472,59.4877,56.7259,59.5917,55.5352,59.2637,59.5389,54.7063,58.9386,50.1212,58.7965,52.3214,50.7474,40.9451,34.7161,56.3278,53.1743,57.3538,56.6361,56.696,42.0742,56.103,32.2722,56.4609,26.9625,46.3148
FUE 19,72.1275,72.1263,72.1244,72.0918,72.0699,72.0195,71.9118,71.8596,70.853,71.5733,71.6638,71.3766,69.0316,71.4602,67.9606,71.1953,71.4178,67.1991,70.929,62.8298,70.8116,64.9528,63.4377,53.7586,47.5408,68.6769,65.7641,69.5837,68.9519,69.0052,54.8835,68.475,45.0985,68.7959,39.7902,59.0928
FUE 20,61.887,61.8856,61.8831,61.8422,61.8148,61.7517,61.6174,61.5526,60.3366,61.2007,61.3114,60.9619,58.2548,61.0631,57.0789,60.7437,61.0117,56.2583,60.4266,51.6987,60.2878,53.8899,52.3228,42.5346,36.3069,57.8622,54.7379,58.8731,58.1662,58.2253,43.6633,57.6402,33.8632,57.9935,28.5537,47.9003
FUE 21,72.0693,72.0682,72.0664,72.0361,72.0157,71.9687,71.8681,71.8193,70.8714,71.551,71.636,71.3661,69.1284,71.4448,68.0907,71.1952,71.4049,67.3484,70.9435,63.0434,70.8322,65.1429,63.6457,54.0052,47.7909,68.7856,65.9418,69.66,69.0515,69.1029,55.1286,68.5901,45.349,68.9007,40.0412,59.328
FUE 22,61.1362,61.1353,61.1336,61.1067,61.0886,61.0468,60.9571,60.9135,60.0575,60.6731,60.7494,60.5065,58.442,60.5775,57.4604,60.3519,60.5415,56.7511,60.1232,52.5592,60.0216,54.6169,53.1515,43.5806,37.3729,58.1192,55.3939,58.9396,58.3697,58.418,44.7015,57.9344,34.9318,58.2277,29.6248,48.8829
FUE 23,63.6261,63.625,63.623,63.5915,63.5703,63.5215,63.417,63.3664,62.3867,63.0884,63.1764,62.8971,60.6009,62.9784,59.5449,62.7206,62.9372,58.7921,62.4609,54.4515,62.3463,56.564,55.0569,45.395,39.1787,60.2516,57.3698,61.1437,60.5225,60.5749,46.5192,60.0526,36.7366,60.3688,31.4285,50.7241
FUE 24,76.3293,76.3281,76.3261,76.2926,76.2702,76.2185,76.1079,76.0544,75.0252,75.7611,75.8538,75.5599,73.1742,75.6454,72.0909,75.3746,75.602,71.3223,75.1028,66.9296,74.9829,69.061,67.5395,57.8467,51.6276,72.8151,69.8769,73.734,73.0935,73.1474,58.972,72.6108,49.1851,72.9355,43.8766,63.1848
FUE 25,63.4408,63.4398,63.4385,63.4167,63.4055,63.3156,63.196,63.0314,62.8897,63.1299,62.6994,63.0577,62.3495,62.8782,61.7558,62.8899,62.6225,61.9081,62.3485,57.7079,61.7075,61.3465,50.058,52.7466,56.5171,61.4207,40.6514,59.9599,60.6842,58.473,45.935,56.3197,56.4026,60.2316,52.526,37.7109
FUE 26,95.3943,95.3931,95.3915,95.3654,95.352,95.2445,95.1023,94.9078,94.7412,95.0241,94.5192,94.9387,94.1149,94.7278,93.4397,94.7415,94.4299,93.6117,94.1137,89.0696,93.3852,92.981,81.2558,83.9731,87.8307,93.0638,71.8198,91.4609,92.2491,89.8737,77.1125,87.6266,87.7123,91.7552,83.7494,68.8774
FUE 27,64.6312,64.63,64.6285,64.603,64.5898,64.4848,64.3456,64.1551,63.9919,64.269,63.7741,64.1854,63.377,63.9787,62.7124,63.9922,63.6864,62.8818,63.3759,58.3826,62.6587,62.2601,50.5884,53.3023,57.1495,62.3418,41.1558,60.7568,61.537,59.182,46.4474,56.9462,57.0316,61.0483,53.0789,38.2136
