,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,66.873,66.8585,66.8434,66.8402,66.7029,66.6707,66.1062,65.8083,66.2594,61.2503,65.1929,62.2954,63.5528,65.5483,62.6365,61.193,53.4183,63.7108,64.5561,64.9139,64.3527,58.2661,61.7331,47.1942,52.3524,44.5345,42.3072,63.7311,38.9823,61.7296,54.9442,31.3852,61.7088,45.7015,50.3551,63.4991
FUE 2,78.6513,78.6371,78.6224,78.6193,78.4857,78.4544,77.9041,77.613,78.0537,73.1174,77.0102,74.1533,75.3963,77.3585,74.4909,73.0606,65.3137,75.5522,76.3847,76.7363,76.1846,70.15,73.5962,59.0939,64.2491,56.4349,54.2079,75.5722,50.8832,73.5927,66.8373,43.2862,73.5721,57.6016,62.2534,75.3433
FUE 3,102.4613,102.4465,102.4312,102.4279,102.2884,102.2557,101.6832,101.3814,101.8385,96.7881,100.7588,97.8384,99.1039,101.1183,98.1814,96.7306,88.9403,99.2631,100.1155,100.4768,99.9102,93.7945,97.2732,82.7138,87.8737,80.0538,77.8263,99.2836,74.5013,97.2695,90.4675,66.9041,97.2487,81.2209,85.8755,99.0498
FUE 4,72.9785,72.9644,72.9499,72.9467,72.814,72.7829,72.2359,71.9462,72.3846,67.4652,71.3464,68.4989,69.7385,71.6931,68.8357,67.4084,59.6682,69.8939,70.7235,71.0737,70.5241,64.5018,67.9431,53.4494,58.6039,50.7905,48.5635,69.9139,45.239,67.9395,61.1912,37.642,67.919,51.9572,56.6085,69.6857
FUE 5,54.879,54.8631,54.8466,54.8431,54.6935,54.6585,54.0483,53.7286,54.2133,48.9766,53.0731,50.0496,51.3512,53.4509,50.4014,48.918,41.06,51.5157,52.4006,52.7777,52.1869,45.9419,49.4715,34.8234,39.9906,32.1619,29.9338,51.5369,26.6082,49.4678,42.5929,19.0106,49.4465,33.3295,37.9885,51.2953
FUE 6,61.9441,61.9312,61.9179,61.915,61.7934,61.7648,61.2599,60.9907,61.3976,56.7049,60.4293,57.709,58.9029,60.7544,58.0346,56.6496,49.0011,59.0516,59.8414,60.1725,59.6522,53.7965,57.17,42.7966,47.9409,40.1398,37.9138,59.0707,34.59,57.1665,50.5163,26.9936,57.1466,41.3057,45.9509,58.8522
FUE 7,54.1253,54.1107,54.0954,54.0921,53.9536,53.9211,53.3519,53.0517,53.5064,48.4731,52.4322,49.5212,50.7833,52.7899,49.8634,48.4156,40.6318,50.9421,51.7915,52.1514,51.587,45.4833,48.9572,34.4062,39.5655,31.7464,29.519,50.9625,26.1941,48.9536,42.1585,18.5969,48.9328,32.9134,37.5676,50.7294
FUE 8,55.4017,55.3804,55.3582,55.3535,55.154,55.1076,54.3171,53.9152,54.5277,48.5061,53.1128,49.666,51.11,53.572,50.0518,48.4434,40.3395,51.2962,52.3149,52.7595,52.0659,45.3197,49.0382,34.0673,39.2599,31.4008,29.1703,51.3202,25.8428,49.0342,41.8923,18.2438,49.0112,32.5703,37.2443,51.0469
FUE 9,67.6307,67.6177,67.6041,67.6012,67.4775,67.4484,66.9357,66.6626,67.0754,62.3393,66.0939,63.3492,64.5519,66.4231,63.6769,62.2837,54.6172,64.7019,65.4994,65.8341,65.3082,59.4201,62.8069,48.4098,53.5561,45.7526,43.5264,64.7212,40.2024,62.8034,56.1339,32.606,62.7834,46.9186,51.5651,64.5009
FUE 10,55.2234,55.2126,55.2014,55.199,55.0964,55.0722,54.6412,54.4085,54.7595,50.498,53.9172,51.442,52.5451,54.2027,51.745,50.4456,42.9921,52.6809,53.3946,53.6899,53.2248,47.7049,50.9368,36.8191,41.9408,34.1669,31.9431,52.6983,28.621,50.9336,44.49,21.0259,50.9148,35.3311,39.9628,52.4988
FUE 11,56.3272,56.3063,56.2845,56.2799,56.084,56.0384,55.2608,54.8646,55.4682,49.4974,54.072,50.6521,52.0873,54.5258,51.0358,49.4349,41.3453,52.2722,53.2824,53.7226,53.0357,46.3199,50.0273,35.0751,40.2662,32.4089,30.1784,52.296,26.8511,50.0233,42.8969,19.2521,50.0004,33.5782,38.2514,52.0247
FUE 12,104.1857,104.171,104.1557,104.1524,104.0133,103.9807,103.4095,103.1083,103.5644,98.5209,102.4869,99.5703,100.8344,102.8457,99.913,98.4634,90.6756,100.9934,101.8447,102.2054,101.6397,95.5288,99.0055,84.4495,89.6092,81.7896,79.5621,101.0139,76.2372,99.0019,92.2027,68.64,98.9811,82.9566,87.6111,100.7804
FUE 13,74.9615,74.9488,74.9226,74.9278,74.6483,74.6479,74.1154,71.9967,73.8077,66.1739,73.737,73.1428,73.3383,73.1408,62.1628,59.6957,64.3185,65.0269,72.9376,72.1412,69.0225,71.539,72.2654,61.5415,56.5213,61.398,61.4259,69.4873,62.2833,71.6538,70.129,66.1302,61.0444,67.8598,55.0596,69.6888
FUE 14,56.3959,56.3869,56.3683,56.372,56.1723,56.1721,55.7817,54.1133,55.5505,48.8866,55.4967,55.0373,55.19,55.0357,45.0142,42.5875,47.1107,47.7925,54.8754,54.2323,51.5303,53.7317,54.3341,44.4053,39.4408,44.2645,44.2918,51.9482,45.1321,53.828,52.5176,48.8452,43.917,50.4664,37.9865,52.1281
FUE 15,82.059,82.0474,82.0234,82.0282,81.7721,81.7718,81.2801,79.2849,80.9941,73.6116,80.9281,80.3712,80.555,80.3694,69.6331,67.1754,71.775,72.4771,80.1778,79.4226,76.4105,78.8471,79.5409,69.0147,64.0073,68.8718,68.8996,76.8637,69.753,78.9571,77.4873,73.5685,68.5196,75.272,62.5474,77.0598
FUE 16,67.258,67.2461,67.2216,67.2264,66.9642,66.9639,66.4615,64.4333,66.1697,58.7191,66.1025,65.5356,65.7226,65.5338,54.7316,52.2713,56.8773,57.5812,65.3391,64.5729,61.5318,63.9902,64.6927,54.1124,49.1015,53.9694,53.9971,61.9881,54.8517,64.1014,62.6167,58.6759,53.6168,60.3866,47.641,62.1857
FUE 17,77.7911,77.7791,77.7545,77.7594,77.496,77.4957,76.9913,74.9569,76.6984,69.2353,76.631,76.0623,76.2498,76.0604,65.2462,62.7853,67.3926,68.0968,75.8652,75.0969,72.0505,74.5129,75.217,64.6268,59.6152,64.4837,64.5115,72.5074,65.3662,74.6243,73.1368,69.1921,64.1311,70.9041,58.1547,72.7053
FUE 18,63.9686,63.9554,63.9282,63.9336,63.6439,63.6435,63.0933,60.9227,62.7764,55.0396,62.7036,62.0936,62.2941,62.0916,51.0158,48.545,53.1769,53.8877,61.8834,61.07,57.908,60.4568,61.1966,50.3934,45.3682,50.2497,50.2776,58.3773,51.1365,60.5735,59.0263,54.9958,49.8955,56.7356,43.9059,58.5811
FUE 19,55.1424,55.1334,55.1149,55.1186,54.9191,54.9189,54.5288,52.8615,54.2977,47.6364,54.2441,53.7849,53.9376,53.7834,43.7645,41.3379,45.8608,46.5425,53.6231,52.9805,50.2795,52.4801,53.0821,43.1556,38.1913,43.0148,43.0421,50.6974,43.8824,52.5763,51.2665,47.5951,42.6673,49.216,36.737,50.8772
FUE 20,63.9989,63.9872,63.9633,63.968,63.7114,63.7111,63.2187,61.2209,62.9322,55.5444,62.8661,62.3085,62.4925,62.3066,51.5653,49.1073,53.7074,54.4097,62.1148,61.3588,58.3445,60.7828,61.4771,50.9468,45.9391,50.8039,50.8317,58.7979,51.6852,60.8928,59.4218,55.5013,50.4517,57.2054,44.4792,58.9941
FUE 21,73.0773,73.0654,73.0409,73.0458,72.7842,72.7838,72.2825,70.2575,71.9913,64.5473,71.9242,71.3583,71.5449,71.3565,60.5607,58.1006,62.7061,63.4098,71.1621,70.3969,67.3587,69.8149,70.5166,59.9416,54.931,59.7986,59.8263,67.8147,60.6808,69.926,68.4428,64.5041,59.446,66.2141,53.4706,68.0122
FUE 22,61.8712,61.8602,61.8376,61.8421,61.6,61.5997,61.1328,59.2145,60.8599,53.6393,60.7969,60.2632,60.4396,60.2614,49.6831,47.2317,51.8155,52.5134,60.0772,59.348,56.4051,58.7895,59.4624,49.0666,44.0681,48.9242,48.9518,56.8506,49.8025,58.8964,57.4623,53.5966,48.573,55.2826,42.6093,57.0432
FUE 23,66.3812,66.3683,66.3418,66.347,66.0644,66.0641,65.5261,63.3913,65.2155,57.5497,65.1442,64.5451,64.7422,64.5432,53.5346,51.0664,55.692,56.4012,64.3384,63.5367,60.4045,62.9311,63.6617,52.913,47.8912,52.7694,52.7973,60.8707,53.6552,63.0465,61.5147,57.506,52.4157,59.2388,46.4294,61.073
FUE 24,64.4085,64.395,64.3673,64.3728,64.0779,64.0775,63.5183,61.3217,63.1967,55.4091,63.1229,62.505,62.708,62.503,51.3791,48.9066,53.5428,54.2549,62.2924,61.4704,58.2871,60.8518,61.5982,50.7562,45.7286,50.6123,50.6403,58.7587,51.5,60.9695,59.4113,55.3652,50.2579,57.11,44.266,58.9635
FUE 25,62.0403,62.0296,61.9932,62.0033,61.62,61.5019,61.6619,59.0621,59.296,59.2989,60.6011,60.8885,60.7464,57.9337,56.0923,56.6179,58.8936,46.4498,59.1467,55.3728,42.197,59.8755,59.7547,57.8367,56.7984,57.5906,57.3802,47.4208,57.4919,58.7188,59.0834,58.2827,37.4938,58.5301,55.6798,49.649
FUE 26,91.6915,91.6802,91.6418,91.6525,91.2492,91.1255,91.2933,88.5968,88.8372,88.8401,90.1857,90.4846,90.3367,87.4418,85.5696,86.1027,88.4238,75.8757,88.6837,84.8413,71.619,89.4343,89.3096,87.3429,86.286,87.0919,86.8776,76.8482,86.9914,88.2447,88.6186,87.7983,66.9142,88.0514,85.1518,79.0817
FUE 27,56.1246,56.1161,56.0871,56.0952,55.7872,55.6913,55.8212,53.6123,53.8187,53.8212,54.944,55.1853,55.0664,52.5997,50.8971,51.3885,53.4628,41.4995,53.6871,50.2186,37.2659,54.3241,54.2195,52.5114,51.5563,52.2867,52.0937,42.4628,52.1963,53.3072,53.6311,52.9157,32.5704,53.1383,50.5088,44.6654
FUE 28,70.8938,70.8834,70.8478,70.8577,70.4831,70.3677,70.5242,67.9679,68.1989,68.2017,69.4842,69.7665,69.627,66.8518,65.0247,65.5468,67.8014,55.4064,68.0514,64.3093,51.1555,68.7703,68.6513,66.7557,65.726,66.5118,66.3032,56.3766,66.4139,67.6287,67.9889,67.1973,46.453,67.4421,64.6146,58.6024
FUE 29,56.955,56.9457,56.9137,56.9226,56.5848,56.4801,56.6219,54.2535,54.4714,54.4741,55.6709,55.9309,55.8026,53.192,51.4298,51.936,54.096,41.9243,54.3324,50.7334,37.6822,55.0076,54.8963,53.1,52.1092,52.8662,52.6657,42.8911,52.7722,53.9323,54.2733,53.522,32.9832,53.7551,51.031,45.1051
FUE 30,55.2759,55.2599,55.2051,55.2203,54.6572,54.4883,54.7177,51.3236,51.6068,51.6103,53.2565,53.6396,53.4492,49.9971,47.9359,48.514,51.1215,37.9458,51.4256,47.1548,33.6677,52.3233,52.1721,49.8858,48.7142,49.6047,49.3662,38.9269,49.4926,50.9135,51.3492,50.401,28.9544,50.6907,47.4867,41.1895
FUE 31,59.0662,59.0544,59.014,59.0253,58.6027,58.4734,58.6488,55.8606,56.1069,56.11,57.4963,57.8062,57.6528,54.6811,52.7808,53.3207,55.6835,43.0408,55.9496,52.0444,38.7807,56.7205,56.5923,54.5803,53.5065,54.3249,54.1071,44.0147,54.2227,55.5003,55.883,55.0444,34.0745,55.3027,52.3582,46.2528
FUE 32,65.6255,65.6142,65.5756,65.5864,65.1815,65.0572,65.2257,62.5213,62.7622,62.7652,64.1142,64.4141,64.2658,61.3642,59.4895,60.0232,62.348,49.7915,62.6083,58.7604,45.5345,63.3607,63.2358,61.2651,60.2067,61.0138,60.7991,50.7641,60.913,62.1685,62.5432,61.7212,40.8296,61.9748,59.0713,52.998
FUE 33,58.4082,58.3991,58.368,58.3766,58.0473,57.945,58.0835,55.7596,55.9743,55.9769,57.1532,57.408,57.2823,54.7115,52.9654,53.4676,55.6043,43.4888,55.8373,52.2739,39.249,56.502,56.3925,54.6205,53.6394,54.3891,54.1907,44.4547,54.2961,55.4428,55.7791,55.0376,34.5509,55.2678,52.5694,46.6657
FUE 34,55.2192,55.2025,55.1454,55.1613,54.5763,54.4015,54.6391,51.1594,51.4474,51.451,53.1326,53.526,53.3304,49.8142,47.7331,48.3159,50.954,37.7139,51.2631,46.9467,33.4337,52.1777,52.0233,49.7014,48.5179,49.4172,49.1762,38.6959,49.3039,50.7429,51.1854,50.2232,28.7197,50.5168,47.2807,40.9612
FUE 35,108.8008,108.7892,108.7497,108.7607,108.3472,108.2205,108.3924,105.6468,105.8904,105.8934,107.2608,107.5656,107.4148,104.4786,102.5913,103.1281,105.4716,92.8724,105.7348,101.8586,88.6138,106.4964,106.3698,104.3787,103.3127,104.1254,103.9092,93.8456,104.0239,105.2903,105.6689,104.8388,83.9083,105.0947,102.1709,96.0816
FUE 36,56.4155,56.4067,56.3769,56.3852,56.0687,55.9703,56.1036,53.8489,54.0586,54.0611,55.2054,55.452,55.3304,52.8219,51.1017,51.5974,53.697,41.6718,53.9248,50.4178,37.4356,54.5729,54.4663,52.7325,51.7669,52.5051,52.31,42.6361,52.4136,53.539,53.8679,53.142,32.739,53.3677,50.7103,44.8422
FUE 37,55.5125,55.4987,55.4544,55.4555,55.1758,54.7785,55.2532,54.2645,52.26,54.1507,51.5919,53.7891,53.0754,43.312,53.272,53.2918,53.6055,50.6606,46.5507,33.9399,45.452,52.4192,51.1484,52.8554,52.62,52.6042,52.37,33.7832,52.3143,48.5459,51.6766,52.2679,47.8839,51.969,51.7814,27.5395
FUE 38,54.2037,54.192,54.1545,54.1554,53.917,53.5746,53.9833,53.1255,51.3176,53.0251,50.6986,52.7043,52.0628,42.6796,52.2405,52.2584,52.5403,49.8251,45.8666,33.3492,44.7898,51.464,50.2841,51.8629,51.6481,51.6336,51.4188,33.1927,51.3676,47.8052,50.7775,51.3249,47.1648,51.0489,50.8749,26.953
FUE 39,55.0748,55.0649,55.0329,55.0337,54.8298,54.5342,54.8866,54.1418,52.5161,54.0534,51.9453,53.7693,53.1944,44.201,53.3545,53.3706,53.6232,51.1297,47.3308,34.9177,46.278,52.6502,51.5597,53.0135,52.8182,52.805,52.6088,34.7615,52.562,49.2084,52.0184,52.5228,48.5911,52.2691,52.1085,28.5264
FUE 40,88.1429,88.1296,88.087,88.0881,87.8185,87.4346,87.8932,86.9363,84.9783,86.8257,84.3216,86.4739,85.7773,76.1004,85.9695,85.9888,86.295,83.4035,79.3276,66.7374,78.2338,85.1345,83.8847,85.562,85.3315,85.3159,85.0862,66.5808,85.0316,81.3102,84.4049,84.9861,80.653,84.6925,84.508,60.3379
FUE 41,62.2348,62.2232,62.1858,62.1867,61.9493,61.6082,62.0153,61.1607,59.3577,61.0606,58.7401,60.7408,60.1011,50.7281,60.2784,60.2963,60.5773,57.8681,53.9137,41.3989,52.8375,59.5038,58.3263,59.9018,59.6875,59.673,59.4587,41.2424,59.4077,55.8507,58.8188,59.3651,55.2109,59.0896,58.916,35.0029
FUE 42,54.2411,54.2244,54.171,54.1723,53.8375,53.3689,53.9298,52.7732,50.5369,52.6427,49.8143,52.2315,51.4326,41.2655,51.6511,51.6732,52.0245,48.8205,44.5549,31.8533,43.4345,50.7105,49.3392,51.1892,50.9303,50.913,50.6568,31.6964,50.5961,46.6071,49.9054,50.5456,45.9231,50.2211,50.0183,25.4489
