,FBS,Bid
FUE 1,1,0.64595
FUE 2,1,0.62676
FUE 3,1,0.22025
FUE 4,1,0.55231
FUE 5,1,0.46991
FUE 6,1,0.58515
FUE 7,1,0.52709
FUE 8,1,0.74524
FUE 9,1,0.61845
FUE 10,2,0.57471
FUE 11,2,0.32544
FUE 12,2,0.57972
FUE 13,2,0.047494
FUE 14,2,0.14945
FUE 15,2,0.54683
FUE 16,2,0.86522
FUE 17,2,0.1682
FUE 18,2,0.43632
FUE 19,3,0.20559
FUE 20,3,0.70072
FUE 21,3,0.25257
FUE 22,3,0.084317
FUE 23,3,0.092929
FUE 24,3,0.98778
FUE 25,3,0.98255
FUE 26,3,0.88397
FUE 27,3,0.76077
FUE 28,4,0.11851
FUE 29,4,0.90809
FUE 30,4,0.43802
FUE 31,4,0.82663
FUE 32,4,0.09002
FUE 33,4,0.29618
FUE 34,4,0.34103
FUE 35,4,0.2579
FUE 36,4,0.76547
FUE 37,5,0.51585
FUE 38,5,0.28108
FUE 39,5,0.4693
FUE 40,5,0.69814
FUE 41,5,0.37873
FUE 42,5,0.6818
FUE 43,5,0.41514
FUE 44,5,0.0065222
FUE 45,5,0.94591
FUE 46,6,0.83068
FUE 47,6,0.86964
FUE 48,6,0.86213
FUE 49,6,0.52125
FUE 50,6,0.65527
FUE 51,6,0.12137
FUE 52,6,0.71116
FUE 53,6,0.78335
FUE 54,6,0.48925
