,FBS,Bid
FUE 1,1,0.9475
FUE 2,1,0.029578
FUE 3,1,0.619
FUE 4,1,0.51125
FUE 5,1,0.38995
FUE 6,1,0.47572
FUE 7,1,0.67291
FUE 8,1,0.77423
FUE 9,1,0.26063
FUE 10,1,0.69869
FUE 11,1,0.28416
FUE 12,2,0.99901
FUE 13,2,0.91427
FUE 14,2,0.54365
FUE 15,2,0.94977
FUE 16,2,0.60043
FUE 17,2,0.49161
FUE 18,2,0.64058
FUE 19,2,0.63676
FUE 20,2,0.88145
FUE 21,2,0.47585
FUE 22,2,0.98238
FUE 23,3,0.30068
FUE 24,3,0.97198
FUE 25,3,0.0051305
FUE 26,3,0.1887
FUE 27,3,0.73571
FUE 28,3,0.82476
FUE 29,3,0.80476
FUE 30,3,0.8493
FUE 31,3,0.83456
FUE 32,3,0.75232
FUE 33,3,0.38355
FUE 34,4,0.78934
FUE 35,4,0.89996
FUE 36,4,0.39622
FUE 37,4,0.027478
FUE 38,4,0.61808
FUE 39,4,0.076446
FUE 40,4,0.50052
FUE 41,4,0.088872
FUE 42,4,0.65903
FUE 43,4,0.90152
FUE 44,4,0.53411
FUE 45,5,0.43653
FUE 46,5,0.38791
FUE 47,5,0.29305
FUE 48,5,0.23543
FUE 49,5,0.32504
FUE 50,5,0.91939
FUE 51,5,0.066429
FUE 52,5,0.64159
FUE 53,5,0.44104
FUE 54,5,0.89281
FUE 55,5,0.96676
FUE 56,6,0.87232
FUE 57,6,0.44394
FUE 58,6,0.70683
FUE 59,6,0.62442
FUE 60,6,0.18484
FUE 61,6,0.49316
FUE 62,6,0.44674
FUE 63,6,0.77644
FUE 64,6,0.06775
FUE 65,6,0.79185
FUE 66,6,0.048594
