,FBS,Bid
FUE 1,1,0.94663
FUE 2,1,0.79971
FUE 3,1,0.49934
FUE 4,1,0.22056
FUE 5,1,0.28933
FUE 6,1,0.8116
FUE 7,1,0.047267
FUE 8,1,0.42195
FUE 9,1,0.22114
FUE 10,1,0.70833
FUE 11,1,0.54597
FUE 12,1,0.61583
FUE 13,1,0.16719
FUE 14,2,0.84692
FUE 15,2,0.2179
FUE 16,2,0.11512
FUE 17,2,0.63531
FUE 18,2,0.65108
FUE 19,2,0.3485
FUE 20,2,0.80501
FUE 21,2,0.13627
FUE 22,2,0.71553
FUE 23,2,0.065699
FUE 24,2,0.69074
FUE 25,2,0.23229
FUE 26,2,0.18872
FUE 27,3,0.14936
FUE 28,3,0.14066
FUE 29,3,0.043935
FUE 30,3,0.52382
FUE 31,3,0.56763
FUE 32,3,0.02839
FUE 33,3,0.89628
FUE 34,3,0.3708
FUE 35,3,0.342
FUE 36,3,0.71251
FUE 37,3,0.46028
FUE 38,3,0.13036
FUE 39,3,0.87203
FUE 40,4,0.67396
FUE 41,4,0.72126
FUE 42,4,0.88017
FUE 43,4,0.38523
FUE 44,4,0.22968
FUE 45,4,0.0079032
FUE 46,4,0.0011378
FUE 47,4,0.30397
FUE 48,4,0.73254
FUE 49,4,0.34845
FUE 50,4,0.39799
FUE 51,4,0.43301
FUE 52,4,0.16924
FUE 53,5,0.056132
FUE 54,5,0.75424
FUE 55,5,0.82693
FUE 56,5,0.32737
FUE 57,5,0.41438
FUE 58,5,0.35172
FUE 59,5,0.13734
FUE 60,5,0.8362
FUE 61,5,0.0022336
FUE 62,5,0.71803
FUE 63,5,0.87126
FUE 64,5,0.37633
FUE 65,5,0.36585
FUE 66,6,0.37267
FUE 67,6,0.95042
FUE 68,6,0.61628
FUE 69,6,0.83918
FUE 70,6,0.027833
FUE 71,6,0.42531
FUE 72,6,0.30666
FUE 73,6,0.3835
FUE 74,6,0.83585
FUE 75,6,0.73731
FUE 76,6,0.86645
FUE 77,6,0.72922
FUE 78,6,0.29936
