,FBS,Bid
FUE 1,1,0.40034
FUE 2,1,0.29413
FUE 3,1,0.67586
FUE 4,1,0.070849
FUE 5,1,0.84746
FUE 6,1,0.32535
FUE 7,1,0.015623
FUE 8,1,0.38035
FUE 9,1,0.7164
FUE 10,1,0.5977
FUE 11,2,0.1547
FUE 12,2,0.85188
FUE 13,2,0.7727
FUE 14,2,0.56571
FUE 15,2,0.85029
FUE 16,2,0.81928
FUE 17,2,0.77805
FUE 18,2,0.22534
FUE 19,2,0.64542
FUE 20,2,0.061134
FUE 21,3,0.90045
FUE 22,3,0.29121
FUE 23,3,0.5215
FUE 24,3,0.59613
FUE 25,3,0.16874
FUE 26,3,0.82417
FUE 27,3,0.37656
FUE 28,3,0.36309
FUE 29,3,0.48112
FUE 30,3,0.0428
FUE 31,4,0.44808
FUE 32,4,0.25116
FUE 33,4,0.26775
FUE 34,4,0.43927
FUE 35,4,0.72668
FUE 36,4,0.40725
FUE 37,4,0.22076
FUE 38,4,0.36831
FUE 39,4,0.9772
FUE 40,4,0.84531
FUE 41,5,0.31679
FUE 42,5,0.90402
FUE 43,5,0.97906
FUE 44,5,0.55881
FUE 45,5,0.021368
FUE 46,5,0.63527
FUE 47,5,0.82456
FUE 48,5,0.95528
FUE 49,5,0.02188
FUE 50,5,0.64631
FUE 51,6,0.4612
FUE 52,6,0.61698
FUE 53,6,0.084399
FUE 54,6,0.22648
FUE 55,6,0.3214
FUE 56,6,0.76757
FUE 57,6,0.33947
FUE 58,6,0.47752
FUE 59,6,0.87546
FUE 60,6,0.63335
