,FBS,Bid
FUE 1,1,0.96308
FUE 2,1,0.53831
FUE 3,1,0.35271
FUE 4,1,0.76051
FUE 5,1,0.98228
FUE 6,1,0.3814
FUE 7,1,0.97889
FUE 8,1,0.081207
FUE 9,1,0.40047
FUE 10,2,0.17489
FUE 11,2,0.4829
FUE 12,2,0.08051
FUE 13,2,0.026274
FUE 14,2,0.56222
FUE 15,2,0.41836
FUE 16,2,0.23351
FUE 17,2,0.063581
FUE 18,2,0.013572
FUE 19,3,0.78114
FUE 20,3,0.66709
FUE 21,3,0.27867
FUE 22,3,0.40767
FUE 23,3,0.32623
FUE 24,3,0.89895
FUE 25,3,0.40906
FUE 26,3,0.64736
FUE 27,3,0.70435
FUE 28,4,0.094091
FUE 29,4,0.35023
FUE 30,4,0.70539
FUE 31,4,0.45931
FUE 32,4,0.6068
FUE 33,4,0.2102
FUE 34,4,0.53581
FUE 35,4,0.40198
FUE 36,4,0.31376
FUE 37,5,0.37341
FUE 38,5,0.045014
FUE 39,5,0.11787
FUE 40,5,0.015476
FUE 41,5,0.36045
FUE 42,5,0.69822
FUE 43,5,0.72596
FUE 44,5,0.25862
FUE 45,5,0.83444
FUE 46,6,0.50122
FUE 47,6,0.46917
FUE 48,6,0.17344
FUE 49,6,0.15216
FUE 50,6,0.46854
FUE 51,6,0.29927
FUE 52,6,0.57432
FUE 53,6,0.96169
FUE 54,6,0.93653
