,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,65.9475,65.9308,65.7633,65.3045,65.57,65.1205,64.4307,65.5385,61.7405,62.8969,64.3192,64.8653,64.6522,52.5889,63.9904,64.4384,50.8247,51.5306,48.1533,64.2967,59.117,60.8203,62.7115,41.2557,59.1126,56.26,55.4964,63.3599,62.8779,59.2488,61.4709,62.9319,40.846,36.5719,62.9053,61.1256
FUE 2,98.5295,98.5106,98.3218,97.8094,98.1051,97.6055,96.8492,98.0699,93.9854,95.2027,96.728,97.3244,97.0908,84.663,96.3721,96.8576,82.8911,83.5997,80.2125,96.7036,91.2729,93.0275,95.0064,73.3084,91.2684,88.365,87.5926,95.6954,95.1826,91.408,93.7039,95.2399,72.8985,68.6235,95.2117,93.3444
FUE 3,62.5247,62.5047,62.3049,61.765,62.0762,61.5512,60.7618,62.0391,57.8151,59.0609,60.6358,61.257,61.0133,48.4157,60.2666,60.7705,46.6404,47.3502,43.9588,60.6104,55.0619,56.8398,58.8594,37.0518,55.0574,52.1313,51.3551,59.5677,59.0403,55.1985,57.528,59.0991,36.6418,32.3664,59.0702,57.162
FUE 4,78.5227,78.5025,78.3017,77.7593,78.0719,77.5446,76.7521,78.0347,73.7979,75.0463,76.6257,77.2492,77.0045,64.3917,76.2553,76.7609,62.6161,63.326,59.9342,76.6002,71.0411,72.8211,74.8443,53.0269,71.0366,68.1085,67.3319,75.5544,75.0256,71.1778,73.5104,75.0846,52.617,48.3415,75.0556,73.1438
FUE 5,57.9836,57.9669,57.7996,57.3416,57.6066,57.1579,56.4691,57.5752,53.7816,54.937,56.3578,56.9031,56.6903,44.6328,56.0294,56.4768,42.8687,43.5746,40.1974,56.3353,51.1595,52.862,54.7518,33.3,51.1552,48.3034,47.5399,55.3996,54.9181,51.2913,53.5122,54.972,32.8902,28.6162,54.9455,53.1671
FUE 6,58.5399,58.5228,58.3522,57.8854,58.1553,57.6984,56.9986,58.1233,54.2815,55.4474,56.8856,57.4393,57.2231,45.1026,56.5526,57.0064,43.3372,44.0435,40.6646,56.8628,51.6439,53.3554,55.2603,33.766,51.6395,48.7787,48.0137,55.915,55.4283,51.7762,54.01,55.4828,33.3562,29.082,55.456,53.6625
FUE 7,62.119,62.1002,61.9126,61.403,61.6971,61.2002,60.4473,61.6621,57.5922,58.8065,60.3266,60.9203,60.6878,48.278,59.972,60.4556,46.5065,47.215,43.8283,60.3022,54.884,56.6361,58.6107,36.9244,54.8796,51.9786,51.2066,59.2977,58.7864,55.0189,57.3112,58.8435,36.5146,32.2396,58.8154,56.9525
FUE 8,70.1721,70.151,69.94,69.3723,69.699,69.1485,68.3261,69.6601,65.2992,66.5724,68.1955,68.8413,68.5875,55.828,67.8133,68.3352,54.0496,54.7605,51.3651,68.1692,62.5077,64.3075,66.3659,44.4555,62.5032,59.5561,58.7763,67.0928,66.5512,62.6457,65.0069,66.6115,44.0455,39.7696,66.5818,64.6348
FUE 9,69.4945,69.4742,69.2715,68.7243,69.0395,68.5078,67.7096,69.002,64.7413,65.9945,67.5824,68.2101,67.9637,55.3223,67.2097,67.7184,53.5461,54.2562,50.8637,67.5567,61.9776,63.7615,65.7916,43.956,61.9732,59.0413,58.2641,66.505,65.9737,62.1146,64.4528,66.033,43.546,39.2704,66.0038,64.0851
FUE 10,54.1323,54.1149,53.9406,53.4648,53.7399,53.2745,52.5633,53.7073,49.8162,50.9927,52.4486,53.0109,52.7912,40.6071,52.111,52.5712,38.8402,39.5471,36.1663,52.4255,47.1628,48.8834,50.8037,29.2666,47.1585,44.2887,43.5221,51.4654,50.9733,47.2958,49.5426,51.0284,28.8568,24.5824,51.0013,49.1926
FUE 11,56.1091,56.0918,55.9186,55.4455,55.719,55.2561,54.5483,55.6866,51.8102,52.9835,54.4342,54.9939,54.7753,42.6101,54.098,54.5563,40.8437,41.5503,38.1701,54.4112,49.1615,50.8794,52.7951,31.2707,49.1572,46.29,45.5239,53.4548,52.9643,49.2943,51.5372,53.0192,30.861,26.5866,52.9922,51.188
FUE 12,57.6956,57.6806,57.5301,57.1151,57.3557,56.9475,56.3139,57.3273,53.7782,54.879,56.2108,56.7141,56.5183,44.7907,55.9054,56.3211,43.0343,43.7374,40.3699,56.1899,51.2386,52.8931,54.7035,33.479,51.2344,48.4311,47.6762,55.3156,54.8611,51.3673,53.5196,54.9121,33.0695,28.7963,54.887,53.1876
FUE 13,61.2192,61.2033,61.044,60.6063,60.8598,60.4302,59.7672,60.8298,57.1498,58.2801,59.6597,60.1854,59.9805,48.074,59.342,59.7747,46.3134,47.0181,43.6452,59.638,54.5652,56.246,58.0994,36.7507,54.561,51.7311,50.9714,58.7307,58.2617,54.6956,56.8853,58.3143,36.3411,32.0674,58.2884,56.5462
FUE 14,66.8436,66.8217,66.604,66.0197,66.3557,65.7899,64.9483,66.3156,61.8752,63.1639,64.8149,65.4751,65.2154,52.3636,64.4252,64.9576,50.5835,51.295,47.8975,64.788,59.0621,60.8741,62.9545,40.9864,59.0576,56.0987,55.3169,63.6921,63.1424,59.2008,61.5799,63.2036,40.5764,36.3003,63.1735,61.2042
FUE 15,61.039,61.0238,60.9115,60.7441,60.3355,60.6468,60.4486,60.4361,59.0787,60.0246,60.2795,60.1542,59.3656,55.6112,59.7636,59.6275,53.1933,52.4434,55.7275,59.0405,58.7189,42.9808,59.2336,54.8879,58.4322,57.7579,57.5714,58.6765,58.7977,34.2426,58.62,58.3012,48.5204,53.5271,56.8818,48.8316
FUE 16,63.3138,63.2964,63.1684,62.9784,62.5187,62.8685,62.6454,62.6313,61.1343,62.1723,62.4561,62.3164,61.4468,57.4654,61.8837,61.7338,54.9794,54.215,57.5861,61.0928,60.7448,44.6855,61.3028,56.7175,60.4362,59.7163,59.5184,60.6991,60.8298,35.9399,60.6381,60.2958,50.247,55.3204,58.7911,50.5604
FUE 17,62.9671,62.9442,62.7768,62.531,61.9486,62.3902,62.1075,62.0898,60.278,61.52,61.8705,61.6972,60.6459,56.2075,61.1686,60.9882,53.5974,52.8076,56.3364,60.2295,59.8257,43.1622,60.4758,55.4142,59.4718,58.6593,58.4388,59.7731,59.9239,34.4043,59.703,59.3119,48.7611,53.9513,57.6376,49.0785
FUE 18,54.8019,54.7877,54.6836,54.528,54.1467,54.4375,54.2525,54.2408,52.9599,53.8549,54.0942,53.9767,53.2325,49.6097,53.6091,53.4805,47.2336,46.4925,49.7234,52.9236,52.6169,37.0723,53.1072,48.9013,52.3426,51.6947,51.5147,52.5764,52.6921,28.3388,52.5223,52.2171,42.5979,47.5628,50.8473,42.9076
FUE 19,54.1935,54.1654,53.9608,53.6634,52.972,53.4947,53.1589,53.138,51.068,52.4733,52.8805,52.6785,51.4789,46.7124,52.0702,51.865,44.0228,43.2171,46.8467,51.0141,50.568,33.5015,51.2884,45.8895,50.1804,49.3011,49.0647,50.5102,50.6761,24.7362,50.4333,50.0063,39.1227,44.3848,48.2124,39.4424
FUE 20,108.18,108.1612,108.0238,107.8203,107.3305,107.7029,107.4652,107.4502,105.8733,106.9636,107.264,107.1159,106.2002,102.0961,106.659,106.5014,99.5751,98.8035,102.2191,105.8299,105.4673,89.2405,106.0494,101.3355,105.1467,104.4021,104.1981,105.4198,105.5558,80.4913,105.3564,105.0012,94.8129,99.9198,103.4506,95.1275
FUE 21,104.0714,104.0524,103.9131,103.7069,103.2111,103.588,103.3473,103.3322,101.7397,102.8401,103.1439,102.9941,102.0693,97.9418,102.5325,102.3733,95.4142,94.6413,98.0652,101.696,101.3305,85.0721,101.9172,97.1788,101.0076,100.2582,100.0531,101.2826,101.4197,76.3223,101.2188,100.8611,90.6465,95.7596,99.3018,90.9613
FUE 22,60.2475,60.2308,60.1083,59.9261,59.484,59.8206,59.606,59.5925,58.1429,59.1497,59.4236,59.2889,58.4467,54.5405,58.8705,58.7253,52.0766,51.3169,54.6598,58.1025,57.7633,41.8088,58.3068,53.8006,57.462,56.7573,56.5631,57.7187,57.8462,33.0655,57.6592,57.3248,47.3632,52.4152,55.8482,47.676
FUE 23,66.8275,66.8107,66.6873,66.5038,66.0589,66.3976,66.1817,66.1681,64.7108,65.7227,65.9982,65.8626,65.0161,61.0976,65.442,65.296,58.6301,57.8696,61.2172,64.6702,64.3297,48.358,64.8755,60.3565,64.0272,63.32,63.1252,64.2849,64.4129,39.6144,64.2252,63.8894,53.9136,58.9691,62.4083,54.2265
FUE 24,61.7376,61.7153,61.553,61.3142,60.747,61.1773,60.9019,60.8847,59.1103,60.3283,60.6707,60.5015,59.4718,55.0841,59.9844,59.8075,52.487,51.6998,55.2122,59.0626,58.6651,42.0662,59.3047,54.2956,58.3163,57.5142,57.2962,58.6133,58.7618,33.3095,58.5442,58.1587,47.6613,52.8396,56.503,47.9783
FUE 25,57.4264,57.4118,57.3048,57.145,56.7538,57.052,56.8623,56.8502,55.5417,56.4552,56.7001,56.5798,55.8194,52.1482,56.2038,56.0725,49.7566,49.0122,52.2629,55.5046,55.1925,39.5761,55.6917,51.4344,54.9136,54.256,54.0737,55.1513,55.269,30.8409,55.0963,54.7861,45.1069,50.0875,53.3981,45.4172
FUE 26,60.5552,60.5369,60.4029,60.2041,59.725,60.0894,59.8568,59.8422,58.2932,59.3652,59.6598,59.5147,58.6151,54.5533,59.0663,58.9113,52.0442,51.2751,54.6755,58.2505,57.8929,41.7234,58.4666,53.797,57.5765,56.8404,56.6385,57.846,57.9802,32.9755,57.7835,57.4327,47.2921,52.3877,55.8979,47.6063
FUE 27,85.1504,85.1317,84.9945,84.7914,84.3024,84.6741,84.4368,84.4219,82.8471,83.936,84.236,84.0882,83.1736,79.0727,83.6319,83.4744,76.5526,75.7812,79.1957,82.8038,82.4416,66.2191,83.023,78.3124,82.1213,81.3773,81.1735,82.3941,82.53,57.47,82.3308,81.9759,71.7912,76.8972,80.4265,72.1057
FUE 28,68.1148,68.0978,67.9729,67.7873,67.3376,67.6799,67.4616,67.4478,65.9775,66.998,67.2762,67.1393,66.2851,62.3457,66.7146,66.5674,59.872,59.1102,62.4657,65.9366,65.5935,49.5926,66.1434,61.6023,65.289,64.5776,64.3818,65.5484,65.6774,40.8483,65.4883,65.1504,55.1502,60.2117,63.6614,55.4633
FUE 29,54.9381,54.9073,54.696,54.6253,53.8761,54.5751,54.3805,52.7088,53.7291,53.9762,53.8008,52.6688,48.8341,52.1968,52.3448,50.964,51.3807,51.1746,51.9769,48.2122,52.5454,44.2315,51.8923,51.3574,52.0145,51.8101,51.7396,49.056,50.3408,42.8065,51.2133,48.4535,48.8922,50.1849,42.3506,27.0766
FUE 30,73.0717,73.05,72.8997,72.849,72.2973,72.8128,72.6715,71.3907,72.1862,72.3725,72.2405,71.3586,68.0632,70.9767,71.0973,69.9441,70.2984,70.1238,70.796,67.4957,71.2595,63.7337,70.7261,70.2787,70.8271,70.658,70.5993,68.264,69.4052,62.3506,70.1567,67.7168,68.1159,69.2688,61.9056,46.7278
FUE 31,54.5872,54.5528,54.3181,54.24,53.4185,54.1844,53.9701,52.1625,53.2589,53.5275,53.3367,52.1198,48.1228,51.6189,51.7756,50.3245,50.76,50.5443,51.3867,47.486,51.9885,43.4475,51.2974,50.7356,51.4263,51.2109,51.1367,48.3507,49.6765,42.0117,50.5848,47.7329,48.1824,49.5149,41.5532,26.2552
FUE 32,57.3874,57.3581,57.1576,57.0905,56.3751,57.0427,56.8574,55.2506,56.2341,56.471,56.3029,55.2118,51.4589,54.7541,54.8978,53.5521,53.9594,53.758,54.5404,50.8448,55.0923,46.8946,54.458,53.9366,54.5769,54.3781,54.3093,51.6778,52.9416,45.4752,53.7958,51.0833,51.5162,52.7886,45.0208,29.7596
FUE 33,67.1445,67.1236,66.9789,66.9301,66.3974,66.8952,66.759,65.5173,66.2898,66.4701,66.3424,65.4861,62.2515,65.1137,65.2313,64.1032,64.4505,64.2794,64.9373,61.6906,65.3895,57.9562,64.8689,64.4312,64.9676,64.8024,64.745,62.4497,63.574,56.5786,64.3116,61.9092,62.3035,63.4399,56.135,40.97
FUE 34,54.3448,54.327,54.2038,54.162,53.7023,54.1321,54.0152,52.9269,53.6085,53.7655,53.6544,52.899,49.9179,52.5653,52.6711,51.646,51.9641,51.8076,52.4063,49.3857,52.8128,45.7734,52.3444,51.9465,52.4336,52.2842,52.2321,50.1051,51.1572,44.4206,51.8371,49.5936,49.9671,51.0326,43.9835,28.8772
FUE 35,66.5738,66.5468,66.3617,66.2996,65.6333,66.2553,66.0833,64.5721,65.5011,65.723,65.5656,64.5352,60.908,64.099,64.2361,62.9441,63.3368,63.1428,63.8945,60.3061,64.4215,56.4045,63.8157,63.3148,63.9296,63.739,63.6731,61.1221,62.3531,54.9943,63.1792,60.54,60.9641,62.2045,54.5423,39.3019
