,FBS,Bid
FUE 1,1,0.5322
FUE 2,1,0.74347
FUE 3,1,0.041754
FUE 4,1,0.61326
FUE 5,1,0.099992
FUE 6,1,0.25303
FUE 7,1,0.74893
FUE 8,1,0.14828
FUE 9,1,0.28586
FUE 10,2,0.040767
FUE 11,2,0.66012
FUE 12,2,0.50986
FUE 13,2,0.5403
FUE 14,2,0.59351
FUE 15,2,0.68319
FUE 16,2,0.32521
FUE 17,2,0.87241
FUE 18,2,0.0091757
FUE 19,3,0.81958
FUE 20,3,0.59401
FUE 21,3,0.9839
FUE 22,3,0.28424
FUE 23,3,0.56545
FUE 24,3,0.06333
FUE 25,3,0.31197
FUE 26,3,0.059737
FUE 27,3,0.20946
FUE 28,4,0.63198
FUE 29,4,0.74877
FUE 30,4,0.50385
FUE 31,4,0.061695
FUE 32,4,0.83011
FUE 33,4,0.34155
FUE 34,4,0.18217
FUE 35,4,0.35015
FUE 36,4,0.13576
FUE 37,5,0.049433
FUE 38,5,0.51014
FUE 39,5,0.79755
FUE 40,5,0.24409
FUE 41,5,0.029321
FUE 42,5,0.029679
FUE 43,5,0.013913
FUE 44,5,0.62781
FUE 45,5,0.19745
FUE 46,6,0.79843
FUE 47,6,0.31156
FUE 48,6,0.60015
FUE 49,6,0.037996
FUE 50,6,0.58996
FUE 51,6,0.98184
FUE 52,6,0.046596
FUE 53,6,0.10212
FUE 54,6,0.63801
