,FBS,Bid
FUE 1,1,0.36502
FUE 2,1,0.68856
FUE 3,1,0.85691
FUE 4,1,0.90064
FUE 5,1,0.9515
FUE 6,1,0.90005
FUE 7,1,0.0065369
FUE 8,1,0.041932
FUE 9,2,0.87089
FUE 10,2,0.4444
FUE 11,2,0.44254
FUE 12,2,0.3306
FUE 13,2,0.93967
FUE 14,2,0.71284
FUE 15,2,0.93891
FUE 16,2,0.53096
FUE 17,3,0.021803
FUE 18,3,0.82039
FUE 19,3,0.2875
FUE 20,3,0.86738
FUE 21,3,0.86021
FUE 22,3,0.55063
FUE 23,3,0.45724
FUE 24,3,0.85002
FUE 25,4,0.34778
FUE 26,4,0.23846
FUE 27,4,0.050938
FUE 28,4,0.13496
FUE 29,4,0.57813
FUE 30,4,0.90437
FUE 31,4,0.77117
FUE 32,4,0.70414
FUE 33,5,0.42241
FUE 34,5,0.95786
FUE 35,5,0.75559
FUE 36,5,0.366
FUE 37,5,0.55061
FUE 38,5,0.22143
FUE 39,5,0.25594
FUE 40,5,0.73525
FUE 41,6,0.31555
FUE 42,6,0.42241
FUE 43,6,0.74844
FUE 44,6,0.35309
FUE 45,6,0.44646
FUE 46,6,0.033935
FUE 47,6,0.72801
FUE 48,6,0.62138
