,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,55.0776,55.0364,55.0167,55.0086,55.0322,54.9913,54.9473,54.8044,54.3254,54.4546,51.7001,53.5123,53.3404,53.3771,49.2086,54.1972,51.7401,53.702,41.91,53.6465,47.0635,52.8493,52.4177,52.38,37.0083,51.2929,40.1378,51.6375,52.9227,41.63,52.5603,52.2684,50.5612,38.2439,50.7601,47.9658
FUE 2,61.894,61.8486,61.827,61.8181,61.8441,61.7992,61.7509,61.5945,61.0735,61.2135,58.2888,60.1998,60.0165,60.0556,55.7158,60.9349,58.3306,60.4026,48.3332,60.3432,53.5303,59.4955,59.0405,59.0008,43.4187,57.8648,46.5546,58.2235,59.5732,48.052,59.1905,58.8836,57.1066,44.6563,57.3123,54.4472
FUE 3,66.5561,66.493,66.463,66.4507,66.4867,66.4245,66.3579,66.1439,65.4504,65.6342,62.0788,64.3412,64.1157,64.1637,59.241,65.2703,62.1265,64.5935,51.6062,64.5193,56.9316,63.4857,62.9475,62.901,46.6547,61.5984,49.8092,62.0044,63.5786,51.3216,63.1238,62.7642,60.7535,47.8981,60.9811,57.8926
FUE 4,61.0738,61.0084,60.9773,60.9645,61.0019,60.9374,60.8684,60.6472,59.9323,60.1214,56.4948,58.7955,58.5651,58.6141,53.6303,59.7472,56.5431,59.0534,45.9717,58.9775,51.309,57.923,57.3758,57.3286,41.0169,56.0086,44.1731,56.4194,58.0176,45.6868,57.5549,57.1897,55.1548,42.2608,55.3846,52.2743
FUE 5,94.2956,94.2411,94.2152,94.2045,94.2357,94.1819,94.1241,93.9379,93.3265,93.4896,90.2213,92.3265,92.1203,92.1642,87.4973,93.1659,90.2664,92.5561,79.9672,92.4887,85.2398,91.5395,91.0384,90.9949,75.0308,89.7655,78.1777,90.1509,91.6256,79.684,91.203,90.8668,88.958,76.2718,89.1762,86.1824
FUE 6,104.1296,104.0756,104.0499,104.0393,104.0702,104.0169,103.9596,103.7749,103.168,103.33,100.0782,102.1743,101.9691,102.0128,97.3611,103.0085,100.1232,102.4025,89.8375,102.3355,95.1068,101.3912,100.8923,100.849,84.902,99.6239,88.0485,100.008,101.4769,89.5544,101.0562,100.7214,98.8186,86.1429,99.0363,96.0483
FUE 7,78.9004,78.8429,78.8156,78.8043,78.8372,78.7804,78.7195,78.5236,77.883,78.0534,74.6806,76.8436,76.6304,76.6758,71.914,77.7154,74.7267,77.0815,64.3441,77.0116,69.6368,76.0316,75.5168,75.4723,59.4018,74.2157,62.5517,74.6087,76.1202,64.0603,75.6858,75.3409,73.3942,60.6437,73.6159,70.5864
FUE 8,62.2388,62.1909,62.1681,62.1587,62.1862,62.1388,62.0878,61.9231,61.3767,61.5233,58.4987,60.4668,60.2769,60.3174,55.88,61.2319,58.5415,60.6774,48.4518,60.6156,53.6723,59.7384,59.2698,59.229,43.5304,58.0652,46.6698,58.4319,59.8185,48.1699,59.4241,59.1086,57.2921,44.769,57.5016,54.5972
FUE 9,88.761,88.7079,88.6827,88.6723,88.7027,88.6502,88.5939,88.4122,87.8143,87.974,84.7551,86.8328,86.6299,86.6731,82.0518,87.6569,84.7998,87.0585,74.5414,86.9923,79.804,86.0576,85.5631,85.5201,69.6078,84.3037,72.7533,84.6854,86.1425,74.2584,85.7256,85.3936,83.503,70.8484,83.7195,80.7432
FUE 10,54.9378,54.8983,54.8795,54.8717,54.8944,54.8552,54.813,54.676,54.2156,54.34,51.6632,53.4298,53.2631,53.2988,49.2106,54.0921,51.7025,53.6136,41.9533,53.5599,47.0852,52.7857,52.365,52.3282,37.058,51.2641,40.1842,51.6019,52.8572,41.6738,52.5041,52.2192,50.5448,38.2925,50.7406,47.9804
FUE 11,61.9787,61.9124,61.8809,61.868,61.9058,61.8405,61.7706,61.5466,60.8238,61.0148,57.3619,59.6767,59.4446,59.4939,54.4877,60.6368,57.4105,59.9367,46.8206,59.8602,52.1622,58.798,58.2474,58.2,41.8645,56.8736,45.0213,57.2862,58.8932,46.5355,58.4276,58.0603,56.0166,43.1086,56.2472,53.1289
FUE 12,92.8384,92.7841,92.7584,92.7477,92.7788,92.7252,92.6677,92.4822,91.8732,92.0357,88.7758,90.8764,90.6707,90.7145,86.0554,91.7131,88.8209,91.1053,78.5287,91.0381,83.7995,90.0914,89.5914,89.548,73.5927,88.3208,76.7394,88.7056,90.1773,78.2454,89.7557,89.4202,87.5145,74.8336,87.7324,84.7416
FUE 13,56.1376,56.095,56.0748,56.0664,56.0908,56.0487,56.0033,55.8562,55.3642,55.4968,52.6886,54.5322,54.3567,54.3942,50.1709,55.2328,52.7292,54.726,42.845,54.6692,48.0127,53.8561,53.4171,53.3787,37.9391,52.2761,41.0707,52.6252,53.9309,42.5646,53.562,53.2654,51.5359,39.1754,51.737,48.9198
