,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,95.6368,95.6294,95.6198,95.5998,95.5615,95.4706,95.5452,95.4125,95.221,93.5926,95.0942,94.5676,92.1497,94.1494,94.2118,89.1379,93.8434,91.0061,93.901,90.3607,93.8287,77.588,92.7107,93.5398,92.9324,69.7508,92.9909,93.1574,67.9973,85.2128,93.0501,67.7746,64.9199,65.8699,88.2487,92.2466
FUE 2,63.3954,63.3892,63.3811,63.3643,63.3321,63.2554,63.3184,63.2064,63.0438,61.6216,62.9356,62.4813,60.312,62.1154,62.1703,57.4754,61.8449,59.2485,61.8959,58.6404,61.8318,46.0949,60.8258,61.5744,61.0274,38.2686,61.0803,61.2309,36.5158,53.6579,61.1339,36.2931,33.439,34.3889,56.6194,60.4011
FUE 3,56.8171,56.8091,56.7985,56.7768,56.735,56.6361,56.7173,56.573,56.3654,54.6273,56.2284,55.6626,53.1175,55.2168,55.2831,50.0223,54.8922,51.9351,54.9532,51.272,54.8767,38.3963,53.7017,54.5715,53.9336,30.5544,53.9948,54.1694,28.8006,46.0484,54.0568,28.5778,25.7228,26.6729,49.1179,53.2182
FUE 4,75.2657,75.2586,75.2494,75.2305,75.194,75.1074,75.1785,75.052,74.8692,73.3017,74.748,74.2429,71.897,73.8401,73.9003,68.9342,73.5445,70.776,73.6001,70.141,73.5302,57.4304,72.4445,73.2504,72.6605,49.5961,72.7174,72.8793,47.8428,65.0385,72.775,47.62,44.7655,45.7155,68.0541,71.9917
FUE 5,56.6333,56.6263,56.6171,56.5981,56.5616,56.4749,56.5461,56.4195,56.2367,54.6687,56.1155,55.6101,53.2637,55.2072,55.2674,50.3005,54.9115,52.1424,54.9672,51.5074,54.8973,38.7962,53.8113,54.6174,54.0273,30.9619,54.0842,54.2462,29.2086,46.4045,54.1418,28.9858,26.1313,27.0813,49.4203,53.3584
FUE 6,55.44,55.4339,55.4259,55.4095,55.3778,55.3025,55.3644,55.2543,55.0946,53.6929,54.9882,54.541,52.3971,54.1803,54.2344,49.5795,53.9134,51.3423,53.9638,50.7382,53.9005,38.2181,52.906,53.6463,53.1055,30.3931,53.1579,53.3068,28.6404,45.7741,53.2109,28.4177,25.5637,26.5136,48.7272,52.4855
FUE 7,64.3098,64.3015,64.2907,64.2684,64.2256,64.1241,64.2074,64.0594,63.8469,62.075,63.7067,63.1287,60.5452,62.6744,62.742,57.4256,62.3442,59.3513,62.4062,58.6831,62.3284,45.7779,61.1363,62.0183,61.3712,37.9346,61.4332,61.6102,36.1807,53.4377,61.4961,35.9579,33.1028,34.053,56.5167,60.647
FUE 8,55.856,55.8505,55.8433,55.8285,55.8,55.732,55.7878,55.6884,55.5437,54.2544,55.4471,55.0385,53.0363,54.7064,54.7564,50.3277,54.4593,52.0304,54.506,51.4496,54.4473,39.0799,53.5172,54.2109,53.7049,31.2624,53.7541,53.8937,29.5102,46.5934,53.8038,29.2876,26.4341,27.3838,49.497,53.12
FUE 9,60.5135,60.5052,60.4944,60.4721,60.4293,60.3279,60.4111,60.2632,60.0509,58.2801,59.9108,59.3332,56.7509,58.8792,58.9467,53.6321,58.5492,55.5574,58.6111,54.8894,58.5333,41.9851,57.3418,58.2235,57.5766,34.1418,57.6386,57.8155,32.3879,49.6446,57.7015,32.1651,29.3101,30.2602,52.7234,56.8527
FUE 10,95.2115,95.2043,95.1948,95.1752,95.1376,95.0483,95.1216,94.9913,94.8031,93.1979,94.6785,94.16,91.7694,93.7477,93.8092,88.776,93.4456,90.6342,93.5025,89.9927,93.4311,77.2432,92.3253,93.1456,92.5448,69.4071,92.6027,92.7675,67.6537,84.8618,92.6613,67.4309,64.5763,65.5263,87.8902,91.8655
