,FBS,Bid
FUE 1,1,0.081863
FUE 2,1,0.54873
FUE 3,1,0.73206
FUE 4,1,0.65325
FUE 5,1,0.65303
FUE 6,1,0.68867
FUE 7,1,0.11079
FUE 8,1,0.35785
FUE 9,2,0.60094
FUE 10,2,0.34791
FUE 11,2,0.81206
FUE 12,2,0.11723
FUE 13,2,0.41594
FUE 14,2,0.79478
FUE 15,2,0.87672
FUE 16,2,0.35321
FUE 17,3,0.81507
FUE 18,3,0.12316
FUE 19,3,0.34803
FUE 20,3,0.46059
FUE 21,3,0.45537
FUE 22,3,0.38611
FUE 23,3,0.062243
FUE 24,3,0.42074
FUE 25,4,0.99117
FUE 26,4,0.80854
FUE 27,4,0.54967
FUE 28,4,0.80674
FUE 29,4,0.45563
FUE 30,4,0.5872
FUE 31,4,0.99879
FUE 32,4,0.73366
FUE 33,5,0.46672
FUE 34,5,0.61642
FUE 35,5,0.12908
FUE 36,5,0.89675
FUE 37,5,0.16653
FUE 38,5,0.22241
FUE 39,5,0.62833
FUE 40,5,0.49423
FUE 41,6,0.46108
FUE 42,6,0.10364
FUE 43,6,0.088081
FUE 44,6,0.90746
FUE 45,6,0.39857
FUE 46,6,0.024451
FUE 47,6,0.46689
FUE 48,6,0.85829
