,FBS,Bid
FUE 1,1,0.81394
FUE 2,1,0.76156
FUE 3,1,0.0085125
FUE 4,1,0.79263
FUE 5,1,0.91982
FUE 6,1,0.78054
FUE 7,1,0.91174
FUE 8,1,0.9794
FUE 9,1,0.68038
FUE 10,1,0.64133
FUE 11,2,0.85802
FUE 12,2,0.40207
FUE 13,2,0.12634
FUE 14,2,0.41685
FUE 15,2,0.072763
FUE 16,2,0.072619
FUE 17,2,0.13856
FUE 18,2,0.51639
FUE 19,2,0.33029
FUE 20,2,0.79554
FUE 21,3,0.45856
FUE 22,3,0.58451
FUE 23,3,0.23133
FUE 24,3,0.36985
FUE 25,3,0.63894
FUE 26,3,0.87633
FUE 27,3,0.52352
FUE 28,3,0.90335
FUE 29,3,0.63723
FUE 30,3,0.34287
FUE 31,4,0.56434
FUE 32,4,0.54283
FUE 33,4,0.32181
FUE 34,4,0.51021
FUE 35,4,0.88173
FUE 36,4,0.88671
FUE 37,4,0.57465
FUE 38,4,0.66166
FUE 39,4,0.0051401
FUE 40,4,0.89912
FUE 41,5,0.78879
FUE 42,5,0.077368
FUE 43,5,0.28136
FUE 44,5,0.71333
FUE 45,5,0.056636
FUE 46,5,0.35074
FUE 47,5,0.50297
FUE 48,5,0.89742
FUE 49,5,0.55779
FUE 50,5,0.99332
FUE 51,6,0.5029
FUE 52,6,0.82319
FUE 53,6,0.30222
FUE 54,6,0.90188
FUE 55,6,0.90942
FUE 56,6,0.27742
FUE 57,6,0.75265
FUE 58,6,0.22504
FUE 59,6,0.58335
FUE 60,6,0.4312
