,FBS,Bid
FUE 1,1,0.60576
FUE 2,1,0.12061
FUE 3,1,0.61385
FUE 4,1,0.039177
FUE 5,1,0.72471
FUE 6,1,0.33372
FUE 7,1,0.77151
FUE 8,1,0.94359
FUE 9,1,0.75816
FUE 10,1,0.47496
FUE 11,2,0.66776
FUE 12,2,0.74332
FUE 13,2,0.34766
FUE 14,2,0.89544
FUE 15,2,0.02827
FUE 16,2,0.67631
FUE 17,2,0.1404
FUE 18,2,0.53217
FUE 19,2,0.62853
FUE 20,2,0.045106
FUE 21,3,0.15341
FUE 22,3,0.52902
FUE 23,3,0.69237
FUE 24,3,0.98345
FUE 25,3,0.05582
FUE 26,3,0.96796
FUE 27,3,0.76639
FUE 28,3,0.59855
FUE 29,3,0.61195
FUE 30,3,0.19483
FUE 31,4,0.39931
FUE 32,4,0.12687
FUE 33,4,0.25542
FUE 34,4,0.221
FUE 35,4,0.40324
FUE 36,4,0.51815
FUE 37,4,0.90217
FUE 38,4,0.32513
FUE 39,4,0.41627
FUE 40,4,0.70789
FUE 41,5,0.84926
FUE 42,5,0.20044
FUE 43,5,0.84781
FUE 44,5,0.46091
FUE 45,5,0.086345
FUE 46,5,0.96402
FUE 47,5,0.19997
FUE 48,5,0.31918
FUE 49,5,0.73858
FUE 50,5,0.029747
FUE 51,6,0.67928
FUE 52,6,0.85174
FUE 53,6,0.19234
FUE 54,6,0.038861
FUE 55,6,0.18963
FUE 56,6,0.50999
FUE 57,6,0.71444
FUE 58,6,0.57874
FUE 59,6,0.34565
FUE 60,6,0.16194
