,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,54.1405,54.1367,54.1375,54.1321,54.1202,54.1063,53.9452,53.9896,53.6435,53.6606,53.7357,53.1261,53.3232,53.5631,53.486,53.3996,53.1011,52.5817,44.6019,52.2266,52.6515,51.927,51.3325,37.7852,42.8005,29.2304,50.4613,49.9096,30.4797,48.1336,50.5484,28.7702,45.2835,40.6026,49.3165,33.8038
FUE 2,64.4862,64.4836,64.4842,64.4804,64.472,64.4622,64.348,64.3796,64.131,64.1433,64.1978,63.749,63.8959,64.0724,64.0159,63.9524,63.7303,63.3347,56.2777,63.0579,63.3885,62.8207,62.34,49.6181,54.543,41.0995,61.6142,61.1426,42.3469,59.5717,61.6878,40.64,56.9264,52.3972,60.6263,45.6619
FUE 3,56.7404,56.7379,56.7385,56.7349,56.7269,56.7177,56.6097,56.6396,56.4041,56.4158,56.4674,56.041,56.1808,56.3485,56.2949,56.2345,56.0231,55.6454,48.7414,55.3802,55.6968,55.1522,54.6892,42.1118,47.0193,33.6004,53.9865,53.5281,34.8474,51.9923,54.0579,33.1409,49.3839,44.8835,53.0247,38.1606
FUE 4,60.787,60.7847,60.7852,60.7818,60.7745,60.7659,60.6652,60.6931,60.473,60.4839,60.5322,60.1321,60.2636,60.4209,60.3707,60.314,60.1153,59.7589,53.0463,59.5076,59.8075,59.2911,58.8494,46.4561,51.3406,37.9541,58.1753,57.7333,39.2006,56.2416,58.244,37.4948,53.6808,49.218,57.2461,42.5115
FUE 5,56.2246,56.2215,56.2222,56.2177,56.2078,56.1963,56.062,56.0991,55.8085,55.8229,55.8863,55.3673,55.5363,55.7404,55.675,55.6015,55.3458,54.8952,47.4,54.5831,54.9561,54.3175,53.7845,40.6609,45.6317,32.1238,52.9908,52.4813,33.3722,50.8116,53.0707,31.6639,48.0651,43.4595,51.9282,36.6918
FUE 6,69.2913,69.2889,69.2894,69.2859,69.2782,69.2693,69.1647,69.1937,68.9653,68.9766,69.0267,68.6124,68.7484,68.9113,68.8592,68.8006,68.595,68.2271,61.4098,67.9683,68.2772,67.7456,67.2923,54.7979,59.6951,46.2907,66.6026,66.1516,47.5375,64.6358,66.6728,45.8313,62.0488,57.5652,65.6556,50.8496
FUE 7,74.8625,74.86,74.8606,74.8569,74.8488,74.8395,74.7299,74.7602,74.5212,74.5331,74.5855,74.1531,74.2949,74.4648,74.4105,74.3493,74.135,73.7526,66.8076,73.4843,73.8047,73.2539,72.7862,60.1698,65.082,51.6565,72.0773,71.6154,52.9036,70.0701,72.1493,51.197,67.4517,62.9435,71.1085,56.2173
FUE 8,89.3617,89.3591,89.3597,89.3559,89.3476,89.3378,89.2241,89.2556,89.0079,89.0202,89.0745,88.6274,88.7738,88.9496,88.8934,88.83,88.6087,88.2145,81.1689,87.9386,88.2681,87.702,87.2227,74.5114,79.4351,65.9934,86.4986,86.028,67.2408,84.4597,86.572,65.5338,81.8171,77.29,85.5127,70.5557
FUE 9,54.9546,54.9508,54.9516,54.9461,54.934,54.9199,54.7563,54.8014,54.4504,54.4676,54.5439,53.9262,54.1258,54.3688,54.2907,54.2032,53.9009,53.3756,45.3567,53.0168,53.4461,52.7144,52.1148,38.5342,43.5529,29.9781,51.2372,50.6821,31.2275,48.8977,51.3248,29.5179,46.0396,41.353,50.0858,34.5519
FUE 10,56.0213,56.0192,56.0197,56.0166,56.0099,56.0021,55.9106,55.936,55.7354,55.7454,55.7895,55.4231,55.5438,55.6878,55.6419,55.59,55.4076,55.0788,48.6284,54.8457,55.1238,54.6441,54.2308,42.0958,46.9466,33.6079,53.5952,53.1755,34.8536,51.7449,53.6602,33.1488,49.2514,44.8433,52.7104,38.1609
