,FBS,Bid
FUE 1,1,0.25328
FUE 2,1,0.12174
FUE 3,1,0.10569
FUE 4,1,0.69539
FUE 5,1,0.87837
FUE 6,1,0.98208
FUE 7,1,0.93862
FUE 8,1,0.49997
FUE 9,1,0.57566
FUE 10,1,0.50669
FUE 11,2,0.94879
FUE 12,2,0.038288
FUE 13,2,0.17864
FUE 14,2,0.65373
FUE 15,2,0.18958
FUE 16,2,0.088376
FUE 17,2,0.44626
FUE 18,2,0.30455
FUE 19,2,0.47643
FUE 20,2,0.34934
FUE 21,3,0.37205
FUE 22,3,0.88635
FUE 23,3,0.38994
FUE 24,3,0.19173
FUE 25,3,0.13475
FUE 26,3,0.45939
FUE 27,3,0.38287
FUE 28,3,0.83131
FUE 29,3,0.3018
FUE 30,3,0.84361
FUE 31,4,0.94513
FUE 32,4,0.0039696
FUE 33,4,0.63441
FUE 34,4,0.91481
FUE 35,4,0.0066678
FUE 36,4,0.12732
FUE 37,4,0.72251
FUE 38,4,0.80479
FUE 39,4,0.82559
FUE 40,4,0.32825
FUE 41,5,0.32488
FUE 42,5,0.15375
FUE 43,5,0.2855
FUE 44,5,0.40956
FUE 45,5,0.94317
FUE 46,5,0.53682
FUE 47,5,0.32855
FUE 48,5,0.95588
FUE 49,5,0.82327
FUE 50,5,0.95402
FUE 51,6,0.41465
FUE 52,6,0.13283
FUE 53,6,0.49378
FUE 54,6,0.34941
FUE 55,6,0.052315
FUE 56,6,0.76236
FUE 57,6,0.49117
FUE 58,6,0.16807
FUE 59,6,0.33123
FUE 60,6,0.80303
