,FBS,Bid
FUE 1,1,0.73179
FUE 2,1,0.3613
FUE 3,1,0.21747
FUE 4,1,0.33545
FUE 5,1,0.03532
FUE 6,1,0.33486
FUE 7,1,0.98523
FUE 8,1,0.48479
FUE 9,1,0.069597
FUE 10,1,0.63679
FUE 11,1,0.67617
FUE 12,1,0.56933
FUE 13,1,0.54472
FUE 14,1,0.32754
FUE 15,2,0.14151
FUE 16,2,0.56093
FUE 17,2,0.47676
FUE 18,2,0.24818
FUE 19,2,0.23609
FUE 20,2,0.015942
FUE 21,2,0.20856
FUE 22,2,0.41082
FUE 23,2,0.0056905
FUE 24,2,0.015324
FUE 25,2,0.85587
FUE 26,2,0.091836
FUE 27,2,0.35135
FUE 28,2,0.54258
FUE 29,3,0.87239
FUE 30,3,0.20299
FUE 31,3,0.0079384
FUE 32,3,0.2048
FUE 33,3,0.84866
FUE 34,3,0.96695
FUE 35,3,0.81172
FUE 36,3,0.33802
FUE 37,3,0.76393
FUE 38,3,0.90601
FUE 39,3,0.16243
FUE 40,3,0.45269
FUE 41,3,0.58835
FUE 42,3,0.37855
FUE 43,4,0.30274
FUE 44,4,0.07208
FUE 45,4,0.89195
FUE 46,4,0.57722
FUE 47,4,0.043951
FUE 48,4,0.28823
FUE 49,4,0.32337
FUE 50,4,0.58937
FUE 51,4,0.50221
FUE 52,4,0.29509
FUE 53,4,0.26765
FUE 54,4,0.51489
FUE 55,4,0.053627
FUE 56,4,0.92386
FUE 57,5,0.41193
FUE 58,5,0.11017
FUE 59,5,0.38934
FUE 60,5,0.70384
FUE 61,5,0.79234
FUE 62,5,0.15933
FUE 63,5,0.32307
FUE 64,5,0.077349
FUE 65,5,0.21583
FUE 66,5,0.16934
FUE 67,5,0.33419
FUE 68,5,0.48679
FUE 69,5,0.74333
FUE 70,5,0.058193
FUE 71,6,0.23126
FUE 72,6,0.28891
FUE 73,6,0.16467
FUE 74,6,0.77071
FUE 75,6,0.61377
FUE 76,6,0.08267
FUE 77,6,0.70187
FUE 78,6,0.85572
FUE 79,6,0.63061
FUE 80,6,0.93065
FUE 81,6,0.36878
FUE 82,6,0.94973
FUE 83,6,0.71544
FUE 84,6,0.65896
