,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,65.9626,65.9625,65.9614,65.9566,65.9222,65.8144,65.4447,65.6601,65.6421,65.2346,64.1949,65.1858,62.9969,65.2026,63.0704,64.8891,64.6381,58.6512,64.2724,56.0095,62.644,64.2035,64.2529,56.3338,59.6698,63.1908,63.9592,60.3969,61.3096,60.8528,60.6234,62.6195,48.6786,60.493,53.0505,59.5207
FUE 2,97.6666,97.6665,97.6655,97.6612,97.6306,97.5343,97.2022,97.3961,97.3799,97.0123,96.0601,96.968,94.9417,96.9833,95.0109,96.6981,96.4683,90.7589,96.1317,88.1614,94.6086,96.0681,96.1137,88.4816,91.752,95.1241,95.8417,92.4571,93.3366,92.8972,92.6759,94.5854,80.8739,92.55,85.2286,91.607
FUE 3,61.4913,61.4912,61.4903,61.4863,61.4582,61.3699,61.0638,61.2427,61.2277,60.8878,59.9981,60.8468,58.9384,60.861,59.0043,60.5957,60.3811,54.8817,60.0655,52.3199,58.6201,60.0057,60.0486,52.6368,55.8546,59.1122,59.7924,56.5423,57.3959,56.97,56.7551,58.598,45.0682,56.6327,49.4087,55.7128
FUE 4,67.4568,67.4567,67.4557,67.4514,67.4206,67.3237,66.9897,67.1847,67.1684,66.7987,65.842,66.7542,64.7194,66.7696,64.7888,66.4829,66.2521,60.5278,65.914,57.9278,64.3852,65.85,65.8959,58.2483,61.5223,64.9024,65.6227,62.2286,63.1099,62.6696,62.4478,64.362,50.638,62.3217,54.9936,61.3771
FUE 5,64.0286,64.0285,64.0275,64.023,63.9909,63.8902,63.5434,63.7457,63.7288,63.3456,62.359,63.2996,61.2089,63.3155,61.2798,63.0191,62.781,56.9601,62.4329,54.3445,60.8678,62.3672,62.4143,54.6664,57.9637,61.3959,62.1337,58.6778,59.5707,59.1242,58.8997,60.8442,47.0391,58.7719,51.4009,57.817
FUE 6,54.6638,54.6637,54.6623,54.6559,54.6106,54.4693,53.9923,54.2688,54.2455,53.7263,52.4543,53.665,51.0592,53.6862,51.1431,53.296,52.9883,46.346,52.5469,43.612,50.6593,52.4646,52.5235,43.9448,47.4191,51.281,52.1746,48.1944,49.181,48.685,48.4376,50.6317,36.193,48.2974,40.5993,47.2612
FUE 7,56.1466,56.1465,56.1456,56.142,56.1157,56.033,55.7458,55.9139,55.8998,55.5803,54.7371,55.5415,53.7221,55.5549,53.7856,55.3044,55.1012,49.7655,54.8012,47.233,53.4154,54.7442,54.7851,47.5471,50.722,53.8893,54.5409,51.3957,52.2286,51.8136,51.6037,53.394,40.0111,51.484,44.3397,50.5828
FUE 8,61.9876,61.9875,61.9863,61.9809,61.9427,61.8232,61.4155,61.6526,61.6327,61.1854,60.0606,61.132,58.7882,61.1505,58.8657,60.8092,60.5374,54.2981,60.1437,51.619,58.4172,60.0699,60.1228,51.9468,55.3386,58.9928,59.8085,56.0849,57.0269,56.5546,56.318,58.3916,44.2519,56.1838,48.638,55.186
FUE 9,56.7536,56.7535,56.7525,56.7481,56.717,56.6193,56.2823,56.479,56.4625,56.0898,55.1261,56.0449,53.9971,56.0604,54.0669,55.7715,55.5389,49.792,55.1985,47.1884,53.6613,55.1342,55.1803,47.5092,50.7887,54.181,54.9054,51.4968,52.3809,51.9391,51.7167,53.638,39.8948,51.5901,44.2519,50.6431
FUE 10,94.3522,94.3522,94.3511,94.3475,94.324,94.1315,94.0869,93.9719,93.9131,93.0356,93.6409,92.6463,93.2477,93.4596,93.2839,92.0634,93.4424,87.5206,90.1715,90.7775,92.9556,93.0957,90.711,86.4244,91.9821,87.3801,91.7349,76.5626,79.8493,78.0439,78.4347,91.5102,77.1146,91.2801,67.7042,75.7698
FUE 11,57.2766,57.2765,57.2753,57.2711,57.244,57.0223,56.9711,56.8394,56.7724,55.7852,56.4634,55.3546,56.0215,56.2591,56.062,54.7169,56.2397,49.9353,52.6934,53.3351,55.6963,55.852,53.2644,48.8111,54.6287,49.7909,54.361,38.8631,42.1609,40.3484,40.7405,54.1187,39.4165,53.8717,29.9961,38.0687
FUE 12,54.762,54.7619,54.7611,54.7585,54.7417,54.6024,54.5699,54.4856,54.4424,53.7783,54.2399,53.4736,53.9418,54.1032,53.9695,53.0066,54.0902,49.0298,51.4137,51.9356,53.7161,53.8248,51.8789,48.0073,52.9406,48.8998,52.7382,38.384,41.6388,39.8538,40.2409,52.5524,38.9322,52.3605,29.5501,37.5959
FUE 13,80.9327,80.9326,80.9315,80.9279,80.9044,80.7112,80.6665,80.5511,80.4921,79.6121,80.2191,79.2218,79.8247,80.0372,79.861,78.6376,80.02,74.089,76.7425,77.3494,79.5318,79.6723,77.2828,72.9921,78.5562,73.9484,78.3085,63.1281,66.4151,64.6095,65.0003,78.0833,63.6802,77.8529,54.2695,62.3353
FUE 14,55.6035,55.6034,55.6025,55.5995,55.5801,55.4192,55.3818,55.285,55.2354,54.4826,55.0042,54.1421,54.6665,54.849,54.6977,53.6253,54.8343,49.3945,51.9005,52.46,54.4129,54.5348,52.3989,48.3375,53.5527,49.2596,53.3308,38.6007,41.8709,40.0761,40.4649,53.128,39.1508,52.9193,29.755,37.8104
FUE 15,62.3292,62.3291,62.3282,62.3251,62.305,62.1392,62.1007,62.001,61.9499,61.1773,61.7122,60.8288,61.3657,61.5529,61.3977,60.3012,61.5378,56.0173,58.5483,59.1158,61.1059,61.2307,59.0537,54.9535,60.2271,55.8815,60.001,45.1943,48.4675,46.6708,47.06,59.7946,45.7448,59.5824,36.3463,44.4036
FUE 16,70.8055,70.8054,70.8042,70.8002,70.7746,70.5647,70.5162,70.3912,70.3276,69.3841,70.0333,68.9698,69.6108,69.8382,69.6496,68.3537,69.8197,63.6639,66.3811,67.0091,69.2987,69.4482,66.94,62.5502,68.2682,63.5209,68.0084,52.6345,55.9281,54.1183,54.5099,67.773,53.1874,67.5326,43.7707,51.8407
FUE 17,65.2816,65.2815,65.2805,65.2769,65.2537,65.0626,65.0183,64.9041,64.8457,63.9737,64.5753,63.5865,64.1845,64.3952,64.2205,63.0063,64.3781,58.4762,61.1213,61.7255,63.8941,64.0334,61.6592,57.3816,62.9255,58.336,62.6793,47.5246,50.8106,49.0057,49.3964,62.4555,48.0766,62.2263,38.6667,46.7319
FUE 18,79.2039,79.2038,79.2027,79.1993,79.1767,78.991,78.948,78.8369,78.7801,77.9291,78.5166,77.5499,78.1352,78.3409,78.1703,76.9807,78.3242,72.5001,75.1225,75.7193,77.8512,77.9875,75.6538,71.4115,76.9012,72.3608,76.6591,61.5735,64.8571,63.0537,63.4441,76.4389,62.1252,76.2132,52.7175,60.7812
FUE 19,70.4155,70.4154,70.4145,70.4117,70.3951,70.1196,70.2131,69.7187,69.5805,69.5574,70.0417,67.9083,69.8833,68.5488,69.7474,65.1423,69.2681,68.3646,61.7034,69.0799,69.3377,68.7356,60.0248,68.0758,68.8108,52.7143,63.9446,61.5497,57.9083,58.5765,53.86,66.0379,65.2779,67.3959,63.5364,53.6502
FUE 20,57.1309,57.1308,57.1296,57.1261,57.1053,56.762,56.8779,56.2716,56.1047,56.077,56.6659,54.1595,56.4717,54.8904,56.3064,51.1358,55.7315,54.6786,47.546,55.5092,55.8143,55.1067,45.8281,54.3491,55.1941,38.4507,49.8709,47.388,43.6798,44.3564,39.601,52.0962,51.2803,53.5848,49.444,39.3903
FUE 21,61.2608,61.2607,61.2596,61.2565,61.2374,60.923,61.0295,60.4705,60.3156,60.2899,60.8346,58.4825,60.6556,59.1768,60.5027,55.5609,59.9677,58.9762,52.0291,59.7595,60.0451,59.381,50.3261,58.6632,59.4634,42.9739,54.322,51.8727,48.1898,48.8633,44.1226,56.496,55.7019,57.9329,53.9023,43.9122
FUE 22,67.5738,67.5737,67.5725,67.569,67.548,67.2019,67.3188,66.7079,66.5399,66.512,67.105,64.5842,66.9094,65.3185,66.7429,61.5513,66.1643,65.1057,57.9563,65.9406,66.2476,65.5359,56.2371,64.7747,65.6238,48.8575,60.2841,57.7981,54.0877,54.7646,50.008,62.514,61.6961,64.0073,59.8565,49.7972
FUE 23,56.1173,56.1173,56.1164,56.1139,56.0985,55.8429,55.9298,55.4692,55.3397,55.3181,55.7705,53.7555,55.6229,54.366,55.496,51.0796,55.0463,54.1909,47.697,54.8689,55.1118,54.5433,46.0334,53.9155,54.6145,38.7489,49.9065,47.5449,43.9292,44.5941,39.8929,51.9518,51.2119,53.2643,49.5054,39.6835
FUE 24,66.18,66.1799,66.1788,66.1758,66.1571,65.8484,65.953,65.4035,65.251,65.2257,65.7616,63.441,65.5856,64.1276,65.4352,60.5409,64.9083,63.9294,57.0217,64.7029,64.9845,64.3293,55.322,63.6198,64.4107,47.9753,59.3076,56.8657,53.1883,53.8611,49.1236,61.4706,60.6812,62.8965,58.8895,48.9133
FUE 25,54.8426,54.8425,54.8412,54.8373,54.8136,54.4267,54.557,53.8804,53.6961,53.6655,54.3191,51.5929,54.1025,52.3744,53.919,48.4336,53.2864,52.147,44.7698,53.0438,53.3769,52.6075,43.0333,51.7948,52.702,35.6248,47.1354,44.6098,40.8701,41.5507,36.7773,49.427,48.5827,50.9843,46.6992,36.5661
FUE 26,59.5182,59.5181,59.5168,59.5129,59.4898,59.111,59.2386,58.5749,58.3937,58.3637,59.0055,56.3188,58.793,57.0914,58.6128,53.1831,57.9906,56.8667,49.5319,57.7517,58.0798,57.3215,47.7986,56.5185,57.4147,40.3953,51.8905,49.3722,45.6379,46.3177,41.5474,54.1708,53.3314,55.7162,51.456,41.3363
FUE 27,65.0718,65.0717,65.0705,65.067,65.0455,64.6922,64.8114,64.1888,64.0179,63.9895,64.5934,62.0352,64.394,62.7783,64.2245,58.9786,63.6362,62.5628,55.3705,63.409,63.7207,62.9985,53.648,62.2278,63.0876,46.2628,57.7055,55.212,51.4959,52.1735,47.4137,59.9471,59.1243,61.4524,57.2763,47.2028
