,FBS,Bid
FUE 1,1,0.67527
FUE 2,1,0.4035
FUE 3,1,0.13174
FUE 4,1,0.41964
FUE 5,1,0.57952
FUE 6,1,0.088342
FUE 7,1,0.27883
FUE 8,1,0.96582
FUE 9,1,0.28309
FUE 10,1,0.83715
FUE 11,1,0.24245
FUE 12,1,0.1457
FUE 13,1,0.97286
FUE 14,1,0.20027
FUE 15,2,0.38668
FUE 16,2,0.10832
FUE 17,2,0.017807
FUE 18,2,0.14276
FUE 19,2,0.90767
FUE 20,2,0.28035
FUE 21,2,0.90395
FUE 22,2,0.32523
FUE 23,2,0.69382
FUE 24,2,0.98322
FUE 25,2,0.15704
FUE 26,2,0.52479
FUE 27,2,0.43336
FUE 28,2,0.87269
FUE 29,3,0.50163
FUE 30,3,0.17697
FUE 31,3,0.38223
FUE 32,3,0.30841
FUE 33,3,0.86216
FUE 34,3,0.88573
FUE 35,3,0.058327
FUE 36,3,0.0045634
FUE 37,3,0.026718
FUE 38,3,0.43086
FUE 39,3,0.27223
FUE 40,3,0.91881
FUE 41,3,0.15058
FUE 42,3,0.12601
FUE 43,4,0.31919
FUE 44,4,0.73931
FUE 45,4,0.36248
FUE 46,4,0.55702
FUE 47,4,0.091973
FUE 48,4,0.71869
FUE 49,4,0.64936
FUE 50,4,0.60588
FUE 51,4,0.28488
FUE 52,4,0.57105
FUE 53,4,0.50199
FUE 54,4,0.44211
FUE 55,4,0.22719
FUE 56,4,0.72239
FUE 57,5,0.96802
FUE 58,5,0.85068
FUE 59,5,0.59074
FUE 60,5,0.56974
FUE 61,5,0.72282
FUE 62,5,0.035187
FUE 63,5,0.78367
FUE 64,5,0.76325
FUE 65,5,0.89733
FUE 66,5,0.39794
FUE 67,5,0.16393
FUE 68,5,0.006023
FUE 69,5,0.60747
FUE 70,5,0.52777
FUE 71,6,0.69949
FUE 72,6,0.020428
FUE 73,6,0.35641
FUE 74,6,0.71324
FUE 75,6,0.0034115
FUE 76,6,0.78449
FUE 77,6,0.63254
FUE 78,6,0.53062
FUE 79,6,0.68228
FUE 80,6,0.39754
FUE 81,6,0.77298
FUE 82,6,0.55595
FUE 83,6,0.94972
FUE 84,6,0.97197
