,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,61.0031,61.0021,60.9964,60.9711,60.9585,60.9084,60.9256,60.9001,60.8977,59.7119,60.5029,59.8323,59.9665,58.8358,59.9702,58.3247,59.3647,58.7656,59.4728,59.5691,58.7257,58.5911,58.5912,56.4041,57.4152,37.9193,42.0071,55.4823,46.2366,52.7364,25.6499,55.7181,55.1559,35.1133,57.3533,54.7397
FUE 2,75.2386,75.2378,75.2332,75.2127,75.2025,75.1618,75.1757,75.155,75.153,74.1654,74.8293,74.2676,74.3812,73.4089,74.3843,72.9584,73.8681,73.3474,73.961,74.0435,73.3124,73.194,73.194,71.2162,72.1423,53.0667,57.1467,70.3574,61.3552,67.7393,40.802,70.5783,70.0505,50.2631,72.0861,69.6573
FUE 3,79.0193,79.0185,79.0138,78.9928,78.9823,78.9406,78.9549,78.9337,78.9316,77.9223,78.6002,78.0266,78.1424,77.1524,78.1457,76.6948,77.6195,77.0898,77.7141,77.7981,77.0543,76.934,76.9341,74.9316,75.8679,56.7406,60.8215,74.0653,65.0327,71.4314,44.4753,74.2879,73.756,53.9366,75.811,73.3599
FUE 4,60.754,60.753,60.7472,60.7214,60.7085,60.6573,60.6748,60.6488,60.6463,59.4379,60.2433,59.5603,59.6969,58.5488,59.7007,58.0311,59.0853,58.4776,59.195,59.2928,58.4372,58.3009,58.3009,56.092,57.1119,37.5746,41.6631,55.1639,45.8947,52.4054,25.3048,55.4012,54.8356,34.7684,57.0494,54.4171
FUE 5,60.8349,60.8342,60.8302,60.8125,60.8037,60.7684,60.7805,60.7626,60.7609,59.8933,60.4791,59.9842,60.0849,59.2138,60.0877,58.8036,59.6277,59.158,59.7109,59.7847,59.1262,59.0186,59.0187,57.1858,58.0516,39.2957,43.3692,56.3732,47.5604,53.8521,27.0349,56.583,56.0808,36.4941,57.9994,55.7047
FUE 6,56.6151,56.6144,56.6105,56.5931,56.5844,56.5497,56.5616,56.544,56.5423,55.6867,56.2647,55.7764,55.8758,55.015,55.8786,54.609,55.4243,54.9597,55.5065,55.5793,54.9283,54.8218,54.8219,53.0043,53.8637,35.143,39.2158,52.1967,43.4049,49.6863,22.8827,52.4053,51.9058,32.3416,53.8119,51.5317
FUE 7,89.2722,89.2714,89.2667,89.2454,89.2348,89.1926,89.2071,89.1857,89.1836,88.1644,88.8486,88.2696,88.3864,87.3883,88.3897,86.9276,87.859,87.3253,87.9544,88.0391,87.2895,87.1684,87.1685,85.155,86.0957,66.9453,71.0267,84.2852,75.2391,81.6443,54.6798,84.5087,83.9748,64.1413,86.0386,83.5775
FUE 8,55.5601,55.5594,55.5553,55.5368,55.5276,55.4909,55.5035,55.4849,55.4831,54.5828,55.1899,54.6768,54.781,53.882,54.7839,53.4605,54.3085,53.8246,54.3944,54.4705,53.7919,53.6813,53.6813,51.8075,52.6905,33.8416,37.917,50.9816,42.1133,48.4324,21.5797,51.1946,50.685,31.0394,52.6371,50.304
FUE 9,79.1594,79.1585,79.1534,79.1305,79.119,79.0736,79.0892,79.0661,79.0639,77.9753,78.7042,78.0869,78.211,77.1568,78.2145,76.6745,77.6523,77.0907,77.753,77.8426,77.0532,76.9263,76.9264,74.8377,75.8091,56.5054,60.5897,73.9451,64.8099,71.2576,44.2381,74.174,73.6276,53.7005,75.7499,73.222
FUE 10,59.9156,59.9147,59.9098,59.8879,59.877,59.8335,59.8484,59.8263,59.8242,58.7766,59.4791,58.8845,59.0043,57.9831,59.0077,57.5136,58.464,57.9189,58.5616,58.6483,57.8824,57.7589,57.7589,55.7142,56.6678,37.453,41.5357,54.8349,45.7513,52.1745,25.1867,55.0607,54.5216,34.6486,56.6097,54.1208
