,FBS,Bid
FUE 1,1,0.15693
FUE 2,1,0.74875
FUE 3,1,0.036115
FUE 4,1,0.97978
FUE 5,1,0.50557
FUE 6,1,0.66527
FUE 7,1,0.54044
FUE 8,1,0.43914
FUE 9,1,0.39859
FUE 10,2,0.22751
FUE 11,2,0.32466
FUE 12,2,0.64379
FUE 13,2,0.72531
FUE 14,2,0.026173
FUE 15,2,0.35296
FUE 16,2,0.37138
FUE 17,2,0.11828
FUE 18,2,0.17267
FUE 19,3,0.43949
FUE 20,3,0.21454
FUE 21,3,0.36069
FUE 22,3,0.68653
FUE 23,3,0.77107
FUE 24,3,0.33965
FUE 25,3,0.018103
FUE 26,3,0.1601
FUE 27,3,0.28887
FUE 28,4,0.41927
FUE 29,4,0.30926
FUE 30,4,0.45606
FUE 31,4,0.33392
FUE 32,4,0.14335
FUE 33,4,0.27593
FUE 34,4,0.52098
FUE 35,4,0.80417
FUE 36,4,0.98855
FUE 37,5,0.67915
FUE 38,5,0.19718
FUE 39,5,0.13813
FUE 40,5,0.57221
FUE 41,5,0.10347
FUE 42,5,0.82982
FUE 43,5,0.81857
FUE 44,5,0.77671
FUE 45,5,0.76624
FUE 46,6,0.75445
FUE 47,6,0.2528
FUE 48,6,0.81189
FUE 49,6,0.42631
FUE 50,6,0.86925
FUE 51,6,0.14462
FUE 52,6,0.95138
FUE 53,6,0.1529
FUE 54,6,0.039922
