,FBS,Bid
FUE 1,1,0.87967
FUE 2,1,0.14063
FUE 3,1,0.88057
FUE 4,1,0.21919
FUE 5,1,0.12282
FUE 6,1,0.15138
FUE 7,1,0.7957
FUE 8,1,0.42814
FUE 9,1,0.58103
FUE 10,1,0.93965
FUE 11,1,0.53382
FUE 12,1,0.79959
FUE 13,2,0.71141
FUE 14,2,0.68048
FUE 15,2,0.21379
FUE 16,2,0.70059
FUE 17,2,0.066167
FUE 18,2,0.44137
FUE 19,2,0.76812
FUE 20,2,0.3787
FUE 21,2,0.84329
FUE 22,2,0.63418
FUE 23,2,0.045999
FUE 24,2,0.083829
FUE 25,3,0.2963
FUE 26,3,0.89905
FUE 27,3,0.8084
FUE 28,3,0.35363
FUE 29,3,0.71856
FUE 30,3,0.78752
FUE 31,3,0.42741
FUE 32,3,0.61799
FUE 33,3,0.3147
FUE 34,3,0.37301
FUE 35,3,0.1366
FUE 36,3,0.77867
FUE 37,4,0.16046
FUE 38,4,0.38621
FUE 39,4,0.63742
FUE 40,4,0.26746
FUE 41,4,0.51783
FUE 42,4,0.37756
FUE 43,4,0.63456
FUE 44,4,0.44054
FUE 45,4,0.10781
FUE 46,4,0.70923
FUE 47,4,0.92502
FUE 48,4,0.52699
FUE 49,5,0.17854
FUE 50,5,0.47721
FUE 51,5,0.59253
FUE 52,5,0.33282
FUE 53,5,0.41842
FUE 54,5,0.80389
FUE 55,5,0.83709
FUE 56,5,0.17323
FUE 57,5,0.80405
FUE 58,5,0.72229
FUE 59,5,0.50525
FUE 60,5,0.14868
FUE 61,6,0.075597
FUE 62,6,0.83117
FUE 63,6,0.80167
FUE 64,6,0.35573
FUE 65,6,0.34858
FUE 66,6,0.13889
FUE 67,6,0.30595
FUE 68,6,0.59162
FUE 69,6,0.47663
FUE 70,6,0.51551
FUE 71,6,0.53861
FUE 72,6,0.19329
