,FBS,Bid
FUE 1,1,0.63775
FUE 2,1,0.56452
FUE 3,1,0.35181
FUE 4,1,0.21493
FUE 5,1,0.99615
FUE 6,1,0.70461
FUE 7,1,0.52526
FUE 8,1,0.41398
FUE 9,2,0.20957
FUE 10,2,0.80529
FUE 11,2,0.40373
FUE 12,2,0.10289
FUE 13,2,0.87332
FUE 14,2,0.61588
FUE 15,2,0.62386
FUE 16,2,0.29698
FUE 17,3,0.68396
FUE 18,3,0.42478
FUE 19,3,0.73089
FUE 20,3,0.63295
FUE 21,3,0.91482
FUE 22,3,0.2658
FUE 23,3,0.0081814
FUE 24,3,0.72787
FUE 25,4,0.80973
FUE 26,4,0.3766
FUE 27,4,0.31966
FUE 28,4,0.89332
FUE 29,4,0.46766
FUE 30,4,0.92206
FUE 31,4,0.67231
FUE 32,4,0.12469
FUE 33,5,0.45564
FUE 34,5,0.33718
FUE 35,5,0.80503
FUE 36,5,0.52617
FUE 37,5,0.097615
FUE 38,5,0.45455
FUE 39,5,0.96185
FUE 40,5,0.44726
FUE 41,6,0.15864
FUE 42,6,0.58322
FUE 43,6,0.95459
FUE 44,6,0.8472
FUE 45,6,0.086257
FUE 46,6,0.85743
FUE 47,6,0.9427
FUE 48,6,0.99131
