,FBS,Bid
FUE 1,1,0.66855
FUE 2,1,0.81457
FUE 3,1,0.93964
FUE 4,1,0.60425
FUE 5,1,0.44033
FUE 6,1,0.73989
FUE 7,1,0.25425
FUE 8,1,0.40019
FUE 9,1,0.78323
FUE 10,2,0.7146
FUE 11,2,0.66657
FUE 12,2,0.36715
FUE 13,2,0.17929
FUE 14,2,0.44269
FUE 15,2,0.8136
FUE 16,2,0.15075
FUE 17,2,0.020693
FUE 18,2,0.80864
FUE 19,3,0.35262
FUE 20,3,0.22114
FUE 21,3,0.81113
FUE 22,3,0.1044
FUE 23,3,0.25323
FUE 24,3,0.80525
FUE 25,3,0.30474
FUE 26,3,0.70205
FUE 27,3,0.67895
FUE 28,4,0.28135
FUE 29,4,0.19493
FUE 30,4,0.26952
FUE 31,4,0.15935
FUE 32,4,0.26076
FUE 33,4,0.11555
FUE 34,4,0.54792
FUE 35,4,0.66006
FUE 36,4,0.44136
FUE 37,5,0.48915
FUE 38,5,0.9523
FUE 39,5,0.19777
FUE 40,5,0.83714
FUE 41,5,0.29899
FUE 42,5,0.64307
FUE 43,5,0.48065
FUE 44,5,0.061264
FUE 45,5,0.48325
FUE 46,6,0.63812
FUE 47,6,0.38515
FUE 48,6,0.26199
FUE 49,6,0.6078
FUE 50,6,0.41692
FUE 51,6,0.36424
FUE 52,6,0.050079
FUE 53,6,0.50481
FUE 54,6,0.62037
