,FBS,Bid
FUE 1,1,0.88221
FUE 2,1,0.27507
FUE 3,1,0.71357
FUE 4,1,0.13323
FUE 5,1,0.3433
FUE 6,1,0.52167
FUE 7,1,0.33074
FUE 8,1,0.69477
FUE 9,2,0.85907
FUE 10,2,0.91355
FUE 11,2,0.87042
FUE 12,2,0.77039
FUE 13,2,0.74728
FUE 14,2,0.70419
FUE 15,2,0.59857
FUE 16,2,0.67924
FUE 17,3,0.29969
FUE 18,3,0.54044
FUE 19,3,0.92659
FUE 20,3,0.70545
FUE 21,3,0.77125
FUE 22,3,0.57659
FUE 23,3,0.96288
FUE 24,3,0.030706
FUE 25,4,0.52853
FUE 26,4,0.26778
FUE 27,4,0.19298
FUE 28,4,0.17387
FUE 29,4,0.18394
FUE 30,4,0.29586
FUE 31,4,0.37756
FUE 32,4,0.63427
FUE 33,5,0.38001
FUE 34,5,0.46391
FUE 35,5,0.75572
FUE 36,5,0.2556
FUE 37,5,0.68158
FUE 38,5,0.040635
FUE 39,5,0.45409
FUE 40,5,0.79701
FUE 41,6,0.56577
FUE 42,6,0.60743
FUE 43,6,0.75185
FUE 44,6,0.6743
FUE 45,6,0.73165
FUE 46,6,0.36195
FUE 47,6,0.89529
FUE 48,6,0.97175
