,FBS,Bid
FUE 1,1,0.015285
FUE 2,1,0.48076
FUE 3,1,0.34549
FUE 4,1,0.70846
FUE 5,1,0.038187
FUE 6,1,0.27248
FUE 7,1,0.29483
FUE 8,1,0.39768
FUE 9,1,0.91112
FUE 10,1,0.55364
FUE 11,1,0.72343
FUE 12,1,0.81646
FUE 13,1,0.8937
FUE 14,1,0.94872
FUE 15,2,0.14193
FUE 16,2,0.38016
FUE 17,2,0.035104
FUE 18,2,0.65142
FUE 19,2,0.13236
FUE 20,2,0.93222
FUE 21,2,0.81739
FUE 22,2,0.71421
FUE 23,2,0.59037
FUE 24,2,0.054994
FUE 25,2,0.80834
FUE 26,2,0.41358
FUE 27,2,0.74871
FUE 28,2,0.98982
FUE 29,3,0.54299
FUE 30,3,0.078736
FUE 31,3,0.3576
FUE 32,3,0.1761
FUE 33,3,0.37061
FUE 34,3,0.61658
FUE 35,3,0.87654
FUE 36,3,0.8246
FUE 37,3,0.52743
FUE 38,3,0.26547
FUE 39,3,0.51664
FUE 40,3,0.80599
FUE 41,3,0.50953
FUE 42,3,0.81233
FUE 43,4,0.38986
FUE 44,4,0.82811
FUE 45,4,0.65734
FUE 46,4,0.11136
FUE 47,4,0.16238
FUE 48,4,0.75973
FUE 49,4,0.21001
FUE 50,4,0.13768
FUE 51,4,0.21717
FUE 52,4,0.93798
FUE 53,4,0.23924
FUE 54,4,0.32594
FUE 55,4,0.58314
FUE 56,4,0.53188
FUE 57,5,0.39502
FUE 58,5,0.98528
FUE 59,5,0.52033
FUE 60,5,0.60838
FUE 61,5,0.10152
FUE 62,5,0.030465
FUE 63,5,0.10618
FUE 64,5,0.010669
FUE 65,5,0.3797
FUE 66,5,0.4972
FUE 67,5,0.40028
FUE 68,5,0.95943
FUE 69,5,0.091212
FUE 70,5,0.40555
FUE 71,6,0.14002
FUE 72,6,0.97183
FUE 73,6,0.50668
FUE 74,6,0.53146
FUE 75,6,0.89884
FUE 76,6,0.74336
FUE 77,6,0.82231
FUE 78,6,0.17037
FUE 79,6,0.18397
FUE 80,6,0.88881
FUE 81,6,0.67624
FUE 82,6,0.077066
FUE 83,6,0.88987
FUE 84,6,0.55829
