,MUE 1,MUE 2,MUE 3,MUE 4,MUE 5,MUE 6,MUE 7,MUE 8,MUE 9,MUE 10,MUE 11,MUE 12,MUE 13,MUE 14,MUE 15,MUE 16,MUE 17,MUE 18,MUE 19,MUE 20,MUE 21,MUE 22,MUE 23,MUE 24,MUE 25,MUE 26,MUE 27,MUE 28,MUE 29,MUE 30,MUE 31,MUE 32,MUE 33,MUE 34,MUE 35,MUE 36
FUE 1,66.9468,66.9439,66.9446,66.9076,66.7258,66.706,66.6134,66.1745,65.5207,65.1008,63.8505,64.1694,60.6855,58.6477,61.1685,58.5499,65.0391,57.56,57.2952,61.449,62.428,64.48,63.1479,64.4451,57.5305,62.0257,64.3777,63.9026,58.8475,58.0013,34.8734,63.2313,63.7974,63.6154,61.9272,35.8492
FUE 2,61.0062,61.0041,61.0046,60.9783,60.8478,60.8335,60.7664,60.4429,59.9457,59.6172,58.6006,58.865,55.8251,53.932,56.2636,53.8397,59.5683,52.8991,52.6458,56.5162,57.3841,59.1192,58.0069,59.0909,52.8709,57.0301,59.0359,58.644,54.1202,53.3198,30.4096,58.0782,58.5563,58.4036,56.9429,31.3851
FUE 3,65.6417,65.6392,65.6398,65.6081,65.4518,65.4347,65.3547,64.9723,64.3941,64.0176,62.8762,63.17,59.8857,57.9105,60.3492,57.8151,63.9619,56.8462,56.5863,60.6174,61.5471,63.4544,62.2233,63.4226,56.8173,61.1663,63.361,62.9243,58.1054,57.2788,34.2425,62.3012,62.8271,62.6586,61.0728,35.2181
FUE 4,91.7604,91.7579,91.7586,91.7266,91.5691,91.5519,91.4713,91.0862,90.5042,90.1257,88.9788,89.2738,85.9793,84.0008,86.4438,83.9052,90.0697,82.9353,82.6751,86.7127,87.6449,89.5596,88.3233,89.5276,82.9062,87.263,89.4657,89.0271,84.1959,83.3682,60.327,88.4015,88.9295,88.7603,87.1693,61.3027
FUE 5,72.6602,72.6578,72.6584,72.6289,72.483,72.4671,72.3923,72.0336,71.4876,71.1302,70.0374,70.3199,67.1289,65.1843,67.583,65.09,71.0771,64.1316,63.8741,67.8453,68.7515,70.5925,69.4074,70.562,64.1029,68.381,70.503,70.0838,65.3767,64.5598,41.5697,69.4827,69.9902,69.8278,68.2898,42.5453
FUE 6,67.5166,67.5141,67.5148,67.483,67.3262,67.3092,67.2289,66.8456,66.2661,65.889,64.7457,65.0399,61.7522,59.7759,62.216,59.6804,65.8332,58.7112,58.4512,62.4845,63.415,65.3248,64.092,65.2929,58.6822,63.0339,65.2312,64.7939,59.9708,59.1439,36.1059,64.1699,64.6966,64.5278,62.9403,37.0816
FUE 7,63.0668,63.0639,63.0647,63.0283,62.8498,62.8304,62.7395,62.3077,61.6635,61.2491,60.0122,60.3281,56.8681,54.8377,57.3488,54.7401,61.1881,53.7527,53.4884,57.6279,58.6011,60.6354,59.3157,60.6009,53.7232,58.2013,60.5343,60.0638,55.0369,54.193,31.0756,59.3984,59.9596,59.7793,58.1034,32.0514
FUE 8,67.7688,67.7662,67.7669,67.7338,67.5705,67.5528,67.4694,67.0716,66.4725,66.084,64.9119,65.2128,61.8711,59.8775,62.3403,59.7814,66.0266,58.8063,58.5449,62.6121,63.5561,65.5046,64.2448,65.4719,58.7772,63.1691,65.4087,64.9611,60.0738,59.2415,36.1778,64.3243,64.8617,64.6893,63.0741,37.1535
FUE 9,54.7546,54.7524,54.7529,54.7143,54.4595,54.4181,54.4671,54.3792,54.1383,54.0581,53.801,49.3449,52.5642,52.4664,41.7886,52.4168,52.3165,40.2116,51.9874,52.6779,41.7925,51.1287,52.8032,51.7229,51.7488,52.574,52.381,52.6321,27.0359,23.4426,45.8433,47.1412,50.091,49.8731,43.5252,43.2707
FUE 10,88.6911,88.6885,88.6891,88.6445,88.3513,88.3039,88.36,88.2595,87.9853,87.8945,87.6048,82.82,86.238,86.1315,75.1201,86.0777,85.9689,73.5341,85.6131,86.3621,75.1241,84.6946,86.4991,85.3289,85.3566,86.2487,86.0388,86.312,60.3385,56.7447,79.2215,80.5464,83.5994,83.371,76.8716,76.6146
FUE 11,55.0229,55.0206,55.0211,54.9805,54.713,54.6696,54.7209,54.6289,54.3767,54.293,54.0249,49.4548,52.7436,52.6429,41.8469,52.5919,52.4886,40.2666,52.1502,52.861,41.8508,51.2706,52.9903,51.8789,51.9054,52.7538,52.555,52.8136,27.0836,23.4902,45.9185,47.2261,50.2127,49.991,43.5889,43.3335
