,FBS,Bid
FUE 1,1,0.25835
FUE 2,1,0.8239
FUE 3,1,0.52912
FUE 4,1,0.93382
FUE 5,1,0.79217
FUE 6,1,0.25057
FUE 7,1,0.56609
FUE 8,1,0.74036
FUE 9,1,0.36753
FUE 10,1,0.33804
FUE 11,2,0.98683
FUE 12,2,0.31499
FUE 13,2,0.29178
FUE 14,2,0.23941
FUE 15,2,0.21539
FUE 16,2,0.4867
FUE 17,2,0.4732
FUE 18,2,0.10551
FUE 19,2,0.58352
FUE 20,2,0.54184
FUE 21,3,0.96991
FUE 22,3,0.43856
FUE 23,3,0.94422
FUE 24,3,0.43296
FUE 25,3,0.93619
FUE 26,3,0.37925
FUE 27,3,0.25441
FUE 28,3,0.76598
FUE 29,3,0.36521
FUE 30,3,0.30849
FUE 31,4,0.14935
FUE 32,4,0.78827
FUE 33,4,0.57245
FUE 34,4,0.094261
FUE 35,4,0.62009
FUE 36,4,0.66855
FUE 37,4,0.7466
FUE 38,4,0.35468
FUE 39,4,0.96459
FUE 40,4,0.79741
FUE 41,5,0.90371
FUE 42,5,0.68241
FUE 43,5,0.040891
FUE 44,5,0.25538
FUE 45,5,0.80484
FUE 46,5,0.95395
FUE 47,5,0.19397
FUE 48,5,0.43706
FUE 49,5,0.75802
FUE 50,5,0.9517
FUE 51,6,0.30179
FUE 52,6,0.66581
FUE 53,6,0.66179
FUE 54,6,0.29303
FUE 55,6,0.2196
FUE 56,6,0.65519
FUE 57,6,0.54807
FUE 58,6,0.059917
FUE 59,6,0.84388
FUE 60,6,0.7936
