,FBS,Bid
FUE 1,1,0.98604
FUE 2,1,0.088343
FUE 3,1,0.92089
FUE 4,1,0.77518
FUE 5,1,0.23305
FUE 6,1,0.83475
FUE 7,1,0.58988
FUE 8,1,0.62759
FUE 9,1,0.17069
FUE 10,1,0.17471
FUE 11,1,0.049657
FUE 12,1,0.45179
FUE 13,1,0.92532
FUE 14,2,0.1619
FUE 15,2,0.4726
FUE 16,2,0.31139
FUE 17,2,0.9245
FUE 18,2,0.011098
FUE 19,2,0.25641
FUE 20,2,0.14624
FUE 21,2,0.017728
FUE 22,2,0.8474
FUE 23,2,0.081259
FUE 24,2,0.16467
FUE 25,2,0.22879
FUE 26,2,0.030225
FUE 27,3,0.069674
FUE 28,3,0.028509
FUE 29,3,0.33567
FUE 30,3,0.78542
FUE 31,3,0.49227
FUE 32,3,0.37206
FUE 33,3,0.56603
FUE 34,3,0.11811
FUE 35,3,0.72391
FUE 36,3,0.81014
FUE 37,3,0.41268
FUE 38,3,0.82964
FUE 39,3,0.68673
FUE 40,4,0.99731
FUE 41,4,0.32593
FUE 42,4,0.1742
FUE 43,4,0.08814
FUE 44,4,0.008177
FUE 45,4,0.9436
FUE 46,4,0.69139
FUE 47,4,0.15541
FUE 48,4,0.47283
FUE 49,4,0.12566
FUE 50,4,0.13986
FUE 51,4,0.35735
FUE 52,4,0.1234
FUE 53,5,0.52163
FUE 54,5,0.64193
FUE 55,5,0.94348
FUE 56,5,0.0043964
FUE 57,5,0.41054
FUE 58,5,0.7801
FUE 59,5,0.41322
FUE 60,5,0.55406
FUE 61,5,0.60548
FUE 62,5,0.72543
FUE 63,5,0.14745
FUE 64,5,0.32038
FUE 65,5,0.78094
FUE 66,6,0.8674
FUE 67,6,0.65488
FUE 68,6,0.036992
FUE 69,6,0.076597
FUE 70,6,0.78782
FUE 71,6,0.92817
FUE 72,6,0.28647
FUE 73,6,0.64342
FUE 74,6,0.44279
FUE 75,6,0.0016562
FUE 76,6,0.6868
FUE 77,6,0.19984
FUE 78,6,0.97136
