,FBS,Bid
FUE 1,1,0.28187
FUE 2,1,0.51999
FUE 3,1,0.53192
FUE 4,1,0.85658
FUE 5,1,0.25651
FUE 6,1,0.52273
FUE 7,1,0.68322
FUE 8,1,0.52039
FUE 9,1,0.27368
FUE 10,1,0.3699
FUE 11,1,0.50305
FUE 12,1,0.68151
FUE 13,1,0.74858
FUE 14,1,0.23938
FUE 15,1,0.5137
FUE 16,2,0.82104
FUE 17,2,0.23916
FUE 18,2,0.095483
FUE 19,2,0.0073862
FUE 20,2,0.52809
FUE 21,2,0.85516
FUE 22,2,0.42565
FUE 23,2,0.88763
FUE 24,2,0.97104
FUE 25,2,0.085337
FUE 26,2,0.98713
FUE 27,2,0.79363
FUE 28,2,0.77927
FUE 29,2,0.89446
FUE 30,2,0.24498
FUE 31,3,0.10787
FUE 32,3,0.98333
FUE 33,3,0.19101
FUE 34,3,0.66088
FUE 35,3,0.56766
FUE 36,3,0.97112
FUE 37,3,0.28008
FUE 38,3,0.13236
FUE 39,3,0.34065
FUE 40,3,0.94151
FUE 41,3,0.46412
FUE 42,3,0.28323
FUE 43,3,0.99446
FUE 44,3,0.52209
FUE 45,3,0.23433
FUE 46,4,0.36648
FUE 47,4,0.29064
FUE 48,4,0.2814
FUE 49,4,0.50335
FUE 50,4,0.21014
FUE 51,4,0.12612
FUE 52,4,0.39066
FUE 53,4,0.57961
FUE 54,4,0.80979
FUE 55,4,0.32225
FUE 56,4,0.84681
FUE 57,4,0.78851
FUE 58,4,0.83992
FUE 59,4,0.63999
FUE 60,4,0.4952
FUE 61,5,0.78024
FUE 62,5,0.54319
FUE 63,5,0.13804
FUE 64,5,0.9794
FUE 65,5,0.61353
FUE 66,5,0.30374
FUE 67,5,0.27107
FUE 68,5,0.99408
FUE 69,5,0.5755
FUE 70,5,0.51991
FUE 71,5,0.46317
FUE 72,5,0.29979
FUE 73,5,0.002483
FUE 74,5,0.45865
FUE 75,5,0.44821
FUE 76,6,0.68872
FUE 77,6,0.032863
FUE 78,6,0.72386
FUE 79,6,0.8953
FUE 80,6,0.44857
FUE 81,6,0.16405
FUE 82,6,0.85181
FUE 83,6,0.047439
FUE 84,6,0.59429
FUE 85,6,0.22771
FUE 86,6,0.26546
FUE 87,6,0.90865
FUE 88,6,0.16835
FUE 89,6,0.30844
FUE 90,6,0.81755
